Cell,Threshold,Patches,Cross_Area
20211201_MKY4576_14_Cell03_GFP,yen,21,3359
20211201_MKY4576_15_Cell01_GFP,yen,18,2660
20211201_MKY4576_15_Cell02_GFP,yen,11,3220
20211201_MKY4576_15_Cell03_GFP,yen,14,3394
20211201_MKY4576_15_Cell04_GFP,yen,17,2405
20211201_MKY4576_16_Cell01_GFP,yen,19,2306
20211201_MKY4576_16_Cell02_GFP,yen,14,2928
20211201_MKY4576_17_Cell01_GFP,yen,18,3566
20211201_MKY4576_17_Cell02_GFP,yen,12,3344
20211201_MKY4576_17_Cell03_GFP,yen,16,2647
20211201_MKY4576_18_Cell01_GFP,yen,16,3262
20211201_MKY4576_18_Cell02_GFP,yen,17,3101
20211201_MKY4576_18_Cell03_GFP,yen,18,3602
20211201_MKY4576_18_Cell04_GFP,yen,8,2150
20211201_MKY4578_01_Cell01_GFP,yen,11,2318
20211201_MKY4578_01_Cell02_GFP,yen,15,2292
20211201_MKY4578_01_Cell03_GFP,yen,7,1798
20211201_MKY4578_01_Cell04_GFP,yen,7,2609
20211201_MKY4578_01_Cell05_GFP,yen,8,2977
20211201_MKY4578_01_Cell06_GFP,yen,5,2358
20211201_MKY4578_02_Cell01_GFP,yen,6,2181
20211201_MKY4578_02_Cell02_GFP,yen,5,2304
20211201_MKY4578_02_Cell03_GFP,yen,18,3572
20211201_MKY4578_02_Cell04_GFP,yen,19,2907
20211201_MKY4578_03_Cell01_GFP,yen,17,3035
20211201_MKY4578_03_Cell02_GFP,yen,16,2665
20211201_MKY4578_03_Cell03_GFP,yen,10,2578
20211201_MKY4578_03_Cell04_GFP,yen,12,2759
20211201_MKY4578_04_Cell01_GFP,yen,11,2926
20211201_MKY4578_04_Cell02_GFP,yen,15,2595
20211201_MKY4578_04_Cell03_GFP,yen,13,3330
20211201_MKY4578_05_Cell01_GFP,yen,8,2890
20211201_MKY4578_05_Cell02_GFP,yen,14,2793
20211201_MKY4578_05_Cell03_GFP,yen,8,2494
20211201_MKY4578_05_Cell04_GFP,yen,11,2933
20211201_MKY4578_06_Cell01_GFP,yen,9,2605
20211201_MKY4578_06_Cell02_GFP,yen,14,2944
20211201_MKY4578_06_Cell03_GFP,yen,24,3309
20211201_MKY4578_06_Cell04_GFP,yen,16,1981
20211201_MKY4578_06_Cell05_GFP,yen,18,3309
20211201_MKY4578_06_Cell06_GFP,yen,10,2944
20211201_MKY4578_07_Cell01_GFP,yen,12,2432
20211201_MKY4578_07_Cell02_GFP,yen,12,3360
20211201_MKY4578_07_Cell03_GFP,yen,18,2664
20211201_MKY4578_07_Cell04_GFP,yen,9,2666
20211201_MKY4578_07_Cell05_GFP,yen,17,3233
20211201_MKY4578_08_Cell01_GFP,yen,12,2775
20211201_MKY4578_08_Cell02_GFP,yen,24,2926
20211201_MKY4578_08_Cell03_GFP,yen,6,2872
20211201_MKY4578_08_Cell04_GFP,yen,11,2620
20211201_MKY4578_09_Cell01_GFP,yen,9,2688
20211201_MKY4578_09_Cell02_GFP,yen,9,3256
20211201_MKY4578_09_Cell03_GFP,yen,13,2778
20211201_MKY4578_09_Cell04_GFP,yen,8,2685
20211201_MKY4578_10_Cell01_GFP,yen,17,3258
20211201_MKY4578_10_Cell03_GFP,yen,16,2889
20211201_MKY4578_10_Cell04_GFP,yen,14,2938
20211201_MKY4578_11_Cell01_GFP,yen,17,2311
20211201_MKY4578_11_Cell02_GFP,yen,14,2852
20211201_MKY4578_11_Cell03_GFP,yen,17,2972
20211201_MKY4578_12_Cell01_GFP,yen,23,3313
20211201_MKY4578_12_Cell02_GFP,yen,8,2681
20211201_MKY4578_12_Cell03_GFP,yen,17,3227
20211201_MKY4578_12_Cell04_GFP,yen,17,3376
20211201_MKY4578_13_Cell01_GFP,yen,15,2611
20211201_MKY4578_13_Cell02_GFP,yen,27,3421
20211201_MKY4578_13_Cell03_GFP,yen,28,3606
20211201_MKY4578_14_Cell01_GFP,yen,7,2669
20211201_MKY4578_14_Cell02_GFP,yen,18,2457
20211201_MKY4578_14_Cell03_GFP,yen,13,2533
20211201_MKY4578_14_Cell04_GFP,yen,26,3403
20211201_MKY4578_15_Cell01_GFP,yen,5,3288
20211201_MKY4578_15_Cell02_GFP,yen,9,3442
20211201_MKY4578_15_Cell03_GFP,yen,18,3185
20211201_MKY4578_15_Cell04_GFP,yen,18,3195
20211201_MKY4580_01_Cell01_GFP,yen,21,2348
20211201_MKY4580_01_Cell02_GFP,yen,18,3202
20211201_MKY4580_01_Cell03_GFP,yen,10,2647
20211201_MKY4580_02_Cell01_GFP,yen,24,2944
20211201_MKY4580_02_Cell02_GFP,yen,27,3661
20211201_MKY4580_03_Cell01_GFP,yen,22,3373
20211201_MKY4580_03_Cell02_GFP,yen,16,2485
20211201_MKY4580_03_Cell03_GFP,yen,17,2935
20211201_MKY4580_04_Cell01_GFP,yen,15,3347
20211201_MKY4580_04_Cell02_GFP,yen,23,3252
20211201_MKY4580_04_Cell03_GFP,yen,15,2748
20211201_MKY4580_05_Cell01_GFP,yen,18,3137
20211201_MKY4580_05_Cell02_GFP,yen,34,3574
20211201_MKY4580_05_Cell03_GFP,yen,23,3068
20211201_MKY4580_06_Cell01_GFP,yen,12,2483
20211201_MKY4580_06_Cell02_GFP,yen,10,2487
20211201_MKY4580_06_Cell03_GFP,yen,18,3199
20211201_MKY4580_06_Cell04_GFP,yen,22,2702
20211201_MKY4580_07_Cell01_GFP,yen,19,2833
20211201_MKY4580_07_Cell02_GFP,yen,23,3313
20211201_MKY4580_08_Cell01_GFP,yen,15,2365
20211201_MKY4580_08_Cell02_GFP,yen,16,2512
20211201_MKY4580_08_Cell03_GFP,yen,13,2935
20211201_MKY4580_08_Cell04_GFP,yen,34,3881
20211201_MKY4580_08_Cell05_GFP,yen,20,3245
20211201_MKY4580_08_Cell06_GFP,yen,25,2781
20211201_MKY4580_09_Cell01_GFP,yen,10,2911
20211201_MKY4580_09_Cell02_GFP,yen,14,2967
20211201_MKY4580_09_Cell03_GFP,yen,23,3155
20211201_MKY4580_09_Cell04_GFP,yen,19,3044
20211201_MKY4580_10_Cell01_GFP,yen,20,2480
20211201_MKY4580_10_Cell02_GFP,yen,8,2281
20211201_MKY4580_10_Cell03_GFP,yen,15,2479
20211201_MKY4580_10_Cell04_GFP,yen,14,2737
20211201_MKY4580_11_Cell01_GFP,yen,22,2718
20211201_MKY4580_11_Cell02_GFP,yen,24,2804
20211201_MKY4580_11_Cell03_GFP,yen,18,3345
20211201_MKY4580_12_Cell01_GFP,yen,21,3595
20211201_MKY4580_12_Cell02_GFP,yen,14,2876
20211201_MKY4580_12_Cell03_GFP,yen,21,2957
20211201_MKY4580_13_Cell01_GFP,yen,20,3729
20211201_MKY4580_13_Cell02_GFP,yen,12,3093
20211201_MKY4580_13_Cell03_GFP,yen,14,2897
20211201_MKY4580_14_Cell01_GFP,yen,15,3165
20211201_MKY4580_14_Cell02_GFP,yen,17,3914
20211201_MKY4580_14_Cell03_GFP,yen,30,3602
20211201_MKY4580_14_Cell04_GFP,yen,27,3698
20211201_MKY4580_15_Cell01_GFP,yen,15,3680
20211201_MKY4580_15_Cell02_GFP,yen,21,3103
20211201_MKY4580_15_Cell03_GFP,yen,27,2994
20211201_MKY4580_15_Cell04_GFP,yen,20,2681
20211201_MKY4580_16_Cell01_GFP,yen,9,3071
20211201_MKY4580_16_Cell02_GFP,yen,10,3223
20211201_MKY4580_16_Cell03_GFP,yen,16,3425
20211201_MKY4580_17_Cell01_GFP,yen,24,3268
20211201_MKY4580_17_Cell02_GFP,yen,13,2928
20211201_MKY4580_17_Cell03_GFP,yen,23,3498
20211201_MKY4580_18_Cell01_GFP,yen,21,3114
20211201_MKY4580_18_Cell02_GFP,yen,23,2778
20211201_MKY4580_18_Cell03_GFP,yen,19,3729
20220204_MKY4617_01_Cell01_GFP,yen,15,3643
20220204_MKY4617_01_Cell02_GFP,yen,18,5845
20220204_MKY4617_01_Cell03_GFP,yen,16,3392
20220204_MKY4617_02_Cell01_GFP,yen,12,2932
20220204_MKY4617_02_Cell02_GFP,yen,16,2955
20220204_MKY4617_02_Cell03_GFP,yen,18,4281
20220204_MKY4617_03_Cell01_GFP,yen,23,5456
20220204_MKY4617_03_Cell02_GFP,yen,18,3290
20220204_MKY4617_04_Cell01_GFP,yen,20,3343
20220204_MKY4617_04_Cell02_GFP,yen,8,2837
20220204_MKY4617_04_Cell03_GFP,yen,33,5429
20220204_MKY4617_05_Cell01_GFP,yen,27,4340
20220204_MKY4617_05_Cell02_GFP,yen,17,3362
20220204_MKY4617_05_Cell03_GFP,yen,10,3179
20220204_MKY4617_06_Cell01_GFP,yen,15,3090
20220204_MKY4617_06_Cell02_GFP,yen,20,3553
20220204_MKY4617_07_Cell01_GFP,yen,14,3407
20220204_MKY4617_07_Cell02_GFP,yen,21,3290
20220204_MKY4617_08_Cell01_GFP,yen,25,3867
20220204_MKY4617_08_Cell02_GFP,yen,14,2676
20220204_MKY4617_08_Cell03_GFP,yen,14,3433
20220204_MKY4617_09_Cell01_GFP,yen,20,3278
20220204_MKY4617_09_Cell02_GFP,yen,10,3260
20220204_MKY4617_10_Cell01_GFP,yen,13,3236
20220204_MKY4617_10_Cell02_GFP,yen,22,4043
20220204_MKY4617_10_Cell03_GFP,yen,19,2848
20220204_MKY4617_11_Cell01_GFP,yen,17,3029
20220204_MKY4617_11_Cell02_GFP,yen,15,3050
20220204_MKY4617_11_Cell03_GFP,yen,24,3982
20220204_MKY4617_12_Cell01_GFP,yen,16,2934
20220204_MKY4617_12_Cell02_GFP,yen,12,2842
20220204_MKY4617_12_Cell03_GFP,yen,15,3153
20220204_MKY4617_12_Cell04_GFP,yen,23,3690
20220204_MKY4617_13_Cell01_GFP,yen,17,3793
20220204_MKY4617_13_Cell02_GFP,yen,10,2729
20220204_MKY4617_13_Cell03_GFP,yen,8,2894
20220204_MKY4617_14_Cell01_GFP,yen,14,3406
20220204_MKY4617_14_Cell02_GFP,yen,19,4249
20220204_MKY4617_14_Cell03_GFP,yen,19,3746
20220204_MKY4617_14_Cell04_GFP,yen,30,4029
20220204_MKY4617_14_Cell05_GFP,yen,29,4749
20220204_MKY4617_15_Cell01_GFP,yen,19,4195
20220204_MKY4617_15_Cell02_GFP,yen,23,6370
20220204_MKY4617_15_Cell03_GFP,yen,32,6440
20220204_MKY4617_16_Cell01_GFP,yen,18,3746
20220204_MKY4617_16_Cell02_GFP,yen,13,2851
20220204_MKY4617_16_Cell03_GFP,yen,14,3348
20220204_MKY4617_17_Cell01_GFP,yen,18,3137
20220204_MKY4617_17_Cell02_GFP,yen,14,2039
20220204_MKY4617_17_Cell03_GFP,yen,20,3322
20220204_MKY4617_17_Cell04_GFP,yen,17,3279
20220204_MKY4617_18_Cell01_GFP,yen,12,2478
20220204_MKY4617_18_Cell02_GFP,yen,16,3894
20220204_MKY4617_18_Cell03_GFP,yen,14,3045
