Cell,Threshold,Patches,Cross_Area
20220128_MKY4578_02_Cell02_GFP,yen,27,3685
20220128_MKY4578_02_Cell03_GFP,yen,11,3380
20220128_MKY4578_02_Cell04_GFP,yen,20,3194
20220128_MKY4578_02_Cell05_GFP,yen,28,4874
20220128_MKY4578_03_Cell01_GFP,yen,3,1790
20220128_MKY4578_03_Cell02_GFP,yen,17,3597
20220128_MKY4578_03_Cell03_GFP,yen,12,3337
20220128_MKY4578_04_Cell01_GFP,yen,20,3184
20220128_MKY4578_04_Cell02_GFP,yen,14,3802
20220128_MKY4578_04_Cell03_GFP,yen,12,3332
20220128_MKY4578_05_Cell01_GFP,yen,19,3492
20220128_MKY4578_05_Cell02_GFP,yen,10,2924
20220128_MKY4578_05_Cell03_GFP,yen,12,2736
20220128_MKY4578_06_Cell01_GFP,yen,23,4094
20220128_MKY4578_06_Cell02_GFP,yen,20,2736
20220128_MKY4578_06_Cell03_GFP,yen,13,3213
20220128_MKY4578_07_Cell01_GFP,yen,20,2614
20220128_MKY4578_07_Cell02_GFP,yen,18,3737
20220128_MKY4578_07_Cell03_GFP,yen,16,3538
20220128_MKY4578_08_Cell01_GFP,yen,18,3884
20220128_MKY4578_08_Cell02_GFP,yen,15,2736
20220128_MKY4578_09_Cell01_GFP,yen,10,2950
20220128_MKY4578_09_Cell02_GFP,yen,14,3018
20220128_MKY4578_09_Cell03_GFP,yen,9,3069
20220128_MKY4578_10_Cell01_GFP,yen,14,3714
20220128_MKY4578_10_Cell02_GFP,yen,21,3922
20220128_MKY4578_10_Cell03_GFP,yen,16,4047
20220128_MKY4578_11_Cell01_GFP,yen,18,3485
20220128_MKY4578_11_Cell02_GFP,yen,13,2030
20220128_MKY4578_11_Cell03_GFP,yen,15,3551
20220128_MKY4578_12_Cell01_GFP,yen,17,2912
20220128_MKY4578_12_Cell02_GFP,yen,16,3638
20220128_MKY4578_12_Cell03_GFP,yen,17,3426
20220128_MKY4578_13_Cell01_GFP,yen,26,3381
20220128_MKY4578_13_Cell02_GFP,yen,20,3431
20220128_MKY4578_13_Cell03_GFP,yen,10,2410
20220128_MKY4578_14_Cell01_GFP,yen,29,3373
20220128_MKY4578_14_Cell02_GFP,yen,21,3155
20220128_MKY4578_15_Cell01_GFP,yen,22,3190
20220128_MKY4578_15_Cell02_GFP,yen,17,3078
20220128_MKY4578_15_Cell03_GFP,yen,12,2886
20220128_MKY4578_16_Cell01_GFP,yen,18,2986
20220128_MKY4578_16_Cell02_GFP,yen,10,3227
20220128_MKY4578_16_Cell03_GFP,yen,18,2986
20220128_MKY4578_17_Cell01_GFP,yen,13,2018
20220128_MKY4578_17_Cell02_GFP,yen,19,3122
20220128_MKY4578_17_Cell03_GFP,yen,15,3104
20220128_MKY4578_18_Cell01_GFP,yen,18,3141
20220128_MKY4578_18_Cell02_GFP,yen,21,3076
20220128_MKY4578_18_Cell03_GFP,yen,16,3205
20220128_MKY4580_01_Cell01_GFP,yen,7,4508
20220128_MKY4580_01_Cell02_GFP,yen,11,2466
20220128_MKY4580_01_Cell03_GFP,yen,19,3548
20220128_MKY4580_01_Cell04_GFP,yen,19,2892
20220128_MKY4580_02_Cell01_GFP,yen,27,4160
20220128_MKY4580_02_Cell02_GFP,yen,24,2806
20220128_MKY4580_02_Cell03_GFP,yen,14,2918
20220128_MKY4580_02_Cell04_GFP,yen,17,3884
20220128_MKY4580_03_Cell01_GFP,yen,17,3376
20220128_MKY4580_03_Cell02_GFP,yen,9,2409
20220128_MKY4580_03_Cell03_GFP,yen,15,3879
20220128_MKY4580_03_Cell04_GFP,yen,23,3947
20220128_MKY4580_04_Cell01_GFP,yen,13,4045
20220128_MKY4580_04_Cell02_GFP,yen,21,3390
20220128_MKY4580_04_Cell03_GFP,yen,25,3235
20220128_MKY4580_04_Cell04_GFP,yen,22,4093
20220128_MKY4580_05_Cell01_GFP,yen,11,2105
20220128_MKY4580_05_Cell02_GFP,yen,19,2992
20220128_MKY4580_05_Cell03_GFP,yen,19,3429
20220128_MKY4580_06_Cell01_GFP,yen,23,3355
20220128_MKY4580_06_Cell02_GFP,yen,12,3601
20220128_MKY4580_06_Cell03_GFP,yen,21,3991
20220128_MKY4580_06_Cell04_GFP,yen,21,2568
20220128_MKY4580_06_Cell05_GFP,yen,13,2468
20220128_MKY4580_07_Cell01_GFP,yen,22,3292
20220128_MKY4580_07_Cell02_GFP,yen,12,3048
20220128_MKY4580_07_Cell03_GFP,yen,23,2950
20220128_MKY4580_07_Cell04_GFP,yen,17,3205
20220128_MKY4580_08_Cell01_GFP,yen,17,4275
20220128_MKY4580_08_Cell02_GFP,yen,14,2044
20220128_MKY4580_08_Cell03_GFP,yen,13,2279
20220128_MKY4580_08_Cell04_GFP,yen,8,2565
20220128_MKY4580_09_Cell01_GFP,yen,16,3100
20220128_MKY4580_09_Cell02_GFP,yen,16,3730
20220128_MKY4580_09_Cell03_GFP,yen,11,3967
20220128_MKY4580_10_Cell01_GFP,yen,22,3543
20220128_MKY4580_10_Cell02_GFP,yen,6,2015
20220128_MKY4580_10_Cell03_GFP,yen,22,2811
20220128_MKY4580_11_Cell01_GFP,yen,13,2402
20220128_MKY4580_11_Cell02_GFP,yen,13,2610
20220128_MKY4580_11_Cell03_GFP,yen,12,3073
20220128_MKY4580_11_Cell04_GFP,yen,34,3126
20220128_MKY4580_12_Cell01_GFP,yen,22,4154
20220128_MKY4580_12_Cell02_GFP,yen,13,2649
20220128_MKY4580_12_Cell03_GFP,yen,7,3515
20220128_MKY4580_12_Cell04_GFP,yen,13,3445
20220128_MKY4580_13_Cell01_GFP,yen,14,3246
20220128_MKY4580_13_Cell02_GFP,yen,19,2481
20220128_MKY4580_13_Cell03_GFP,yen,11,2034
20220128_MKY4580_14_Cell01_GFP,yen,14,2955
20220128_MKY4580_14_Cell02_GFP,yen,8,2297
20220128_MKY4580_14_Cell03_GFP,yen,19,3592
20220128_MKY4580_14_Cell04_GFP,yen,13,3629
20220128_MKY4580_14_Cell05_GFP,yen,15,3245
20220128_MKY4580_15_Cell01_GFP,yen,24,2728
20220128_MKY4580_15_Cell02_GFP,yen,22,2850
20220128_MKY4580_15_Cell03_GFP,yen,13,2233
20220128_MKY4580_15_Cell04_GFP,yen,18,2961
20220128_MKY4580_15_Cell05_GFP,yen,16,3085
20220128_MKY4580_15_Cell06_GFP,yen,2,923
20220128_MKY4617_01_Cell01_GFP,yen,21,3243
20220128_MKY4617_01_Cell02_GFP,yen,11,2855
20220128_MKY4617_01_Cell03_GFP,yen,18,2881
20220128_MKY4617_01_Cell04_GFP,yen,10,3544
20220128_MKY4617_01_Cell05_GFP,yen,17,3130
20220128_MKY4617_01_Cell06_GFP,yen,7,3069
20220128_MKY4617_02_Cell01_GFP,yen,17,3255
20220128_MKY4617_02_Cell02_GFP,yen,18,3206
20220128_MKY4617_02_Cell03_GFP,yen,12,2408
20220128_MKY4617_02_Cell04_GFP,yen,9,2835
20220128_MKY4617_02_Cell05_GFP,yen,8,3313
20220128_MKY4617_03_Cell01_GFP,yen,16,2725
20220128_MKY4617_03_Cell02_GFP,yen,16,2836
20220128_MKY4617_03_Cell03_GFP,yen,6,2231
20220128_MKY4617_03_Cell04_GFP,yen,20,2858
20220128_MKY4617_03_Cell05_GFP,yen,13,2324
20220128_MKY4617_03_Cell06_GFP,yen,17,3998
20220128_MKY4617_04_Cell01_GFP,yen,13,2795
20220128_MKY4617_04_Cell02_GFP,yen,16,3077
20220128_MKY4617_04_Cell03_GFP,yen,18,2756
20220128_MKY4617_04_Cell04_GFP,yen,12,3275
20220128_MKY4617_04_Cell05_GFP,yen,16,2168
20220128_MKY4617_05_Cell01_GFP,yen,13,2882
20220128_MKY4617_05_Cell02_GFP,yen,15,2740
20220128_MKY4617_05_Cell03_GFP,yen,22,3552
20220128_MKY4617_05_Cell04_GFP,yen,13,2342
20220128_MKY4617_06_Cell01_GFP,yen,23,3987
20220128_MKY4617_06_Cell02_GFP,yen,14,2706
20220128_MKY4617_06_Cell03_GFP,yen,5,1955
20220128_MKY4617_06_Cell04_GFP,yen,12,3169
20220128_MKY4617_06_Cell05_GFP,yen,12,2906
20220128_MKY4617_07_Cell01_GFP,yen,23,2937
20220128_MKY4617_07_Cell02_GFP,yen,11,1884
20220128_MKY4617_07_Cell03_GFP,yen,15,3611
20220128_MKY4617_07_Cell04_GFP,yen,22,3581
20220128_MKY4617_07_Cell05_GFP,yen,8,1906
20220128_MKY4617_07_Cell06_GFP,yen,15,3916
20220128_MKY4617_08_Cell01_GFP,yen,20,3598
20220128_MKY4617_08_Cell02_GFP,yen,7,1858
20220128_MKY4617_08_Cell03_GFP,yen,19,3431
20220128_MKY4617_08_Cell04_GFP,yen,16,3194
20220128_MKY4617_08_Cell05_GFP,yen,10,3615
20220128_MKY4617_09_Cell01_GFP,yen,11,2789
20220128_MKY4617_09_Cell02_GFP,yen,15,2813
20220128_MKY4617_09_Cell03_GFP,yen,17,3022
20220128_MKY4617_09_Cell04_GFP,yen,20,3447
20220128_MKY4617_10_Cell01_GFP,yen,14,1996
20220128_MKY4617_10_Cell02_GFP,yen,19,3170
20220128_MKY4617_10_Cell03_GFP,yen,11,2560
20220128_MKY4617_10_Cell04_GFP,yen,15,3261
20220128_MKY4617_11_Cell01_GFP,yen,10,2890
20220128_MKY4617_11_Cell02_GFP,yen,3,2246
20220128_MKY4617_11_Cell03_GFP,yen,11,2576
20220128_MKY4617_11_Cell04_GFP,yen,17,2801
20220128_MKY4617_11_Cell05_GFP,yen,17,2715
20220128_MKY4617_11_Cell06_GFP,yen,12,3832
20220128_MKY4617_12_Cell01_GFP,yen,19,2646
20220128_MKY4617_12_Cell02_GFP,yen,15,2464
20220128_MKY4617_12_Cell03_GFP,yen,22,2876
20220128_MKY4617_12_Cell04_GFP,yen,11,3975
20220128_MKY4617_13_Cell01_GFP,yen,18,3120
20220128_MKY4617_13_Cell02_GFP,yen,10,3358
20220128_MKY4617_13_Cell03_GFP,yen,12,3284
20220128_MKY4617_13_Cell04_GFP,yen,7,3888
20220128_MKY4617_14_Cell01_GFP,yen,16,3750
20220128_MKY4617_14_Cell02_GFP,yen,17,2825
20220128_MKY4617_14_Cell03_GFP,yen,15,3414
20220128_MKY4617_14_Cell04_GFP,yen,8,1999
20220128_MKY4617_14_Cell05_GFP,yen,20,4172
20220128_MKY4617_14_Cell06_GFP,yen,8,3872
20220128_MKY4617_15_Cell01_GFP,yen,16,3118
20220128_MKY4617_15_Cell02_GFP,yen,3,2540
20220128_MKY4617_15_Cell03_GFP,yen,23,3390
20220128_MKY4617_15_Cell04_GFP,yen,13,3819
20220128_MKY4617_15_Cell05_GFP,yen,22,3506
20220128_MKY4617_15_Cell06_GFP,yen,11,2944
20220128_MKY4617_15_Cell07_GFP,yen,8,1652
20220128_MKY4617_15_Cell08_GFP,yen,17,2829
