Cell,Threshold,Patches,Cross_Area
20220119_MKY4576_16_Cell01_GFP,yen,17,3437
20220119_MKY4576_16_Cell02_GFP,yen,12,2668
20220119_MKY4576_17_Cell01_GFP,yen,24,3195
20220119_MKY4576_17_Cell02_GFP,yen,12,3621
20220119_MKY4576_18_Cell01_GFP,yen,14,3774
20220119_MKY4576_18_Cell02_GFP,yen,16,3337
20220119_MKY4576_19_Cell01_GFP,yen,13,3377
20220119_MKY4576_19_Cell02_GFP,yen,8,3018
20220119_MKY4576_20_Cell01_GFP,yen,13,2825
20220119_MKY4576_20_Cell02_GFP,yen,22,3819
20220119_MKY4576_21_Cell01_GFP,yen,15,2865
20220119_MKY4576_21_Cell02_GFP,yen,15,3348
20220119_MKY4578_01_Cell01_GFP,yen,12,2818
20220119_MKY4578_01_Cell02_GFP,yen,13,2558
20220119_MKY4578_01_Cell03_GFP,yen,7,2183
20220119_MKY4578_02_Cell01_GFP,yen,10,2683
20220119_MKY4578_02_Cell02_GFP,yen,19,2868
20220119_MKY4578_02_Cell03_GFP,yen,10,2345
20220119_MKY4578_03_Cell01_GFP,yen,23,3045
20220119_MKY4578_03_Cell02_GFP,yen,21,2815
20220119_MKY4578_03_Cell03_GFP,yen,19,2365
20220119_MKY4578_03_Cell04_GFP,yen,15,2358
20220119_MKY4578_04_Cell01_GFP,yen,18,3247
20220119_MKY4578_04_Cell02_GFP,yen,8,3052
20220119_MKY4578_04_Cell03_GFP,yen,6,2891
20220119_MKY4578_04_Cell04_GFP,yen,12,3170
20220119_MKY4578_05_Cell01_GFP,yen,9,2741
20220119_MKY4578_05_Cell02_GFP,yen,14,2967
20220119_MKY4578_05_Cell03_GFP,yen,18,3246
20220119_MKY4578_05_Cell04_GFP,yen,21,2834
20220119_MKY4578_06_Cell01_GFP,yen,11,3196
20220119_MKY4578_06_Cell02_GFP,yen,11,3435
20220119_MKY4578_06_Cell03_GFP,yen,13,2105
20220119_MKY4578_06_Cell04_GFP,yen,7,3467
20220119_MKY4578_06_Cell05_GFP,yen,22,4262
20220119_MKY4578_07_Cell01_GFP,yen,12,2472
20220119_MKY4578_07_Cell02_GFP,yen,12,2286
20220119_MKY4578_07_Cell03_GFP,yen,14,3764
20220119_MKY4578_08_Cell01_GFP,yen,9,2981
20220119_MKY4578_08_Cell02_GFP,yen,9,3099
20220119_MKY4578_08_Cell03_GFP,yen,12,2827
20220119_MKY4578_09_Cell01_GFP,yen,16,2720
20220119_MKY4578_09_Cell02_GFP,yen,16,2994
20220119_MKY4578_09_Cell03_GFP,yen,20,3192
20220119_MKY4578_10_Cell01_GFP,yen,15,3187
20220119_MKY4578_10_Cell02_GFP,yen,10,2141
20220119_MKY4578_10_Cell03_GFP,yen,19,2869
20220119_MKY4578_10_Cell04_GFP,yen,12,3348
20220119_MKY4578_11_Cell01_GFP,yen,17,3540
20220119_MKY4578_11_Cell02_GFP,yen,20,3297
20220119_MKY4578_11_Cell03_GFP,yen,15,2718
20220119_MKY4578_12_Cell01_GFP,yen,12,3010
20220119_MKY4578_12_Cell02_GFP,yen,11,2560
20220119_MKY4578_12_Cell03_GFP,yen,16,2983
20220119_MKY4578_12_Cell04_GFP,yen,16,2873
20220119_MKY4578_12_Cell05_GFP,yen,16,3171
20220119_MKY4578_13_Cell01_GFP,yen,14,2696
20220119_MKY4578_13_Cell02_GFP,yen,14,3199
20220119_MKY4578_13_Cell03_GFP,yen,9,2029
20220119_MKY4578_13_Cell04_GFP,yen,10,4849
20220119_MKY4578_14_Cell01_GFP,yen,21,2982
20220119_MKY4578_14_Cell02_GFP,yen,12,2411
20220119_MKY4578_14_Cell03_GFP,yen,18,2783
20220119_MKY4578_14_Cell04_GFP,yen,15,2913
20220119_MKY4578_15_Cell01_GFP,yen,22,3131
20220119_MKY4578_15_Cell02_GFP,yen,11,3283
20220119_MKY4578_15_Cell03_GFP,yen,16,2982
20220119_MKY4578_16_Cell01_GFP,yen,13,3844
20220119_MKY4578_16_Cell02_GFP,yen,16,3022
20220119_MKY4578_16_Cell03_GFP,yen,20,3610
20220119_MKY4578_17_Cell01_GFP,yen,15,3177
20220119_MKY4578_17_Cell02_GFP,yen,11,2964
20220119_MKY4578_17_Cell03_GFP,yen,14,2485
20220119_MKY4578_18_Cell01_GFP,yen,11,2665
20220119_MKY4578_18_Cell02_GFP,yen,18,3062
20220119_MKY4578_18_Cell03_GFP,yen,18,3632
20220119_MKY4580_01_Cell01_GFP,yen,21,2624
20220119_MKY4580_01_Cell02_GFP,yen,18,2402
20220119_MKY4580_01_Cell03_GFP,yen,20,3071
20220119_MKY4580_02_Cell01_GFP,yen,16,3443
20220119_MKY4580_02_Cell02_GFP,yen,15,3280
20220119_MKY4580_02_Cell03_GFP,yen,9,1757
20220119_MKY4580_03_Cell01_GFP,yen,13,2203
20220119_MKY4580_03_Cell02_GFP,yen,18,3275
20220119_MKY4580_03_Cell03_GFP,yen,24,3581
20220119_MKY4580_03_Cell04_GFP,yen,21,2609
20220119_MKY4580_04_Cell01_GFP,yen,7,2590
20220119_MKY4580_04_Cell02_GFP,yen,16,3207
20220119_MKY4580_04_Cell03_GFP,yen,10,3726
20220119_MKY4580_04_Cell04_GFP,yen,13,3310
20220119_MKY4580_04_Cell05_GFP,yen,13,3556
20220119_MKY4580_04_Cell06_GFP,yen,16,3036
20220119_MKY4580_05_Cell01_GFP,yen,20,3628
20220119_MKY4580_05_Cell02_GFP,yen,20,3752
20220119_MKY4580_05_Cell03_GFP,yen,16,2747
20220119_MKY4580_05_Cell04_GFP,yen,18,2911
20220119_MKY4580_05_Cell05_GFP,yen,16,3174
20220119_MKY4580_06_Cell01_GFP,yen,13,2750
20220119_MKY4580_06_Cell02_GFP,yen,20,2822
20220119_MKY4580_06_Cell03_GFP,yen,12,2667
20220119_MKY4580_06_Cell04_GFP,yen,19,3279
20220119_MKY4580_06_Cell05_GFP,yen,14,1838
20220119_MKY4580_06_Cell06_GFP,yen,3,3764
20220119_MKY4580_07_Cell01_GFP,yen,14,3264
20220119_MKY4580_07_Cell02_GFP,yen,16,1986
20220119_MKY4580_07_Cell03_GFP,yen,19,2945
20220119_MKY4580_07_Cell04_GFP,yen,12,1894
20220119_MKY4580_08_Cell01_GFP,yen,14,2679
20220119_MKY4580_08_Cell02_GFP,yen,8,2174
20220119_MKY4580_08_Cell03_GFP,yen,14,2536
20220119_MKY4580_08_Cell04_GFP,yen,14,2981
20220119_MKY4580_08_Cell05_GFP,yen,33,5166
20220119_MKY4580_09_Cell01_GFP,yen,22,3300
20220119_MKY4580_09_Cell02_GFP,yen,14,2556
20220119_MKY4580_09_Cell03_GFP,yen,21,3690
20220119_MKY4580_10_Cell01_GFP,yen,17,2463
20220119_MKY4580_10_Cell02_GFP,yen,14,3217
20220119_MKY4580_10_Cell03_GFP,yen,26,3258
20220119_MKY4580_10_Cell04_GFP,yen,20,2899
20220119_MKY4580_11_Cell01_GFP,yen,14,2184
20220119_MKY4580_11_Cell02_GFP,yen,13,3314
20220119_MKY4580_11_Cell03_GFP,yen,3,2374
20220119_MKY4580_11_Cell04_GFP,yen,5,2372
20220119_MKY4580_12_Cell01_GFP,yen,15,3712
20220119_MKY4580_12_Cell02_GFP,yen,17,2519
20220119_MKY4580_12_Cell03_GFP,yen,15,2609
20220119_MKY4580_12_Cell04_GFP,yen,14,3280
20220119_MKY4580_12_Cell05_GFP,yen,18,2040
20220119_MKY4580_13_Cell01_GFP,yen,19,3522
20220119_MKY4580_13_Cell02_GFP,yen,22,4117
20220119_MKY4580_13_Cell03_GFP,yen,26,3477
20220119_MKY4580_13_Cell04_GFP,yen,17,2894
20220119_MKY4580_14_Cell01_GFP,yen,16,3208
20220119_MKY4580_14_Cell02_GFP,yen,19,2798
20220119_MKY4580_14_Cell03_GFP,yen,9,3321
20220119_MKY4580_14_Cell04_GFP,yen,20,4110
20220119_MKY4580_14_Cell05_GFP,yen,21,2762
20220119_MKY4580_15_Cell01_GFP,yen,6,2797
20220119_MKY4580_15_Cell02_GFP,yen,11,2975
20220119_MKY4580_15_Cell03_GFP,yen,21,3130
20220119_MKY4580_15_Cell04_GFP,yen,18,4053
20220119_MKY4580_15_Cell05_GFP,yen,21,3297
20220119_MKY4580_16_Cell01_GFP,yen,14,2800
20220119_MKY4580_16_Cell02_GFP,yen,18,2879
20220119_MKY4580_16_Cell03_GFP,yen,13,2534
20220119_MKY4580_16_Cell04_GFP,yen,14,2911
20220119_MKY4580_17_Cell01_GFP,yen,20,3129
20220119_MKY4580_17_Cell02_GFP,yen,20,3050
20220119_MKY4580_17_Cell03_GFP,yen,16,4639
20220119_MKY4580_18_Cell01_GFP,yen,17,3448
20220119_MKY4580_18_Cell02_GFP,yen,10,2578
20220119_MKY4580_18_Cell03_GFP,yen,19,3318
20220119_MKY4580_18_Cell04_GFP,yen,18,2399
20220119_MKY4580_18_Cell05_GFP,yen,15,3756
20220210_MKY4617_01_Cell01_GFP,yen,23,3493
20220210_MKY4617_01_Cell02_GFP,yen,13,2523
20220210_MKY4617_01_Cell03_GFP,yen,18,2459
20220210_MKY4617_01_Cell04_GFP,yen,18,2586
20220210_MKY4617_02_Cell01_GFP,yen,20,3112
20220210_MKY4617_02_Cell02_GFP,yen,19,3387
20220210_MKY4617_02_Cell03_GFP,yen,18,2967
20220210_MKY4617_03_Cell01_GFP,yen,13,2471
20220210_MKY4617_03_Cell02_GFP,yen,17,3317
20220210_MKY4617_03_Cell03_GFP,yen,23,3010
20220210_MKY4617_03_Cell04_GFP,yen,13,2881
20220210_MKY4617_03_Cell05_GFP,yen,18,3486
20220210_MKY4617_04_Cell01_GFP,yen,28,3931
20220210_MKY4617_04_Cell02_GFP,yen,26,3014
20220210_MKY4617_04_Cell03_GFP,yen,3,3392
20220210_MKY4617_04_Cell05_GFP,yen,22,2620
20220210_MKY4617_05_Cell01_GFP,yen,16,2820
20220210_MKY4617_05_Cell02_GFP,yen,17,2847
20220210_MKY4617_05_Cell03_GFP,yen,22,3344
20220210_MKY4617_06_Cell01_GFP,yen,13,2497
20220210_MKY4617_06_Cell02_GFP,yen,21,3850
20220210_MKY4617_06_Cell03_GFP,yen,15,2380
20220210_MKY4617_06_Cell04_GFP,yen,17,2344
20220210_MKY4617_06_Cell05_GFP,yen,21,3121
20220210_MKY4617_06_Cell06_GFP,yen,21,3103
20220210_MKY4617_07_Cell01_GFP,yen,18,3036
20220210_MKY4617_07_Cell02_GFP,yen,23,3080
20220210_MKY4617_07_Cell03_GFP,yen,24,2786
20220210_MKY4617_07_Cell04_GFP,yen,14,3328
20220210_MKY4617_08_Cell01_GFP,yen,22,3769
20220210_MKY4617_08_Cell02_GFP,yen,20,2550
20220210_MKY4617_08_Cell03_GFP,yen,13,2674
20220210_MKY4617_08_Cell04_GFP,yen,25,3421
20220210_MKY4617_09_Cell01_GFP,yen,22,2620
20220210_MKY4617_09_Cell02_GFP,yen,21,2793
20220210_MKY4617_09_Cell03_GFP,yen,16,3004
20220210_MKY4617_09_Cell04_GFP,yen,15,3006
20220210_MKY4617_10_Cell01_GFP,yen,25,3108
20220210_MKY4617_10_Cell02_GFP,yen,16,2803
20220210_MKY4617_10_Cell03_GFP,yen,21,3640
20220210_MKY4617_10_Cell04_GFP,yen,22,3685
20220210_MKY4617_11_Cell01_GFP,yen,23,3662
20220210_MKY4617_11_Cell02_GFP,yen,13,3710
20220210_MKY4617_11_Cell03_GFP,yen,18,2877
20220210_MKY4617_11_Cell04_GFP,yen,11,2905
20220210_MKY4617_11_Cell05_GFP,yen,26,3679
20220210_MKY4617_12_Cell01_GFP,yen,15,2700
20220210_MKY4617_12_Cell02_GFP,yen,22,2704
20220210_MKY4617_12_Cell03_GFP,yen,26,2714
20220210_MKY4617_12_Cell04_GFP,yen,15,2679
20220210_MKY4617_13_Cell01_GFP,yen,25,3318
20220210_MKY4617_13_Cell02_GFP,yen,14,3037
20220210_MKY4617_13_Cell03_GFP,yen,12,2056
20220210_MKY4617_14_Cell01_GFP,yen,20,3462
20220210_MKY4617_14_Cell02_GFP,yen,17,2382
20220210_MKY4617_14_Cell03_GFP,yen,15,2694
20220210_MKY4617_15_Cell01_GFP,yen,22,3176
20220210_MKY4617_15_Cell02_GFP,yen,16,3131
20220210_MKY4617_15_Cell03_GFP,yen,21,3206
20220210_MKY4617_15_Cell04_GFP,yen,13,3546
20220210_MKY4617_16_Cell01_GFP,yen,26,2977
20220210_MKY4617_16_Cell02_GFP,yen,16,3611
20220210_MKY4617_16_Cell03_GFP,yen,16,2970
20220210_MKY4617_17_Cell01_GFP,yen,12,2518
20220210_MKY4617_17_Cell02_GFP,yen,21,3145
20220210_MKY4617_17_Cell03_GFP,yen,19,2422
20220210_MKY4617_17_Cell04_GFP,yen,13,3231
20220210_MKY4617_18_Cell01_GFP,yen,26,2901
20220210_MKY4617_18_Cell02_GFP,yen,17,2279
20220210_MKY4617_18_Cell03_GFP,yen,12,2947
