Cell,Threshold,Patches,Cross_Area
20201017_MKY0654_14_Cell05_GFP,yen,16,4225
20201017_MKY0654_14_Cell06_GFP,yen,11,3427
20201017_MKY0654_14_Cell07_GFP,yen,4,2850
20201017_MKY0654_15_Cell01_GFP,yen,15,3324
20201017_MKY0654_15_Cell02_GFP,yen,22,3910
20201017_MKY0654_15_Cell03_GFP,yen,12,2772
20201017_MKY0654_15_Cell04_GFP,yen,10,2484
20201017_MKY0654_16_Cell01_GFP,yen,15,2777
20201017_MKY0654_16_Cell02_GFP,yen,17,3019
20201017_MKY0654_16_Cell03_GFP,yen,20,2640
20201017_MKY0654_17_Cell01_GFP,yen,20,3340
20201017_MKY0654_17_Cell02_GFP,yen,18,3289
20201017_MKY0654_17_Cell03_GFP,yen,10,3487
20201017_MKY0654_17_Cell04_GFP,yen,16,3189
20201017_MKY0654_17_Cell05_GFP,yen,26,5023
20201017_MKY0654_18_Cell01_GFP,yen,16,2897
20201017_MKY0654_18_Cell02_GFP,yen,21,3584
20201017_MKY0654_18_Cell03_GFP,yen,3,2256
20201017_MKY3782_01_Cell01_GFP,yen,18,3270
20201017_MKY3782_01_Cell02_GFP,yen,19,3633
20201017_MKY3782_01_Cell03_GFP,yen,17,3161
20201017_MKY3782_01_Cell04_GFP,yen,22,3221
20201017_MKY3782_01_Cell05_GFP,yen,21,2760
20201017_MKY3782_02_Cell01_GFP,yen,19,4032
20201017_MKY3782_02_Cell02_GFP,yen,17,2755
20201017_MKY3782_02_Cell03_GFP,yen,16,3103
20201017_MKY3782_02_Cell04_GFP,yen,18,3976
20201017_MKY3782_02_Cell05_GFP,yen,21,3228
20201017_MKY3782_02_Cell06_GFP,yen,12,3266
20201017_MKY3782_03_Cell01_GFP,yen,18,2880
20201017_MKY3782_03_Cell02_GFP,yen,15,3294
20201017_MKY3782_03_Cell03_GFP,yen,17,2731
20201017_MKY3782_03_Cell04_GFP,yen,17,2041
20201017_MKY3782_03_Cell05_GFP,yen,16,3945
20201017_MKY3782_03_Cell06_GFP,yen,24,3643
20201017_MKY3782_04_Cell01_GFP,yen,16,2076
20201017_MKY3782_04_Cell02_GFP,yen,16,2981
20201017_MKY3782_04_Cell03_GFP,yen,15,2698
20201017_MKY3782_04_Cell04_GFP,yen,12,2741
20201017_MKY3782_04_Cell05_GFP,yen,15,3632
20201017_MKY3782_05_Cell01_GFP,yen,20,3831
20201017_MKY3782_05_Cell02_GFP,yen,6,2833
20201017_MKY3782_05_Cell03_GFP,yen,13,3746
20201017_MKY3782_05_Cell04_GFP,yen,12,2559
20201017_MKY3782_05_Cell05_GFP,yen,10,3548
20201017_MKY3782_06_Cell01_GFP,yen,12,2252
20201017_MKY3782_06_Cell02_GFP,yen,22,2681
20201017_MKY3782_06_Cell03_GFP,yen,11,2660
20201017_MKY3782_06_Cell04_GFP,yen,12,3189
20201017_MKY3782_06_Cell05_GFP,yen,19,3475
20201017_MKY3782_06_Cell06_GFP,yen,19,4051
20201017_MKY3782_07_Cell01_GFP,yen,22,3442
20201017_MKY3782_07_Cell02_GFP,yen,15,2992
20201017_MKY3782_07_Cell03_GFP,yen,14,2795
20201017_MKY3782_07_Cell04_GFP,yen,18,2806
20201017_MKY3782_08_Cell01_GFP,yen,22,3113
20201017_MKY3782_08_Cell02_GFP,yen,25,3570
20201017_MKY3782_08_Cell03_GFP,yen,22,2700
20201017_MKY3782_08_Cell04_GFP,yen,21,2316
20201017_MKY3782_08_Cell05_GFP,yen,19,2744
20201017_MKY3782_08_Cell06_GFP,yen,12,3300
20201017_MKY3782_09_Cell01_GFP,yen,22,3447
20201017_MKY3782_09_Cell02_GFP,yen,17,2557
20201017_MKY3782_09_Cell03_GFP,yen,26,3138
20201017_MKY3782_09_Cell04_GFP,yen,19,3533
20201017_MKY3782_09_Cell05_GFP,yen,13,4181
20201017_MKY3782_10_Cell01_GFP,yen,19,2716
20201017_MKY3782_10_Cell02_GFP,yen,35,3628
20201017_MKY3782_10_Cell03_GFP,yen,24,3778
20201017_MKY3782_10_Cell04_GFP,yen,27,2952
20201017_MKY3782_10_Cell05_GFP,yen,15,4038
20201017_MKY3782_11_Cell01_GFP,yen,18,3248
20201017_MKY3782_11_Cell02_GFP,yen,10,3039
20201017_MKY3782_11_Cell03_GFP,yen,20,4718
20201017_MKY3782_11_Cell04_GFP,yen,31,3086
20201017_MKY3782_11_Cell05_GFP,yen,24,2763
20201017_MKY3782_12_Cell01_GFP,yen,16,2965
20201017_MKY3782_12_Cell02_GFP,yen,21,3921
20201017_MKY3782_12_Cell03_GFP,yen,23,4563
20201017_MKY3782_13_Cell01_GFP,yen,12,3490
20201017_MKY3782_13_Cell02_GFP,yen,22,4353
20201017_MKY3782_13_Cell03_GFP,yen,22,4848
20201017_MKY3782_14_Cell01_GFP,yen,28,3035
20201017_MKY3782_14_Cell02_GFP,yen,41,4330
20201017_MKY3782_14_Cell03_GFP,yen,22,4627
20201017_MKY3782_14_Cell04_GFP,yen,18,3035
20201017_MKY3782_14_Cell05_GFP,yen,20,4135
20201017_MKY3782_15_Cell01_GFP,yen,15,2586
20201017_MKY3782_15_Cell02_GFP,yen,13,2913
20201017_MKY3782_15_Cell03_GFP,yen,14,2167
20201017_MKY3782_15_Cell04_GFP,yen,16,3398
20201017_MKY3782_15_Cell05_GFP,yen,15,2710
20201018_MKY4282_01_Cell01_GFP,yen,15,3073
20201018_MKY4282_01_Cell02_GFP,yen,23,2750
20201018_MKY4282_01_Cell03_GFP,yen,20,2435
20201018_MKY4282_01_Cell04_GFP,yen,32,3760
20201018_MKY4282_02_Cell01_GFP,yen,25,2744
20201018_MKY4282_02_Cell02_GFP,yen,26,3244
20201018_MKY4282_03_Cell01_GFP,yen,27,3364
20201018_MKY4282_03_Cell02_GFP,yen,25,3305
20201018_MKY4282_03_Cell03_GFP,yen,30,4350
20201018_MKY4282_04_Cell01_GFP,yen,22,2773
20201018_MKY4282_04_Cell02_GFP,yen,12,2855
20201018_MKY4282_04_Cell03_GFP,yen,22,3665
20201018_MKY4282_05_Cell01_GFP,yen,16,3895
20201018_MKY4282_05_Cell02_GFP,yen,19,2928
20201018_MKY4282_05_Cell03_GFP,yen,18,2301
20201018_MKY4282_05_Cell04_GFP,yen,17,3644
20201018_MKY4282_06_Cell01_GFP,yen,22,3383
20201018_MKY4282_06_Cell02_GFP,yen,13,3486
20201018_MKY4282_06_Cell03_GFP,yen,20,2640
20201018_MKY4282_06_Cell04_GFP,yen,24,2926
20201018_MKY4282_07_Cell01_GFP,yen,15,4461
20201018_MKY4282_07_Cell02_GFP,yen,18,3204
20201018_MKY4282_07_Cell03_GFP,yen,22,2955
20201018_MKY4282_08_Cell01_GFP,yen,19,2938
20201018_MKY4282_08_Cell02_GFP,yen,15,3074
20201018_MKY4282_08_Cell03_GFP,yen,21,3464
20201018_MKY4282_08_Cell04_GFP,yen,21,3196
20201018_MKY4282_09_Cell01_GFP,yen,7,2324
20201018_MKY4282_09_Cell02_GFP,yen,14,2922
20201018_MKY4282_09_Cell03_GFP,yen,24,3610
20201018_MKY4282_10_Cell01_GFP,yen,31,3934
20201018_MKY4282_10_Cell02_GFP,yen,23,3043
20201018_MKY4282_10_Cell03_GFP,yen,19,3204
20201018_MKY4282_11_Cell01_GFP,yen,24,4306
20201018_MKY4282_11_Cell02_GFP,yen,21,3898
20201018_MKY4282_11_Cell03_GFP,yen,18,3208
20201018_MKY4282_11_Cell04_GFP,yen,18,3201
20201018_MKY4282_12_Cell01_GFP,yen,18,3044
20201018_MKY4282_12_Cell02_GFP,yen,20,3022
20201018_MKY4282_12_Cell03_GFP,yen,9,2695
20201018_MKY4282_13_Cell01_GFP,yen,17,2983
20201018_MKY4282_13_Cell02_GFP,yen,18,2202
20201018_MKY4282_13_Cell03_GFP,yen,21,3323
20201018_MKY4282_14_Cell01_GFP,yen,25,3204
20201018_MKY4282_14_Cell02_GFP,yen,31,4408
20201018_MKY4282_14_Cell03_GFP,yen,29,4520
20201018_MKY4282_14_Cell04_GFP,yen,24,4861
20201018_MKY4282_15_Cell01_GFP,yen,32,4454
20201018_MKY4282_15_Cell02_GFP,yen,5,3378
20201018_MKY4282_15_Cell03_GFP,yen,16,3079
20201018_MKY4282_15_Cell04_GFP,yen,39,2930
20201018_MKY4282_16_Cell01_GFP,yen,31,4136
20201018_MKY4282_16_Cell02_GFP,yen,26,3054
20201018_MKY4282_16_Cell03_GFP,yen,44,3653
20201018_MKY4282_16_Cell04_GFP,yen,14,2799
20201018_MKY4282_17_Cell01_GFP,yen,25,3355
20201018_MKY4282_17_Cell02_GFP,yen,24,3595
20201018_MKY4282_17_Cell03_GFP,yen,10,3733
20201018_MKY4282_18_Cell01_GFP,yen,15,3901
20201018_MKY4282_18_Cell02_GFP,yen,22,2557
20201018_MKY4282_18_Cell03_GFP,yen,21,3527
20201018_MKY4291_01_Cell01_GFP,yen,21,4158
20201018_MKY4291_01_Cell02_GFP,yen,24,2749
20201018_MKY4291_01_Cell03_GFP,yen,14,3549
20201018_MKY4291_01_Cell04_GFP,yen,30,4734
20201018_MKY4291_01_Cell05_GFP,yen,14,2587
20201018_MKY4291_02_Cell01_GFP,yen,26,3460
20201018_MKY4291_02_Cell02_GFP,yen,13,2452
20201018_MKY4291_02_Cell03_GFP,yen,29,4209
20201018_MKY4291_03_Cell01_GFP,yen,31,3305
20201018_MKY4291_03_Cell02_GFP,yen,13,2798
20201018_MKY4291_03_Cell03_GFP,yen,20,3288
20201018_MKY4291_03_Cell04_GFP,yen,12,2807
20201018_MKY4291_03_Cell05_GFP,yen,18,3084
20201018_MKY4291_04_Cell01_GFP,yen,19,3814
20201018_MKY4291_04_Cell02_GFP,yen,17,3026
20201018_MKY4291_04_Cell03_GFP,yen,18,3004
20201018_MKY4291_04_Cell04_GFP,yen,27,3650
20201018_MKY4291_04_Cell05_GFP,yen,13,2965
20201018_MKY4291_05_Cell01_GFP,yen,14,2823
20201018_MKY4291_05_Cell02_GFP,yen,13,2339
20201018_MKY4291_05_Cell03_GFP,yen,21,3950
20201018_MKY4291_05_Cell04_GFP,yen,28,3524
20201018_MKY4291_05_Cell05_GFP,yen,31,5057
20201018_MKY4291_06_Cell01_GFP,yen,23,3751
20201018_MKY4291_06_Cell02_GFP,yen,18,3080
20201018_MKY4291_06_Cell03_GFP,yen,18,3759
20201018_MKY4291_06_Cell04_GFP,yen,12,2643
20201018_MKY4291_06_Cell05_GFP,yen,19,5549
20201018_MKY4291_06_Cell06_GFP,yen,20,3320
20201018_MKY4291_07_Cell01_GFP,yen,20,3176
20201018_MKY4291_07_Cell02_GFP,yen,24,3607
20201018_MKY4291_07_Cell04_GFP,yen,24,4802
20201018_MKY4291_07_Cell05_GFP,yen,32,4082
20201018_MKY4291_07_Cell06_GFP,yen,18,3958
20201018_MKY4291_08_Cell01_GFP,yen,19,3003
20201018_MKY4291_08_Cell02_GFP,yen,17,3719
20201018_MKY4291_08_Cell03_GFP,yen,27,3278
20201018_MKY4291_09_Cell01_GFP,yen,23,3340
20201018_MKY4291_09_Cell02_GFP,yen,17,2051
20201018_MKY4291_09_Cell03_GFP,yen,25,3345
20201018_MKY4291_09_Cell04_GFP,yen,13,4139
20201018_MKY4291_10_Cell01_GFP,yen,25,3044
20201018_MKY4291_10_Cell02_GFP,yen,19,3578
20201018_MKY4291_10_Cell03_GFP,yen,27,3154
20201018_MKY4291_10_Cell04_GFP,yen,19,2763
20201018_MKY4291_10_Cell05_GFP,yen,25,3518
20201018_MKY4291_11_Cell01_GFP,yen,15,3021
20201018_MKY4291_11_Cell02_GFP,yen,22,2850
20201018_MKY4291_11_Cell03_GFP,yen,27,3412
20201018_MKY4291_11_Cell04_GFP,yen,32,2964
20201018_MKY4291_12_Cell01_GFP,yen,25,2710
20201018_MKY4291_12_Cell02_GFP,yen,21,3841
20201018_MKY4291_12_Cell03_GFP,yen,26,3139
20201018_MKY4291_12_Cell04_GFP,yen,16,2973
20201018_MKY4291_12_Cell05_GFP,yen,13,3815
20201018_MKY4291_12_Cell06_GFP,yen,23,3509
20201018_MKY4291_13_Cell01_GFP,yen,19,2695
20201018_MKY4291_13_Cell02_GFP,yen,18,2850
20201018_MKY4291_13_Cell04_GFP,yen,26,3393
20201018_MKY4291_13_Cell05_GFP,yen,16,3115
20201018_MKY4291_14_Cell01_GFP,yen,24,3025
20201018_MKY4291_14_Cell02_GFP,yen,16,3004
20201018_MKY4291_14_Cell03_GFP,yen,21,2752
20201018_MKY4291_14_Cell04_GFP,yen,22,3217
20201018_MKY4291_14_Cell05_GFP,yen,20,4940
20201018_MKY4291_15_Cell01_GFP,yen,22,4056
20201018_MKY4291_15_Cell02_GFP,yen,28,3909
20201018_MKY4291_15_Cell03_GFP,yen,16,2950
20201018_MKY4291_15_Cell04_GFP,yen,20,3084
20201018_MKY4291_15_Cell05_GFP,yen,20,2108
20201018_MKY4291_16_Cell01_GFP,yen,23,3526
20201018_MKY4291_16_Cell02_GFP,yen,16,3205
20201018_MKY4291_16_Cell03_GFP,yen,18,3568
20201018_MKY4291_17_Cell01_GFP,yen,24,3105
20201018_MKY4291_17_Cell02_GFP,yen,18,3797
20201018_MKY4291_18_Cell01_GFP,yen,18,4867
20201018_MKY4291_18_Cell02_GFP,yen,20,3189
20201018_MKY4291_18_Cell03_GFP,yen,25,3440
20201018_MKY4291_18_Cell04_GFP,yen,20,2992
