"dataset","date","strain","movie","cell","patches","cross_area","area","density","ede1"
"3","20210527","MKY0654","11","Cell02","21","3586"," 59.7","0.3519","ede1∆"
"3","20210527","MKY0654","11","Cell03","17","3468"," 57.7","0.2946","ede1∆"
"3","20210527","MKY0654","12","Cell01","18","3169"," 52.7","0.3413","ede1∆"
"3","20210527","MKY0654","12","Cell02","13","3322"," 55.3","0.2352","ede1∆"
"3","20210527","MKY0654","12","Cell03"," 2","1374"," 22.9","0.0875","ede1∆"
"3","20210527","MKY0654","12","Cell04","18","3538"," 58.9","0.3057","ede1∆"
"3","20210527","MKY0654","13","Cell01","15","3058"," 50.9","0.2948","ede1∆"
"3","20210527","MKY0654","13","Cell02","12","3413"," 56.8","0.2113","ede1∆"
"3","20210527","MKY0654","13","Cell03"," 9","3178"," 52.9","0.1702","ede1∆"
"3","20210527","MKY0654","13","Cell04","12","2811"," 46.8","0.2565","ede1∆"
"3","20210527","MKY0654","14","Cell01","19","2710"," 45.1","0.4213","ede1∆"
"3","20210527","MKY0654","14","Cell02","11","2690"," 44.8","0.2457","ede1∆"
"3","20210527","MKY0654","14","Cell03","14","2678"," 44.6","0.3142","ede1∆"
"3","20210527","MKY0654","14","Cell04"," 7","2711"," 45.1","0.1552","ede1∆"
"3","20210527","MKY0654","15","Cell01","13","2482"," 41.3","0.3147","ede1∆"
"3","20210527","MKY0654","15","Cell02","22","3479"," 57.9","0.3800","ede1∆"
"3","20210527","MKY0654","15","Cell03","10","2684"," 44.7","0.2239","ede1∆"
"3","20210527","MKY0654","15","Cell04"," 8","3095"," 51.5","0.1553","ede1∆"
"3","20210527","MKY3782","01","Cell01","13","2166"," 36.0","0.3607","∆PQCC"
"3","20210527","MKY3782","01","Cell02","17","3480"," 57.9","0.2936","∆PQCC"
"3","20210527","MKY3782","01","Cell03"," 6","2189"," 36.4","0.1647","∆PQCC"
"3","20210527","MKY3782","01","Cell04","25","4614"," 76.8","0.3256","∆PQCC"
"3","20210527","MKY3782","02","Cell01","13","3403"," 56.6","0.2296","∆PQCC"
"3","20210527","MKY3782","02","Cell02","14","4317"," 71.8","0.1949","∆PQCC"
"3","20210527","MKY3782","02","Cell03","13","2990"," 49.8","0.2613","∆PQCC"
"3","20210527","MKY3782","02","Cell04","17","3597"," 59.9","0.2840","∆PQCC"
"3","20210527","MKY3782","03","Cell01","10","3502"," 58.3","0.1716","∆PQCC"
"3","20210527","MKY3782","03","Cell02","30","3601"," 59.9","0.5006","∆PQCC"
"3","20210527","MKY3782","03","Cell03","23","2320"," 38.6","0.5957","∆PQCC"
"3","20210527","MKY3782","03","Cell04","19","2864"," 47.7","0.3987","∆PQCC"
"3","20210527","MKY3782","04","Cell01","26","4041"," 67.2","0.3866","∆PQCC"
"3","20210527","MKY3782","04","Cell02","31","3100"," 51.6","0.6009","∆PQCC"
"3","20210527","MKY3782","04","Cell03","19","3426"," 57.0","0.3333","∆PQCC"
"3","20210527","MKY3782","04","Cell04","18","2992"," 49.8","0.3615","∆PQCC"
"3","20210527","MKY3782","04","Cell05","20","3177"," 52.9","0.3783","∆PQCC"
"3","20210527","MKY3782","04","Cell06","24","3573"," 59.5","0.4036","∆PQCC"
"3","20210527","MKY3782","05","Cell01","17","3698"," 61.5","0.2763","∆PQCC"
"3","20210527","MKY3782","05","Cell02","22","3508"," 58.4","0.3769","∆PQCC"
"3","20210527","MKY3782","05","Cell03","20","2820"," 46.9","0.4262","∆PQCC"
"3","20210527","MKY3782","06","Cell01"," 9","2398"," 39.9","0.2255","∆PQCC"
"3","20210527","MKY3782","06","Cell02","14","3690"," 61.4","0.2280","∆PQCC"
"3","20210527","MKY3782","06","Cell03","12","2233"," 37.2","0.3229","∆PQCC"
"3","20210527","MKY3782","07","Cell01"," 6","2527"," 42.1","0.1427","∆PQCC"
"3","20210527","MKY3782","07","Cell02","14","2299"," 38.3","0.3659","∆PQCC"
"3","20210527","MKY3782","07","Cell03","17","3586"," 59.7","0.2849","∆PQCC"
"3","20210527","MKY3782","07","Cell04","20","3497"," 58.2","0.3437","∆PQCC"
"3","20210527","MKY3782","08","Cell01"," 8","1834"," 30.5","0.2621","∆PQCC"
"3","20210527","MKY3782","08","Cell02","18","3351"," 55.8","0.3228","∆PQCC"
"3","20210527","MKY3782","08","Cell03","29","4941"," 82.2","0.3527","∆PQCC"
"3","20210527","MKY3782","09","Cell01","22","3483"," 58.0","0.3796","∆PQCC"
"3","20210527","MKY3782","09","Cell02","13","3145"," 52.3","0.2484","∆PQCC"
"3","20210527","MKY3782","09","Cell03","16","4059"," 67.5","0.2369","∆PQCC"
"3","20210527","MKY3782","09","Cell04"," 2","2184"," 36.3","0.0550","∆PQCC"
"3","20210527","MKY3782","09","Cell05","21","3389"," 56.4","0.3724","∆PQCC"
"3","20210527","MKY3782","10","Cell01","34","4096"," 68.2","0.4988","∆PQCC"
"3","20210527","MKY3782","10","Cell02","22","3566"," 59.3","0.3707","∆PQCC"
"3","20210527","MKY3782","10","Cell03","15","3459"," 57.6","0.2606","∆PQCC"
"3","20210527","MKY3782","10","Cell04","22","4347"," 72.3","0.3041","∆PQCC"
"3","20210527","MKY3782","10","Cell05","18","2750"," 45.8","0.3933","∆PQCC"
"3","20210527","MKY3782","10","Cell06","24","3792"," 63.1","0.3803","∆PQCC"
"3","20210527","MKY3782","11","Cell01","23","3875"," 64.5","0.3567","∆PQCC"
"3","20210527","MKY3782","11","Cell02","20","3983"," 66.3","0.3017","∆PQCC"
"3","20210527","MKY3782","11","Cell03","11","2843"," 47.3","0.2325","∆PQCC"
"3","20210527","MKY3782","11","Cell04","11","1889"," 31.4","0.3499","∆PQCC"
"3","20210527","MKY3782","12","Cell01","22","3209"," 53.4","0.4120","∆PQCC"
"3","20210527","MKY3782","12","Cell02","31","3581"," 59.6","0.5202","∆PQCC"
"3","20210527","MKY3782","12","Cell03","16","2451"," 40.8","0.3923","∆PQCC"
"3","20210527","MKY3782","13","Cell01","28","3705"," 61.7","0.4541","∆PQCC"
"3","20210527","MKY3782","13","Cell02"," 6","2871"," 47.8","0.1256","∆PQCC"
"3","20210527","MKY3782","13","Cell03","27","3029"," 50.4","0.5357","∆PQCC"
"3","20210527","MKY3782","14","Cell01","20","3797"," 63.2","0.3165","∆PQCC"
"3","20210527","MKY3782","14","Cell02","14","2766"," 46.0","0.3042","∆PQCC"
"3","20210527","MKY3782","14","Cell03","18","3892"," 64.8","0.2779","∆PQCC"
"3","20210527","MKY3782","15","Cell01","23","3032"," 50.5","0.4558","∆PQCC"
"3","20210527","MKY3782","15","Cell02","18","3076"," 51.2","0.3516","∆PQCC"
"3","20210527","MKY3782","15","Cell03","20","3633"," 60.5","0.3308","∆PQCC"
"3","20210527","MKY4282","01","Cell01","19","2646"," 44.0","0.4315","Sup35"
"3","20210527","MKY4282","01","Cell02","28","2656"," 44.2","0.6335","Sup35"
"3","20210527","MKY4282","01","Cell03","10","1844"," 30.7","0.3259","Sup35"
"3","20210527","MKY4282","02","Cell01","17","3323"," 55.3","0.3074","Sup35"
"3","20210527","MKY4282","02","Cell02","27","3478"," 57.9","0.4665","Sup35"
"3","20210527","MKY4282","02","Cell03","21","2946"," 49.0","0.4284","Sup35"
"3","20210527","MKY4282","03","Cell01","22","2789"," 46.4","0.4740","Sup35"
"3","20210527","MKY4282","03","Cell02","37","3750"," 62.4","0.5929","Sup35"
"3","20210527","MKY4282","03","Cell03","26","2555"," 42.5","0.6115","Sup35"
"3","20210527","MKY4282","04","Cell01","25","3742"," 62.3","0.4015","Sup35"
"3","20210527","MKY4282","04","Cell02","26","3114"," 51.8","0.5017","Sup35"
"3","20210527","MKY4282","04","Cell03","23","2566"," 42.7","0.5386","Sup35"
"3","20210527","MKY4282","05","Cell01","14","3606"," 60.0","0.2333","Sup35"
"3","20210527","MKY4282","05","Cell02","18","2582"," 43.0","0.4189","Sup35"
"3","20210527","MKY4282","05","Cell03","29","3443"," 57.3","0.5062","Sup35"
"3","20210527","MKY4282","05","Cell04","15","3204"," 53.3","0.2813","Sup35"
"3","20210527","MKY4282","05","Cell05","23","3686"," 61.3","0.3750","Sup35"
"3","20210527","MKY4282","06","Cell01","12","3404"," 56.6","0.2118","Sup35"
"3","20210527","MKY4282","06","Cell02","22","3382"," 56.3","0.3909","Sup35"
"3","20210527","MKY4282","06","Cell03","20","3364"," 56.0","0.3573","Sup35"
"3","20210527","MKY4282","06","Cell04","15","2084"," 34.7","0.4325","Sup35"
"3","20210527","MKY4282","07","Cell01","14","2748"," 45.7","0.3061","Sup35"
"3","20210527","MKY4282","07","Cell02","23","3102"," 51.6","0.4456","Sup35"
"3","20210527","MKY4282","07","Cell04","26","2316"," 38.5","0.6746","Sup35"
"3","20210527","MKY4282","08","Cell01","32","3687"," 61.4","0.5216","Sup35"
"3","20210527","MKY4282","08","Cell02","27","3381"," 56.3","0.4799","Sup35"
"3","20210527","MKY4282","08","Cell03","22","4192"," 69.8","0.3154","Sup35"
"3","20210527","MKY4282","09","Cell01","28","2724"," 45.3","0.6177","Sup35"
"3","20210527","MKY4282","09","Cell02","15","2579"," 42.9","0.3495","Sup35"
"3","20210527","MKY4282","09","Cell03","26","3327"," 55.4","0.4696","Sup35"
"3","20210527","MKY4282","09","Cell04","21","3652"," 60.8","0.3455","Sup35"
"3","20210527","MKY4282","09","Cell05","20","4055"," 67.5","0.2964","Sup35"
"3","20210527","MKY4282","10","Cell01","22","3151"," 52.4","0.4196","Sup35"
"3","20210527","MKY4282","10","Cell02","13","2785"," 46.3","0.2805","Sup35"
"3","20210527","MKY4282","10","Cell03","20","3498"," 58.2","0.3436","Sup35"
"3","20210527","MKY4282","11","Cell01","32","3321"," 55.3","0.5790","Sup35"
"3","20210527","MKY4282","11","Cell02","30","2921"," 48.6","0.6172","Sup35"
"3","20210527","MKY4282","11","Cell03","20","3196"," 53.2","0.3760","Sup35"
"3","20210527","MKY4282","12","Cell01","20","4108"," 68.4","0.2926","Sup35"
"3","20210527","MKY4282","12","Cell02","18","2191"," 36.5","0.4937","Sup35"
"3","20210527","MKY4282","12","Cell03","21","3722"," 61.9","0.3390","Sup35"
"3","20210527","MKY4282","12","Cell04","26","2376"," 39.5","0.6576","Sup35"
"3","20210527","MKY4282","12","Cell05","25","3358"," 55.9","0.4474","Sup35"
"3","20210527","MKY4282","13","Cell01","16","3639"," 60.6","0.2642","Sup35"
"3","20210527","MKY4282","13","Cell02","27","3804"," 63.3","0.4265","Sup35"
"3","20210527","MKY4282","13","Cell03","25","4489"," 74.7","0.3347","Sup35"
"3","20210527","MKY4282","14","Cell01","21","3192"," 53.1","0.3953","Sup35"
"3","20210527","MKY4282","14","Cell02","21","2184"," 36.3","0.5778","Sup35"
"3","20210527","MKY4282","14","Cell03","31","4128"," 68.7","0.4513","Sup35"
"3","20210527","MKY4282","14","Cell04"," 6","1948"," 32.4","0.1851","Sup35"
"3","20210527","MKY4282","15","Cell01","24","3469"," 57.7","0.4157","Sup35"
"3","20210527","MKY4282","15","Cell02","25","2112"," 35.1","0.7113","Sup35"
"3","20210527","MKY4282","15","Cell03","22","3246"," 54.0","0.4073","Sup35"
"3","20210527","MKY4282","15","Cell04","26","4287"," 71.3","0.3645","Sup35"
"3","20210527","MKY4291","01","Cell01","16","3216"," 53.5","0.2990","Snf5"
"3","20210527","MKY4291","01","Cell02","27","3485"," 58.0","0.4656","Snf5"
"3","20210527","MKY4291","01","Cell03","16","2386"," 39.7","0.4030","Snf5"
"3","20210527","MKY4291","01","Cell04","12","2280"," 37.9","0.3163","Snf5"
"3","20210527","MKY4291","01","Cell05","34","4103"," 68.3","0.4980","Snf5"
"3","20210527","MKY4291","02","Cell01","17","2935"," 48.8","0.3481","Snf5"
"3","20210527","MKY4291","02","Cell02","16","2084"," 34.7","0.4614","Snf5"
"3","20210527","MKY4291","02","Cell03","21","2597"," 43.2","0.4859","Snf5"
"3","20210527","MKY4291","03","Cell01","10","2751"," 45.8","0.2184","Snf5"
"3","20210527","MKY4291","03","Cell02","22","3281"," 54.6","0.4029","Snf5"
"3","20210527","MKY4291","03","Cell03","17","3049"," 50.7","0.3351","Snf5"
"3","20210527","MKY4291","04","Cell01","27","4985"," 83.0","0.3255","Snf5"
"3","20210527","MKY4291","04","Cell02","20","2562"," 42.6","0.4691","Snf5"
"3","20210527","MKY4291","04","Cell03","11","1977"," 32.9","0.3344","Snf5"
"3","20210527","MKY4291","04","Cell04","12","2682"," 44.6","0.2689","Snf5"
"3","20210527","MKY4291","04","Cell05","32","4245"," 70.6","0.4530","Snf5"
"3","20210527","MKY4291","05","Cell01","15","1993"," 33.2","0.4523","Snf5"
"3","20210527","MKY4291","05","Cell02"," 3","2338"," 38.9","0.0771","Snf5"
"3","20210527","MKY4291","05","Cell03","14","3049"," 50.7","0.2759","Snf5"
"3","20210527","MKY4291","05","Cell04","28","2924"," 48.7","0.5754","Snf5"
"3","20210527","MKY4291","06","Cell01","26","4076"," 67.8","0.3833","Snf5"
"3","20210527","MKY4291","06","Cell02","12","2323"," 38.7","0.3104","Snf5"
"3","20210527","MKY4291","06","Cell03"," 5","3038"," 50.6","0.0989","Snf5"
"3","20210527","MKY4291","07","Cell01","17","3784"," 63.0","0.2700","Snf5"
"3","20210527","MKY4291","07","Cell02"," 7","2354"," 39.2","0.1787","Snf5"
"3","20210527","MKY4291","07","Cell03","25","2608"," 43.4","0.5760","Snf5"
"3","20210527","MKY4291","07","Cell04","23","2960"," 49.3","0.4669","Snf5"
"3","20210527","MKY4291","07","Cell05","35","3536"," 58.8","0.5948","Snf5"
"3","20210527","MKY4291","08","Cell01","13","2801"," 46.6","0.2789","Snf5"
"3","20210527","MKY4291","08","Cell02"," 9","2007"," 33.4","0.2695","Snf5"
"3","20210527","MKY4291","08","Cell03"," 7","1897"," 31.6","0.2217","Snf5"
"3","20210527","MKY4291","08","Cell04","23","3253"," 54.1","0.4249","Snf5"
"3","20210527","MKY4291","08","Cell05","30","3537"," 58.9","0.5097","Snf5"
"3","20210527","MKY4291","09","Cell01","14","2655"," 44.2","0.3169","Snf5"
"3","20210527","MKY4291","09","Cell02","16","2644"," 44.0","0.3636","Snf5"
"3","20210527","MKY4291","09","Cell03","30","3346"," 55.7","0.5388","Snf5"
"3","20210527","MKY4291","10","Cell01","25","3482"," 57.9","0.4315","Snf5"
"3","20210527","MKY4291","10","Cell02","18","2342"," 39.0","0.4619","Snf5"
"3","20210527","MKY4291","10","Cell03","17","2267"," 37.7","0.4506","Snf5"
"3","20210527","MKY4291","10","Cell04","29","3623"," 60.3","0.4810","Snf5"
"3","20210527","MKY4291","11","Cell01"," 8","2211"," 36.8","0.2174","Snf5"
"3","20210527","MKY4291","11","Cell02","15","2152"," 35.8","0.4189","Snf5"
"3","20210527","MKY4291","11","Cell03","29","3341"," 55.6","0.5216","Snf5"
"3","20210527","MKY4291","11","Cell04","33","3557"," 59.2","0.5575","Snf5"
"3","20210527","MKY4291","11","Cell05","18","3156"," 52.5","0.3427","Snf5"
"3","20210527","MKY4291","12","Cell01","25","2966"," 49.4","0.5065","Snf5"
"3","20210527","MKY4291","12","Cell02","16","3436"," 57.2","0.2798","Snf5"
"3","20210527","MKY4291","12","Cell03"," 4","2048"," 34.1","0.1174","Snf5"
"3","20210527","MKY4291","12","Cell04","30","3426"," 57.0","0.5262","Snf5"
"3","20210527","MKY4291","13","Cell01","16","3458"," 57.5","0.2780","Snf5"
"3","20210527","MKY4291","13","Cell02","21","3672"," 61.1","0.3437","Snf5"
"3","20210527","MKY4291","13","Cell03"," 2","1795"," 29.9","0.0670","Snf5"
"3","20210527","MKY4291","13","Cell04","18","2509"," 41.8","0.4311","Snf5"
"3","20210527","MKY4291","14","Cell01","14","2570"," 42.8","0.3274","Snf5"
"3","20210527","MKY4291","14","Cell02","16","4566"," 76.0","0.2106","Snf5"
"3","20210527","MKY4291","14","Cell03","25","2770"," 46.1","0.5424","Snf5"
"3","20210527","MKY4291","14","Cell04","13","2348"," 39.1","0.3327","Snf5"
"3","20210527","MKY4291","14","Cell05","15","2435"," 40.5","0.3702","Snf5"
"3","20210527","MKY4291","15","Cell01","19","3321"," 55.3","0.3438","Snf5"
"3","20210527","MKY4291","15","Cell02","31","3717"," 61.9","0.5012","Snf5"
"3","20210527","MKY4291","15","Cell03","21","2851"," 47.4","0.4426","Snf5"
"3","20210527","MKY4291","15","Cell04","13","2410"," 40.1","0.3242","Snf5"
"4","20211201","MKY4576","01","Cell01","19","3425"," 57.0","0.3334","dTom"
"4","20211201","MKY4576","01","Cell02","18","3131"," 52.1","0.3455","dTom"
"4","20211201","MKY4576","01","Cell03","24","3212"," 53.5","0.4490","dTom"
"4","20211201","MKY4576","01","Cell04","15","3560"," 59.2","0.2532","dTom"
"4","20211201","MKY4576","02","Cell01","15","2822"," 47.0","0.3194","dTom"
"4","20211201","MKY4576","02","Cell02","25","2793"," 46.5","0.5379","dTom"
"4","20211201","MKY4576","02","Cell03"," 4","2019"," 33.6","0.1191","dTom"
"4","20211201","MKY4576","02","Cell04","13","2805"," 46.7","0.2785","dTom"
"4","20211201","MKY4576","03","Cell01","25","3274"," 54.5","0.4589","dTom"
"4","20211201","MKY4576","03","Cell02","15","2690"," 44.8","0.3351","dTom"
"4","20211201","MKY4576","03","Cell03"," 4","2547"," 42.4","0.0944","dTom"
"4","20211201","MKY4576","03","Cell04","19","2766"," 46.0","0.4128","dTom"
"4","20211201","MKY4576","04","Cell01"," 8","2808"," 46.7","0.1712","dTom"
"4","20211201","MKY4576","04","Cell02","23","2948"," 49.1","0.4688","dTom"
"4","20211201","MKY4576","04","Cell03","21","2746"," 45.7","0.4596","dTom"
"4","20211201","MKY4576","04","Cell04"," 6","2846"," 47.4","0.1267","dTom"
"4","20211201","MKY4576","04","Cell05","18","3076"," 51.2","0.3516","dTom"
"4","20211201","MKY4576","05","Cell01","12","2602"," 43.3","0.2771","dTom"
"4","20211201","MKY4576","05","Cell02","17","3368"," 56.0","0.3033","dTom"
"4","20211201","MKY4576","05","Cell03"," 9","3272"," 54.4","0.1653","dTom"
"4","20211201","MKY4576","05","Cell04","18","3256"," 54.2","0.3322","dTom"
"4","20211201","MKY4576","05","Cell05","21","4005"," 66.6","0.3151","dTom"
"4","20211201","MKY4576","06","Cell01","24","2658"," 44.2","0.5426","dTom"
"4","20211201","MKY4576","06","Cell02","15","2608"," 43.4","0.3456","dTom"
"4","20211201","MKY4576","06","Cell03","14","3131"," 52.1","0.2687","dTom"
"4","20211201","MKY4576","06","Cell04","14","2751"," 45.8","0.3058","dTom"
"4","20211201","MKY4576","06","Cell05","19","2901"," 48.3","0.3936","dTom"
"4","20211201","MKY4576","07","Cell01","15","3182"," 53.0","0.2833","dTom"
"4","20211201","MKY4576","07","Cell02","17","3127"," 52.0","0.3267","dTom"
"4","20211201","MKY4576","07","Cell03","12","2550"," 42.4","0.2828","dTom"
"4","20211201","MKY4576","07","Cell04","18","3144"," 52.3","0.3440","dTom"
"4","20211201","MKY4576","08","Cell01"," 7","2360"," 39.3","0.1782","dTom"
"4","20211201","MKY4576","08","Cell02","16","3416"," 56.8","0.2815","dTom"
"4","20211201","MKY4576","08","Cell03","19","3539"," 58.9","0.3226","dTom"
"4","20211201","MKY4576","08","Cell04","19","2934"," 48.8","0.3891","dTom"
"4","20211201","MKY4576","09","Cell01","26","3568"," 59.4","0.4379","dTom"
"4","20211201","MKY4576","09","Cell02","13","2033"," 33.8","0.3843","dTom"
"4","20211201","MKY4576","09","Cell03","22","2702"," 45.0","0.4893","dTom"
"4","20211201","MKY4576","10","Cell01"," 8","2091"," 34.8","0.2299","dTom"
"4","20211201","MKY4576","10","Cell02","23","3617"," 60.2","0.3821","dTom"
"4","20211201","MKY4576","10","Cell03","20","2910"," 48.4","0.4130","dTom"
"4","20211201","MKY4576","11","Cell01"," 9","2142"," 35.6","0.2525","dTom"
"4","20211201","MKY4576","11","Cell02","20","2948"," 49.1","0.4077","dTom"
"4","20211201","MKY4576","11","Cell03","11","2792"," 46.5","0.2368","dTom"
"4","20211201","MKY4576","11","Cell04","18","2947"," 49.0","0.3670","dTom"
"4","20211201","MKY4576","12","Cell01","26","3213"," 53.5","0.4863","dTom"
"4","20211201","MKY4576","12","Cell02","14","2888"," 48.1","0.2913","dTom"
"4","20211201","MKY4576","12","Cell03","11","2829"," 47.1","0.2337","dTom"
"4","20211201","MKY4576","12","Cell04","10","2864"," 47.7","0.2098","dTom"
"4","20211201","MKY4576","13","Cell01","17","3374"," 56.1","0.3028","dTom"
"4","20211201","MKY4576","13","Cell02","14","2672"," 44.5","0.3149","dTom"
"4","20211201","MKY4576","13","Cell03","11","2101"," 35.0","0.3146","dTom"
"4","20211201","MKY4576","14","Cell01","17","2932"," 48.8","0.3484","dTom"
"4","20211201","MKY4576","14","Cell02"," 9","1889"," 31.4","0.2863","dTom"
"4","20211201","MKY4576","14","Cell03","21","3359"," 55.9","0.3757","dTom"
"4","20211201","MKY4576","15","Cell01","18","2660"," 44.3","0.4066","dTom"
"4","20211201","MKY4576","15","Cell02","11","3220"," 53.6","0.2053","dTom"
"4","20211201","MKY4576","15","Cell03","14","3394"," 56.5","0.2479","dTom"
"4","20211201","MKY4576","15","Cell04","17","2405"," 40.0","0.4248","dTom"
"4","20211201","MKY4576","16","Cell01","19","2306"," 38.4","0.4951","dTom"
"4","20211201","MKY4576","16","Cell02","14","2928"," 48.7","0.2873","dTom"
"4","20211201","MKY4576","17","Cell01","18","3566"," 59.3","0.3033","dTom"
"4","20211201","MKY4576","17","Cell02","12","3344"," 55.6","0.2156","dTom"
"4","20211201","MKY4576","17","Cell03","16","2647"," 44.0","0.3632","dTom"
"4","20211201","MKY4576","18","Cell01","16","3262"," 54.3","0.2948","dTom"
"4","20211201","MKY4576","18","Cell02","17","3101"," 51.6","0.3294","dTom"
"4","20211201","MKY4576","18","Cell03","18","3602"," 59.9","0.3003","dTom"
"4","20211201","MKY4576","18","Cell04"," 8","2150"," 35.8","0.2236","dTom"
"4","20211201","MKY4578","01","Cell01","11","2318"," 38.6","0.2852","Khc"
"4","20211201","MKY4578","01","Cell02","15","2292"," 38.1","0.3933","Khc"
"4","20211201","MKY4578","01","Cell03"," 7","1798"," 29.9","0.2340","Khc"
"4","20211201","MKY4578","01","Cell04"," 7","2609"," 43.4","0.1612","Khc"
"4","20211201","MKY4578","01","Cell05"," 8","2977"," 49.5","0.1615","Khc"
"4","20211201","MKY4578","01","Cell06"," 5","2358"," 39.2","0.1274","Khc"
"4","20211201","MKY4578","02","Cell01"," 6","2181"," 36.3","0.1653","Khc"
"4","20211201","MKY4578","02","Cell02"," 5","2304"," 38.3","0.1304","Khc"
"4","20211201","MKY4578","02","Cell03","18","3572"," 59.4","0.3028","Khc"
"4","20211201","MKY4578","02","Cell04","19","2907"," 48.4","0.3928","Khc"
"4","20211201","MKY4578","03","Cell01","17","3035"," 50.5","0.3366","Khc"
"4","20211201","MKY4578","03","Cell02","16","2665"," 44.3","0.3608","Khc"
"4","20211201","MKY4578","03","Cell03","10","2578"," 42.9","0.2331","Khc"
"4","20211201","MKY4578","03","Cell04","12","2759"," 45.9","0.2614","Khc"
"4","20211201","MKY4578","04","Cell01","11","2926"," 48.7","0.2259","Khc"
"4","20211201","MKY4578","04","Cell02","15","2595"," 43.2","0.3474","Khc"
"4","20211201","MKY4578","04","Cell03","13","3330"," 55.4","0.2346","Khc"
"4","20211201","MKY4578","05","Cell01"," 8","2890"," 48.1","0.1663","Khc"
"4","20211201","MKY4578","05","Cell02","14","2793"," 46.5","0.3012","Khc"
"4","20211201","MKY4578","05","Cell03"," 8","2494"," 41.5","0.1928","Khc"
"4","20211201","MKY4578","05","Cell04","11","2933"," 48.8","0.2254","Khc"
"4","20211201","MKY4578","06","Cell01"," 9","2605"," 43.3","0.2076","Khc"
"4","20211201","MKY4578","06","Cell02","14","2944"," 49.0","0.2858","Khc"
"4","20211201","MKY4578","06","Cell03","24","3309"," 55.1","0.4358","Khc"
"4","20211201","MKY4578","06","Cell04","16","1981"," 33.0","0.4854","Khc"
"4","20211201","MKY4578","06","Cell05","18","3309"," 55.1","0.3269","Khc"
"4","20211201","MKY4578","06","Cell06","10","2944"," 49.0","0.2041","Khc"
"4","20211201","MKY4578","07","Cell01","12","2432"," 40.5","0.2965","Khc"
"4","20211201","MKY4578","07","Cell02","12","3360"," 55.9","0.2146","Khc"
"4","20211201","MKY4578","07","Cell03","18","2664"," 44.3","0.4060","Khc"
"4","20211201","MKY4578","07","Cell04"," 9","2666"," 44.4","0.2029","Khc"
"4","20211201","MKY4578","07","Cell05","17","3233"," 53.8","0.3160","Khc"
"4","20211201","MKY4578","08","Cell01","12","2775"," 46.2","0.2599","Khc"
"4","20211201","MKY4578","08","Cell02","24","2926"," 48.7","0.4929","Khc"
"4","20211201","MKY4578","08","Cell03"," 6","2872"," 47.8","0.1255","Khc"
"4","20211201","MKY4578","08","Cell04","11","2620"," 43.6","0.2523","Khc"
"4","20211201","MKY4578","09","Cell01"," 9","2688"," 44.7","0.2012","Khc"
"4","20211201","MKY4578","09","Cell02"," 9","3256"," 54.2","0.1661","Khc"
"4","20211201","MKY4578","09","Cell03","13","2778"," 46.2","0.2812","Khc"
"4","20211201","MKY4578","09","Cell04"," 8","2685"," 44.7","0.1790","Khc"
"4","20211201","MKY4578","10","Cell01","17","3258"," 54.2","0.3136","Khc"
"4","20211201","MKY4578","10","Cell03","16","2889"," 48.1","0.3328","Khc"
"4","20211201","MKY4578","10","Cell04","14","2938"," 48.9","0.2863","Khc"
"4","20211201","MKY4578","11","Cell01","17","2311"," 38.5","0.4420","Khc"
"4","20211201","MKY4578","11","Cell02","14","2852"," 47.5","0.2950","Khc"
"4","20211201","MKY4578","11","Cell03","17","2972"," 49.5","0.3437","Khc"
"4","20211201","MKY4578","12","Cell01","23","3313"," 55.1","0.4172","Khc"
"4","20211201","MKY4578","12","Cell02"," 8","2681"," 44.6","0.1793","Khc"
"4","20211201","MKY4578","12","Cell03","17","3227"," 53.7","0.3166","Khc"
"4","20211201","MKY4578","12","Cell04","17","3376"," 56.2","0.3026","Khc"
"4","20211201","MKY4578","13","Cell01","15","2611"," 43.4","0.3452","Khc"
"4","20211201","MKY4578","13","Cell02","27","3421"," 56.9","0.4743","Khc"
"4","20211201","MKY4578","13","Cell03","28","3606"," 60.0","0.4666","Khc"
"4","20211201","MKY4578","14","Cell01"," 7","2669"," 44.4","0.1576","Khc"
"4","20211201","MKY4578","14","Cell02","18","2457"," 40.9","0.4402","Khc"
"4","20211201","MKY4578","14","Cell03","13","2533"," 42.2","0.3084","Khc"
"4","20211201","MKY4578","14","Cell04","26","3403"," 56.6","0.4591","Khc"
"4","20211201","MKY4578","15","Cell01"," 5","3288"," 54.7","0.0914","Khc"
"4","20211201","MKY4578","15","Cell02"," 9","3442"," 57.3","0.1571","Khc"
"4","20211201","MKY4578","15","Cell03","18","3185"," 53.0","0.3396","Khc"
"4","20211201","MKY4578","15","Cell04","18","3195"," 53.2","0.3385","Khc"
"4","20211201","MKY4580","01","Cell01","21","2348"," 39.1","0.5375","Eg5"
"4","20211201","MKY4580","01","Cell02","18","3202"," 53.3","0.3378","Eg5"
"4","20211201","MKY4580","01","Cell03","10","2647"," 44.0","0.2270","Eg5"
"4","20211201","MKY4580","02","Cell01","24","2944"," 49.0","0.4899","Eg5"
"4","20211201","MKY4580","02","Cell02","27","3661"," 60.9","0.4432","Eg5"
"4","20211201","MKY4580","03","Cell01","22","3373"," 56.1","0.3919","Eg5"
"4","20211201","MKY4580","03","Cell02","16","2485"," 41.4","0.3869","Eg5"
"4","20211201","MKY4580","03","Cell03","17","2935"," 48.8","0.3481","Eg5"
"4","20211201","MKY4580","04","Cell01","15","3347"," 55.7","0.2693","Eg5"
