signal,movie,position,time,intensity
oe.total,04,x247y74w59h60,320,106.881
oe.total,04,x247y74w59h60,325,107.402
oe.total,04,x247y74w59h60,330,107.094
oe.total,04,x247y74w59h60,335,107.622
oe.total,04,x247y74w59h60,340,107.483
oe.total,04,x247y74w59h60,345,107.681
oe.total,04,x247y74w59h60,350,108.748
oe.total,04,x247y74w59h60,355,108.53
oe.total,04,x247y74w59h60,360,107.828
oe.total,04,x247y74w59h60,365,108.094
oe.total,04,x247y74w59h60,370,108.742
oe.total,04,x247y74w59h60,375,108.974
oe.total,04,x247y74w59h60,380,109.537
oe.total,04,x247y74w59h60,385,109.156
oe.total,04,x247y74w59h60,390,108.855
oe.total,04,x247y74w59h60,395,108.973
oe.total,04,x247y74w59h60,400,109.346
oe.total,04,x247y74w59h60,405,109.649
oe.total,04,x247y74w59h60,410,109.271
oe.total,04,x247y74w59h60,415,109.83
oe.total,04,x247y74w59h60,420,109.566
oe.total,04,x247y74w59h60,425,109.34
oe.total,04,x247y74w59h60,430,109.315
oe.total,04,x247y74w59h60,435,109.345
oe.total,04,x247y74w59h60,440,109.15
oe.total,04,x247y74w59h60,445,109.09
oe.total,04,x247y74w59h60,450,108.64
oe.total,04,x247y74w59h60,455,108.75
oe.total,04,x247y74w59h60,460,108.483
oe.total,04,x247y74w59h60,465,108.508
oe.total,04,x247y74w59h60,470,108.65
oe.total,04,x247y74w59h60,475,108.46
oe.total,04,x247y74w59h60,480,108.464
oe.total,04,x247y74w59h60,485,107.909
oe.total,04,x247y74w59h60,490,107.943
oe.total,04,x247y74w59h60,495,107.54
oe.cyto,04,x263y87w5h5,15,101.72
oe.cyto,04,x263y87w5h5,20,102.8
oe.cyto,04,x263y87w5h5,25,102.04
oe.cyto,04,x263y87w5h5,30,103.04
oe.cyto,04,x263y87w5h5,35,102.16
oe.cyto,04,x263y87w5h5,40,100.92
oe.cyto,04,x263y87w5h5,45,102
oe.cyto,04,x263y87w5h5,50,101.44
oe.cyto,04,x263y87w5h5,55,102.04
oe.cyto,04,x263y87w5h5,60,101.4
oe.cyto,04,x263y87w5h5,65,101.56
oe.cyto,04,x263y87w5h5,70,101.2
oe.cyto,04,x263y87w5h5,75,101.8
oe.cyto,04,x263y87w5h5,80,102
oe.cyto,04,x263y87w5h5,85,101.48
oe.cyto,04,x263y87w5h5,90,101.96
oe.cyto,04,x263y87w5h5,95,101.48
oe.cyto,04,x263y87w5h5,100,101.84
oe.cyto,04,x263y87w5h5,105,101.76
oe.cyto,04,x263y87w5h5,110,102
oe.cyto,04,x263y87w5h5,115,101.84
oe.cyto,04,x263y87w5h5,120,102.08
oe.cyto,04,x263y87w5h5,125,102.64
oe.cyto,04,x263y87w5h5,130,102.48
oe.cyto,04,x263y87w5h5,135,102.68
oe.cyto,04,x263y87w5h5,140,102.72
oe.cyto,04,x263y87w5h5,145,102.08
oe.cyto,04,x263y87w5h5,150,102.4
oe.cyto,04,x263y87w5h5,155,102.64
oe.cyto,04,x263y87w5h5,160,102.44
oe.cyto,04,x263y87w5h5,165,102.2
oe.cyto,04,x263y87w5h5,170,102.56
oe.cyto,04,x263y87w5h5,175,103.24
oe.cyto,04,x263y87w5h5,180,103.12
oe.cyto,04,x263y87w5h5,185,103.08
oe.cyto,04,x263y87w5h5,190,103.44
oe.cyto,04,x263y87w5h5,195,102.76
oe.cyto,04,x263y87w5h5,200,103.6
oe.cyto,04,x263y87w5h5,205,104.48
oe.cyto,04,x263y87w5h5,210,102.8
oe.cyto,04,x263y87w5h5,215,102.96
oe.cyto,04,x263y87w5h5,220,103
oe.cyto,04,x263y87w5h5,225,103.12
oe.cyto,04,x263y87w5h5,230,102.12
oe.cyto,04,x263y87w5h5,235,104.96
oe.cyto,04,x263y87w5h5,240,102.68
oe.cyto,04,x263y87w5h5,245,103.24
oe.cyto,04,x263y87w5h5,250,103.44
oe.cyto,04,x263y87w5h5,255,103.64
oe.cyto,04,x263y87w5h5,260,104.24
oe.cyto,04,x263y87w5h5,265,104.08
oe.cyto,04,x263y87w5h5,270,105.24
oe.cyto,04,x263y87w5h5,275,103.64
oe.cyto,04,x263y87w5h5,280,104.68
oe.cyto,04,x263y87w5h5,285,103.28
oe.cyto,04,x263y87w5h5,290,105.08
oe.cyto,04,x263y87w5h5,295,103.88
oe.cyto,04,x263y87w5h5,300,102.72
oe.cyto,04,x263y87w5h5,305,103.08
oe.cyto,04,x263y87w5h5,310,103.32
oe.cyto,04,x263y87w5h5,315,103.72
oe.cyto,04,x263y87w5h5,320,102.6
oe.cyto,04,x263y87w5h5,325,102.64
oe.cyto,04,x263y87w5h5,330,103.04
oe.cyto,04,x263y87w5h5,335,103.04
oe.cyto,04,x263y87w5h5,340,103.72
oe.cyto,04,x263y87w5h5,345,103.88
oe.cyto,04,x263y87w5h5,350,103.88
oe.cyto,04,x263y87w5h5,355,103.96
oe.cyto,04,x263y87w5h5,360,103.44
oe.cyto,04,x263y87w5h5,365,103.08
oe.cyto,04,x263y87w5h5,370,104.2
oe.cyto,04,x263y87w5h5,375,104.2
oe.cyto,04,x263y87w5h5,380,103.2
oe.cyto,04,x263y87w5h5,385,103.24
oe.cyto,04,x263y87w5h5,390,103.72
oe.cyto,04,x263y87w5h5,395,102
oe.cyto,04,x263y87w5h5,400,103.24
oe.cyto,04,x263y87w5h5,405,102.6
oe.cyto,04,x263y87w5h5,410,102.96
oe.cyto,04,x263y87w5h5,415,102.88
oe.cyto,04,x263y87w5h5,420,103.48
oe.cyto,04,x263y87w5h5,425,103.28
oe.cyto,04,x263y87w5h5,430,103.56
oe.cyto,04,x263y87w5h5,435,102.8
oe.cyto,04,x263y87w5h5,440,103.76
oe.cyto,04,x263y87w5h5,445,103.88
oe.cyto,04,x263y87w5h5,450,103.08
oe.cyto,04,x263y87w5h5,455,103.72
oe.cyto,04,x263y87w5h5,460,104.56
oe.cyto,04,x263y87w5h5,465,104.04
oe.cyto,04,x263y87w5h5,470,105.36
oe.cyto,04,x263y87w5h5,475,103.92
oe.cyto,04,x263y87w5h5,480,104.48
oe.cyto,04,x263y87w5h5,485,103.52
oe.cyto,04,x263y87w5h5,490,104.44
oe.cyto,04,x263y87w5h5,495,103.88
wt.cyto,04,x267y159w5h5,15,102.96
wt.cyto,04,x267y159w5h5,20,103.56
wt.cyto,04,x267y159w5h5,25,103.92
wt.cyto,04,x267y159w5h5,30,103.28
wt.cyto,04,x267y159w5h5,35,103.44
wt.cyto,04,x267y159w5h5,40,103.16
wt.cyto,04,x267y159w5h5,45,103
wt.cyto,04,x267y159w5h5,50,102.56
wt.cyto,04,x267y159w5h5,55,104.36
wt.cyto,04,x267y159w5h5,60,103.28
wt.cyto,04,x267y159w5h5,65,101.92
wt.cyto,04,x267y159w5h5,70,104.2
wt.cyto,04,x267y159w5h5,75,103.84
wt.cyto,04,x267y159w5h5,80,103.76
wt.cyto,04,x267y159w5h5,85,103.08
wt.cyto,04,x267y159w5h5,90,103.76
wt.cyto,04,x267y159w5h5,95,102.84
wt.cyto,04,x267y159w5h5,100,102.96
wt.cyto,04,x267y159w5h5,105,103.28
wt.cyto,04,x267y159w5h5,110,103.52
wt.cyto,04,x267y159w5h5,115,102.96
wt.cyto,04,x267y159w5h5,120,102.76
wt.cyto,04,x267y159w5h5,125,102.76
wt.cyto,04,x267y159w5h5,130,103.56
wt.cyto,04,x267y159w5h5,135,102.4
wt.cyto,04,x267y159w5h5,140,103
wt.cyto,04,x267y159w5h5,145,103.88
wt.cyto,04,x267y159w5h5,150,102
wt.cyto,04,x267y159w5h5,155,102.08
wt.cyto,04,x267y159w5h5,160,103.6
wt.cyto,04,x267y159w5h5,165,102.56
wt.cyto,04,x267y159w5h5,170,102.96
wt.cyto,04,x267y159w5h5,175,103.32
wt.cyto,04,x267y159w5h5,180,103.48
wt.cyto,04,x267y159w5h5,185,102.48
wt.cyto,04,x267y159w5h5,190,102.88
wt.cyto,04,x267y159w5h5,195,104.92
wt.cyto,04,x267y159w5h5,200,102.16
wt.cyto,04,x267y159w5h5,205,102.68
wt.cyto,04,x267y159w5h5,210,102.88
wt.cyto,04,x267y159w5h5,215,102.24
wt.cyto,04,x267y159w5h5,220,103.12
wt.cyto,04,x267y159w5h5,225,101.72
wt.cyto,04,x267y159w5h5,230,103.24
wt.cyto,04,x267y159w5h5,235,101.68
wt.cyto,04,x267y159w5h5,240,101.72
wt.cyto,04,x267y159w5h5,245,102.16
wt.cyto,04,x267y159w5h5,250,102.44
wt.cyto,04,x267y159w5h5,255,102.52
wt.cyto,04,x267y159w5h5,260,103.24
wt.cyto,04,x267y159w5h5,265,103.2
wt.cyto,04,x267y159w5h5,270,102.88
wt.cyto,04,x267y159w5h5,275,103.4
wt.cyto,04,x267y159w5h5,280,103.2
wt.cyto,04,x267y159w5h5,285,102.88
wt.cyto,04,x267y159w5h5,290,102.44
wt.cyto,04,x267y159w5h5,295,102.88
wt.cyto,04,x267y159w5h5,300,102.64
wt.cyto,04,x267y159w5h5,305,102.44
wt.cyto,04,x267y159w5h5,310,102.8
wt.cyto,04,x267y159w5h5,315,102.96
wt.cyto,04,x267y159w5h5,320,102.56
wt.cyto,04,x267y159w5h5,325,102.32
wt.cyto,04,x267y159w5h5,330,102.48
wt.cyto,04,x267y159w5h5,335,102.6
wt.cyto,04,x267y159w5h5,340,102.64
wt.cyto,04,x267y159w5h5,345,103.4
wt.cyto,04,x267y159w5h5,350,103.2
wt.cyto,04,x267y159w5h5,355,102.04
wt.cyto,04,x267y159w5h5,360,102.6
wt.cyto,04,x267y159w5h5,365,103.48
wt.cyto,04,x267y159w5h5,370,102.64
wt.cyto,04,x267y159w5h5,375,103.44
wt.cyto,04,x267y159w5h5,380,103.4
wt.cyto,04,x267y159w5h5,385,103.36
wt.cyto,04,x267y159w5h5,390,102.76
wt.cyto,04,x267y159w5h5,395,103.28
wt.cyto,04,x267y159w5h5,400,102.88
wt.cyto,04,x267y159w5h5,405,103.2
wt.cyto,04,x267y159w5h5,410,102.2
wt.cyto,04,x267y159w5h5,415,102.04
wt.cyto,04,x267y159w5h5,420,103
wt.cyto,04,x267y159w5h5,425,102.32
wt.cyto,04,x267y159w5h5,430,102.8
wt.cyto,04,x267y159w5h5,435,102.48
wt.cyto,04,x267y159w5h5,440,102.84
wt.cyto,04,x267y159w5h5,445,103.72
wt.cyto,04,x267y159w5h5,450,103.24
wt.cyto,04,x267y159w5h5,455,103.24
wt.cyto,04,x267y159w5h5,460,102.56
wt.cyto,04,x267y159w5h5,465,102.76
wt.cyto,04,x267y159w5h5,470,102.68
wt.cyto,04,x267y159w5h5,475,102.68
wt.cyto,04,x267y159w5h5,480,102.44
wt.cyto,04,x267y159w5h5,485,102.56
wt.cyto,04,x267y159w5h5,490,103.56
wt.cyto,04,x267y159w5h5,495,104.52
oe.total,04,x295y908w50h52,15,103.235
oe.total,04,x295y908w50h52,20,102.992
oe.total,04,x295y908w50h52,25,102.762
oe.total,04,x295y908w50h52,30,102.668
oe.total,04,x295y908w50h52,35,102.743
oe.total,04,x295y908w50h52,40,102.702
oe.total,04,x295y908w50h52,45,102.667
oe.total,04,x295y908w50h52,50,102.781
oe.total,04,x295y908w50h52,55,102.838
oe.total,04,x295y908w50h52,60,102.852
oe.total,04,x295y908w50h52,65,103.039
oe.total,04,x295y908w50h52,70,103.055
oe.total,04,x295y908w50h52,75,102.965
oe.total,04,x295y908w50h52,80,103.165
oe.total,04,x295y908w50h52,85,103.314
oe.total,04,x295y908w50h52,90,103.228
oe.total,04,x295y908w50h52,95,103.299
oe.total,04,x295y908w50h52,100,103.357
oe.total,04,x295y908w50h52,105,103.38
oe.total,04,x295y908w50h52,110,103.113
oe.total,04,x295y908w50h52,115,103.442
oe.total,04,x295y908w50h52,120,103.347
oe.total,04,x295y908w50h52,125,103.318
oe.total,04,x295y908w50h52,130,103.349
oe.total,04,x295y908w50h52,135,103.473
oe.total,04,x295y908w50h52,140,103.566
oe.total,04,x295y908w50h52,145,103.602
oe.total,04,x295y908w50h52,150,103.705
oe.total,04,x295y908w50h52,155,103.969
oe.total,04,x295y908w50h52,160,103.798
oe.total,04,x295y908w50h52,165,103.79
oe.total,04,x295y908w50h52,170,103.906
oe.total,04,x295y908w50h52,175,104.122
oe.total,04,x295y908w50h52,180,104.136
oe.total,04,x295y908w50h52,185,104.083
oe.total,04,x295y908w50h52,190,104.361
oe.total,04,x295y908w50h52,195,104.374
oe.total,04,x295y908w50h52,200,104.583
oe.total,04,x295y908w50h52,205,104.304
oe.total,04,x295y908w50h52,210,104.374
oe.total,04,x295y908w50h52,215,104.522
oe.total,04,x295y908w50h52,220,104.695
oe.total,04,x295y908w50h52,225,104.797
oe.total,04,x295y908w50h52,230,104.77
oe.total,04,x295y908w50h52,235,104.919
oe.total,04,x295y908w50h52,240,104.995
oe.total,04,x295y908w50h52,245,105.223
oe.total,04,x295y908w50h52,250,105.521
oe.total,04,x295y908w50h52,255,106.02
oe.total,04,x295y908w50h52,260,106.125
oe.total,04,x295y908w50h52,265,106.48
oe.total,04,x295y908w50h52,270,107.057
oe.total,04,x295y908w50h52,275,107.059
oe.total,04,x295y908w50h52,280,107.762
oe.total,04,x295y908w50h52,285,107.494
oe.total,04,x295y908w50h52,290,107.894
oe.total,04,x295y908w50h52,295,108.469
oe.total,04,x295y908w50h52,300,108.811
oe.total,04,x295y908w50h52,305,109.007
oe.total,04,x295y908w50h52,310,108.826
oe.total,04,x295y908w50h52,315,108.904
oe.total,04,x295y908w50h52,320,109.619
oe.total,04,x295y908w50h52,325,110.769
oe.total,04,x295y908w50h52,330,111.489
oe.total,04,x295y908w50h52,335,110.987
oe.total,04,x295y908w50h52,340,110.434
oe.total,04,x295y908w50h52,345,111.226
oe.total,04,x295y908w50h52,350,111.688
oe.total,04,x295y908w50h52,355,112.224
oe.total,04,x295y908w50h52,360,112.97
oe.total,04,x295y908w50h52,365,112.8
oe.total,04,x295y908w50h52,370,113.647
oe.total,04,x295y908w50h52,375,114.867
oe.total,04,x295y908w50h52,380,114.213
oe.total,04,x295y908w50h52,385,114.783
oe.total,04,x295y908w50h52,390,114.776
oe.total,04,x295y908w50h52,395,115.867
oe.total,04,x295y908w50h52,400,116.009
oe.total,04,x295y908w50h52,405,115.572
oe.total,04,x295y908w50h52,410,115.363
oe.total,04,x295y908w50h52,415,115.248
oe.total,04,x295y908w50h52,420,115.525
oe.total,04,x295y908w50h52,425,114.222
oe.total,04,x295y908w50h52,430,114.651
oe.total,04,x295y908w50h52,435,114.43
oe.total,04,x295y908w50h52,440,114.172
oe.total,04,x295y908w50h52,445,114.091
oe.total,04,x295y908w50h52,450,113.341
oe.total,04,x295y908w50h52,455,112.675
oe.total,04,x295y908w50h52,460,112.838
oe.total,04,x295y908w50h52,465,113.578
oe.total,04,x295y908w50h52,470,113.956
oe.total,04,x295y908w50h52,475,114.113
oe.total,04,x295y908w50h52,480,114.548
oe.total,04,x295y908w50h52,485,114.707
oe.total,04,x295y908w50h52,490,116.157
oe.total,04,x295y908w50h52,495,115.395
oe.cyto,04,x323y947w5h5,15,105.96
oe.cyto,04,x323y947w5h5,20,104.92
oe.cyto,04,x323y947w5h5,25,104.2
oe.cyto,04,x323y947w5h5,30,103.28
oe.cyto,04,x323y947w5h5,35,103.28
oe.cyto,04,x323y947w5h5,40,103.4
oe.cyto,04,x323y947w5h5,45,103.92
oe.cyto,04,x323y947w5h5,50,103.48
oe.cyto,04,x323y947w5h5,55,102.84
oe.cyto,04,x323y947w5h5,60,103.8
oe.cyto,04,x323y947w5h5,65,105
oe.cyto,04,x323y947w5h5,70,104.88
oe.cyto,04,x323y947w5h5,75,104.28
oe.cyto,04,x323y947w5h5,80,104.76
oe.cyto,04,x323y947w5h5,85,104.12
oe.cyto,04,x323y947w5h5,90,104.2
oe.cyto,04,x323y947w5h5,95,103.76
oe.cyto,04,x323y947w5h5,100,105.12
oe.cyto,04,x323y947w5h5,105,105.52
oe.cyto,04,x323y947w5h5,110,103.32
oe.cyto,04,x323y947w5h5,115,105.16
oe.cyto,04,x323y947w5h5,120,103.08
oe.cyto,04,x323y947w5h5,125,102.64
oe.cyto,04,x323y947w5h5,130,102.68
oe.cyto,04,x323y947w5h5,135,103.52
oe.cyto,04,x323y947w5h5,140,103.16
oe.cyto,04,x323y947w5h5,145,102.8
oe.cyto,04,x323y947w5h5,150,102.76
oe.cyto,04,x323y947w5h5,155,103.48
oe.cyto,04,x323y947w5h5,160,104.4
oe.cyto,04,x323y947w5h5,165,102.12
oe.cyto,04,x323y947w5h5,170,103.48
oe.cyto,04,x323y947w5h5,175,102.52
oe.cyto,04,x323y947w5h5,180,103.16
oe.cyto,04,x323y947w5h5,185,103.52
oe.cyto,04,x323y947w5h5,190,104.48
oe.cyto,04,x323y947w5h5,195,103.8
oe.cyto,04,x323y947w5h5,200,102.92
oe.cyto,04,x323y947w5h5,205,104.64
oe.cyto,04,x323y947w5h5,210,103.76
oe.cyto,04,x323y947w5h5,215,104.12
oe.cyto,04,x323y947w5h5,220,103.16
oe.cyto,04,x323y947w5h5,225,104.28
oe.cyto,04,x323y947w5h5,230,103.92
oe.cyto,04,x323y947w5h5,235,103.76
oe.cyto,04,x323y947w5h5,240,103.64
oe.cyto,04,x323y947w5h5,245,104.48
oe.cyto,04,x323y947w5h5,250,104.68
oe.cyto,04,x323y947w5h5,255,104.32
oe.cyto,04,x323y947w5h5,260,104.36
oe.cyto,04,x323y947w5h5,265,105.52
oe.cyto,04,x323y947w5h5,270,104.8
oe.cyto,04,x323y947w5h5,275,106.08
oe.cyto,04,x323y947w5h5,280,106.32
oe.cyto,04,x323y947w5h5,285,106
oe.cyto,04,x323y947w5h5,290,105.44
oe.cyto,04,x323y947w5h5,295,104.24
oe.cyto,04,x323y947w5h5,300,104
oe.cyto,04,x323y947w5h5,305,104.32
oe.cyto,04,x323y947w5h5,310,105.44
oe.cyto,04,x323y947w5h5,315,105.12
oe.cyto,04,x323y947w5h5,320,105.8
oe.cyto,04,x323y947w5h5,325,105.28
oe.cyto,04,x323y947w5h5,330,105.12
oe.cyto,04,x323y947w5h5,335,105.52
oe.cyto,04,x323y947w5h5,340,104.36
oe.cyto,04,x323y947w5h5,345,105.16
oe.cyto,04,x323y947w5h5,350,105.48
oe.cyto,04,x323y947w5h5,355,105.6
oe.cyto,04,x323y947w5h5,360,105.08
oe.cyto,04,x323y947w5h5,365,103.96
oe.cyto,04,x323y947w5h5,370,105.68
oe.cyto,04,x323y947w5h5,375,105.32
oe.cyto,04,x323y947w5h5,380,105
oe.cyto,04,x323y947w5h5,385,105
oe.cyto,04,x323y947w5h5,390,104.88
oe.cyto,04,x323y947w5h5,395,105.56
oe.cyto,04,x323y947w5h5,400,106.04
oe.cyto,04,x323y947w5h5,405,104.88
oe.cyto,04,x323y947w5h5,410,104.36
oe.cyto,04,x323y947w5h5,415,105.48
oe.cyto,04,x323y947w5h5,420,105.52
oe.cyto,04,x323y947w5h5,425,106.48
oe.cyto,04,x323y947w5h5,430,106
oe.cyto,04,x323y947w5h5,435,107.72
oe.cyto,04,x323y947w5h5,440,106.44
oe.cyto,04,x323y947w5h5,445,108.8
oe.cyto,04,x323y947w5h5,450,107.44
oe.cyto,04,x323y947w5h5,455,106.88
oe.cyto,04,x323y947w5h5,460,108.12
oe.cyto,04,x323y947w5h5,465,109
oe.cyto,04,x323y947w5h5,470,106.4
oe.cyto,04,x323y947w5h5,475,106.2
oe.cyto,04,x323y947w5h5,480,106.04
oe.cyto,04,x323y947w5h5,485,105.48
oe.cyto,04,x323y947w5h5,490,106.96
oe.cyto,04,x323y947w5h5,495,106.6
bg,04,x381y852w5h5,15,100.84
bg,04,x381y852w5h5,20,100.48
bg,04,x381y852w5h5,25,101
bg,04,x381y852w5h5,30,100.96
bg,04,x381y852w5h5,35,100.84
bg,04,x381y852w5h5,40,100.12
bg,04,x381y852w5h5,45,100
bg,04,x381y852w5h5,50,100.12
bg,04,x381y852w5h5,55,100.64
bg,04,x381y852w5h5,60,100.64
bg,04,x381y852w5h5,65,100.8
bg,04,x381y852w5h5,70,99.84
bg,04,x381y852w5h5,75,100.28
bg,04,x381y852w5h5,80,100.28
bg,04,x381y852w5h5,85,100.92
bg,04,x381y852w5h5,90,99.92
bg,04,x381y852w5h5,95,100.24
bg,04,x381y852w5h5,100,100.36
bg,04,x381y852w5h5,105,100.64
bg,04,x381y852w5h5,110,100.6
bg,04,x381y852w5h5,115,100.56
bg,04,x381y852w5h5,120,100.76
bg,04,x381y852w5h5,125,100.56
bg,04,x381y852w5h5,130,101.08
bg,04,x381y852w5h5,135,100
bg,04,x381y852w5h5,140,100.56
bg,04,x381y852w5h5,145,100.84
bg,04,x381y852w5h5,150,100.48
bg,04,x381y852w5h5,155,100.28
bg,04,x381y852w5h5,160,100.28
bg,04,x381y852w5h5,165,100.6
bg,04,x381y852w5h5,170,100.28
bg,04,x381y852w5h5,175,100.44
bg,04,x381y852w5h5,180,100.48
bg,04,x381y852w5h5,185,100.88
bg,04,x381y852w5h5,190,100.8
bg,04,x381y852w5h5,195,100.24
bg,04,x381y852w5h5,200,100.32
bg,04,x381y852w5h5,205,100.64
bg,04,x381y852w5h5,210,100.72
bg,04,x381y852w5h5,215,100.2
bg,04,x381y852w5h5,220,100.44
bg,04,x381y852w5h5,225,99.6
bg,04,x381y852w5h5,230,100.76
bg,04,x381y852w5h5,235,100
bg,04,x381y852w5h5,240,101
bg,04,x381y852w5h5,245,100.48
bg,04,x381y852w5h5,250,100.68
bg,04,x381y852w5h5,255,101
bg,04,x381y852w5h5,260,100.28
bg,04,x381y852w5h5,265,100.88
bg,04,x381y852w5h5,270,100.68
bg,04,x381y852w5h5,275,100.44
bg,04,x381y852w5h5,280,100.88
bg,04,x381y852w5h5,285,100.68
bg,04,x381y852w5h5,290,100.16
bg,04,x381y852w5h5,295,100.12
bg,04,x381y852w5h5,300,100.8
bg,04,x381y852w5h5,305,100.96
bg,04,x381y852w5h5,310,100.88
bg,04,x381y852w5h5,315,101.2
bg,04,x381y852w5h5,320,100.64
bg,04,x381y852w5h5,325,100.52
bg,04,x381y852w5h5,330,100.6
bg,04,x381y852w5h5,335,100.68
bg,04,x381y852w5h5,340,100.64
bg,04,x381y852w5h5,345,100.48
bg,04,x381y852w5h5,350,100.6
bg,04,x381y852w5h5,355,100.96
bg,04,x381y852w5h5,360,100
bg,04,x381y852w5h5,365,100.72
bg,04,x381y852w5h5,370,100
bg,04,x381y852w5h5,375,100.32
bg,04,x381y852w5h5,380,100.48
bg,04,x381y852w5h5,385,100.88
bg,04,x381y852w5h5,390,100.84
bg,04,x381y852w5h5,395,100.84
bg,04,x381y852w5h5,400,100.44
bg,04,x381y852w5h5,405,100.16
bg,04,x381y852w5h5,410,100.6
bg,04,x381y852w5h5,415,100.2
bg,04,x381y852w5h5,420,101.24
bg,04,x381y852w5h5,425,100.72
bg,04,x381y852w5h5,430,99.88
bg,04,x381y852w5h5,435,100.4
bg,04,x381y852w5h5,440,100.68
bg,04,x381y852w5h5,445,101.12
bg,04,x381y852w5h5,450,99.84
bg,04,x381y852w5h5,455,100.2
bg,04,x381y852w5h5,460,100.64
bg,04,x381y852w5h5,465,100.56
bg,04,x381y852w5h5,470,100.6
bg,04,x381y852w5h5,475,100.76
bg,04,x381y852w5h5,480,100.16
bg,04,x381y852w5h5,485,100.6
bg,04,x381y852w5h5,490,100.56
bg,04,x381y852w5h5,495,101.24
bg,04,x382y1044w5h5,15,100.84
bg,04,x382y1044w5h5,20,100.44
bg,04,x382y1044w5h5,25,100.56
bg,04,x382y1044w5h5,30,101.04
bg,04,x382y1044w5h5,35,101.32
bg,04,x382y1044w5h5,40,100.56
bg,04,x382y1044w5h5,45,100.68
bg,04,x382y1044w5h5,50,100.64
bg,04,x382y1044w5h5,55,100.4
bg,04,x382y1044w5h5,60,100.6
bg,04,x382y1044w5h5,65,100.36
bg,04,x382y1044w5h5,70,100.36
bg,04,x382y1044w5h5,75,100.52
bg,04,x382y1044w5h5,80,100.24
bg,04,x382y1044w5h5,85,100.24
bg,04,x382y1044w5h5,90,100.16
bg,04,x382y1044w5h5,95,100.96
bg,04,x382y1044w5h5,100,100.68
bg,04,x382y1044w5h5,105,100.48
bg,04,x382y1044w5h5,110,100.72
bg,04,x382y1044w5h5,115,100.52
bg,04,x382y1044w5h5,120,100.12
bg,04,x382y1044w5h5,125,100.16
bg,04,x382y1044w5h5,130,100.96
bg,04,x382y1044w5h5,135,100.6
bg,04,x382y1044w5h5,140,100.44
bg,04,x382y1044w5h5,145,100.56
bg,04,x382y1044w5h5,150,100.48
bg,04,x382y1044w5h5,155,100.52
bg,04,x382y1044w5h5,160,100.56
bg,04,x382y1044w5h5,165,100.04
bg,04,x382y1044w5h5,170,100.12
bg,04,x382y1044w5h5,175,100.08
bg,04,x382y1044w5h5,180,100.68
bg,04,x382y1044w5h5,185,100.04
bg,04,x382y1044w5h5,190,100.52
bg,04,x382y1044w5h5,195,100.52
bg,04,x382y1044w5h5,200,99.88
bg,04,x382y1044w5h5,205,99.96
bg,04,x382y1044w5h5,210,100.32
bg,04,x382y1044w5h5,215,100.24
bg,04,x382y1044w5h5,220,100.04
bg,04,x382y1044w5h5,225,100.28
bg,04,x382y1044w5h5,230,100.48
bg,04,x382y1044w5h5,235,100.52
bg,04,x382y1044w5h5,240,100.48
bg,04,x382y1044w5h5,245,100.72
bg,04,x382y1044w5h5,250,100.44
bg,04,x382y1044w5h5,255,100
bg,04,x382y1044w5h5,260,100.36
bg,04,x382y1044w5h5,265,99.76
bg,04,x382y1044w5h5,270,100.6
bg,04,x382y1044w5h5,275,99.72
bg,04,x382y1044w5h5,280,100
bg,04,x382y1044w5h5,285,100.52
bg,04,x382y1044w5h5,290,99.84
bg,04,x382y1044w5h5,295,100.68
bg,04,x382y1044w5h5,300,100.56
bg,04,x382y1044w5h5,305,100.32
bg,04,x382y1044w5h5,310,100.8
bg,04,x382y1044w5h5,315,100.6
bg,04,x382y1044w5h5,320,101
bg,04,x382y1044w5h5,325,100.6
bg,04,x382y1044w5h5,330,100.92
bg,04,x382y1044w5h5,335,100.24
bg,04,x382y1044w5h5,340,100.36
bg,04,x382y1044w5h5,345,99.96
bg,04,x382y1044w5h5,350,100.56
bg,04,x382y1044w5h5,355,99.92
bg,04,x382y1044w5h5,360,99.92
bg,04,x382y1044w5h5,365,100.44
bg,04,x382y1044w5h5,370,100.16
bg,04,x382y1044w5h5,375,100.2
bg,04,x382y1044w5h5,380,100.28
bg,04,x382y1044w5h5,385,100.44
bg,04,x382y1044w5h5,390,100.08
bg,04,x382y1044w5h5,395,100.16
bg,04,x382y1044w5h5,400,100.08
bg,04,x382y1044w5h5,405,99.8
bg,04,x382y1044w5h5,410,100.84
bg,04,x382y1044w5h5,415,99.84
bg,04,x382y1044w5h5,420,99.92
bg,04,x382y1044w5h5,425,100.48
bg,04,x382y1044w5h5,430,100.56
bg,04,x382y1044w5h5,435,100.72
bg,04,x382y1044w5h5,440,99.8
bg,04,x382y1044w5h5,445,100.16
bg,04,x382y1044w5h5,450,100.32
bg,04,x382y1044w5h5,455,100
bg,04,x382y1044w5h5,460,100.44
bg,04,x382y1044w5h5,465,100.48
bg,04,x382y1044w5h5,470,100.6
bg,04,x382y1044w5h5,475,100.24
bg,04,x382y1044w5h5,480,99.8
bg,04,x382y1044w5h5,485,100.4
bg,04,x382y1044w5h5,490,100.56
bg,04,x382y1044w5h5,495,100.84
bg,04,x61y409w5h5,15,100.96
bg,04,x61y409w5h5,20,100.16
bg,04,x61y409w5h5,25,100.12
bg,04,x61y409w5h5,30,100.8
bg,04,x61y409w5h5,35,100.32
bg,04,x61y409w5h5,40,100.2
bg,04,x61y409w5h5,45,100.56
