Cell,Threshold,Patches,Cross_Area
20210531_MKY4343R_17_Cell02_GFP,yen,15,3379
20210531_MKY4343R_17_Cell03_GFP,yen,8,3675
20210531_MKY4343R_18_Cell01_GFP,yen,11,3098
20210531_MKY4343R_18_Cell02_GFP,yen,21,3231
20210531_MKY4343R_18_Cell03_GFP,yen,20,2705
20210531_MKY4343_01_Cell01_GFP,yen,13,2719
20210531_MKY4343_01_Cell02_GFP,yen,19,3068
20210531_MKY4343_02_Cell01_GFP,yen,11,2980
20210531_MKY4343_02_Cell02_GFP,yen,10,2919
20210531_MKY4343_02_Cell03_GFP,yen,22,3209
20210531_MKY4343_02_Cell04_GFP,yen,15,2762
20210531_MKY4343_03_Cell01_GFP,yen,20,3187
20210531_MKY4343_03_Cell02_GFP,yen,11,3112
20210531_MKY4343_03_Cell03_GFP,yen,16,4883
20210531_MKY4343_04_Cell01_GFP,yen,13,3104
20210531_MKY4343_04_Cell02_GFP,yen,22,2967
20210531_MKY4343_04_Cell03_GFP,yen,10,2947
20210531_MKY4343_04_Cell04_GFP,yen,5,2635
20210531_MKY4343_05_Cell01_GFP,yen,15,3056
20210531_MKY4343_05_Cell02_GFP,yen,14,3545
20210531_MKY4343_05_Cell03_GFP,yen,13,2752
20210531_MKY4343_06_Cell01_GFP,yen,27,3455
20210531_MKY4343_06_Cell02_GFP,yen,21,3359
20210531_MKY4343_06_Cell03_GFP,yen,16,3788
20210531_MKY4343_07_Cell01_GFP,yen,16,2893
20210531_MKY4343_07_Cell02_GFP,yen,10,2677
20210531_MKY4343_07_Cell03_GFP,yen,14,2867
20210531_MKY4343_08_Cell01_GFP,yen,13,2029
20210531_MKY4343_08_Cell02_GFP,yen,16,3178
20210531_MKY4343_08_Cell03_GFP,yen,10,2489
20210531_MKY4343_08_Cell04_GFP,yen,26,3405
20210531_MKY4343_08_Cell05_GFP,yen,20,2951
20210531_MKY4343_09_Cell01_GFP,yen,15,2583
20210531_MKY4343_09_Cell02_GFP,yen,21,2855
20210531_MKY4343_09_Cell03_GFP,yen,19,3275
20210531_MKY4343_09_Cell04_GFP,yen,26,3203
20210531_MKY4343_10_Cell01_GFP,yen,20,2783
20210531_MKY4343_10_Cell02_GFP,yen,18,3769
20210531_MKY4343_10_Cell03_GFP,yen,17,3619
20210531_MKY4343_11_Cell01_GFP,yen,14,3235
20210531_MKY4343_11_Cell02_GFP,yen,11,3360
20210531_MKY4343_11_Cell03_GFP,yen,10,3325
20210531_MKY4343_12_Cell01_GFP,yen,21,3681
20210531_MKY4343_12_Cell02_GFP,yen,15,4223
20210531_MKY4343_12_Cell03_GFP,yen,10,3691
20210531_MKY4343_12_Cell04_GFP,yen,10,3268
20210531_MKY4343_13_Cell01_GFP,yen,21,3506
20210531_MKY4343_13_Cell02_GFP,yen,11,2904
20210531_MKY4343_13_Cell03_GFP,yen,21,3045
20210531_MKY4343_13_Cell04_GFP,yen,18,2610
20210531_MKY4343_14_Cell01_GFP,yen,12,3992
20210531_MKY4343_14_Cell02_GFP,yen,18,3015
20210531_MKY4343_14_Cell03_GFP,yen,11,3136
20210531_MKY4343_15_Cell01_GFP,yen,9,2944
20210531_MKY4343_15_Cell02_GFP,yen,14,3279
20210531_MKY4343_15_Cell03_GFP,yen,9,3080
20210531_MKY4343_15_Cell04_GFP,yen,19,2713
20210531_MKY4343_15_Cell05_GFP,yen,11,3463
20210531_MKY4343_15_Cell06_GFP,yen,7,2571
