dataset,date,strain,movie,cell,patches,cross_area,area,density,ede1
2,20210531,MKY0654,06,Cell02,16,2635,43.8,0.3649,delta
2,20210531,MKY0654,06,Cell03,14,1799,29.9,0.4676,delta
2,20210531,MKY0654,06,Cell04,18,4613,76.8,0.2345,delta
2,20210531,MKY0654,07,Cell01,12,3429,57.1,0.2103,delta
2,20210531,MKY0654,07,Cell02,19,3153,52.5,0.3621,delta
2,20210531,MKY0654,07,Cell03,10,3628,60.4,0.1656,delta
2,20210531,MKY0654,08,Cell01,15,2305,38.4,0.3911,delta
2,20210531,MKY0654,08,Cell02,13,3462,57.6,0.2257,delta
2,20210531,MKY0654,08,Cell03, 9,3641,60.6,0.1485,delta
2,20210531,MKY0654,08,Cell04,16,4044,67.3,0.2378,delta
2,20210531,MKY0654,09,Cell01, 8,3275,54.5,0.1468,delta
2,20210531,MKY0654,09,Cell02,14,2251,37.5,0.3737,delta
2,20210531,MKY0654,09,Cell03,15,3580,59.6,0.2518,delta
2,20210531,MKY0654,10,Cell01,16,3646,60.7,0.2637,delta
2,20210531,MKY0654,10,Cell02,17,3957,65.8,0.2582,delta
2,20210531,MKY0654,10,Cell03,19,2857,47.5,0.3996,delta
2,20210531,MKY0654,11,Cell01,17,3241,53.9,0.3152,delta
2,20210531,MKY0654,11,Cell02, 9,3277,54.5,0.1650,delta
2,20210531,MKY0654,11,Cell03,15,2495,41.5,0.3613,delta
2,20210531,MKY0654,12,Cell01,31,4487,74.7,0.4152,delta
2,20210531,MKY0654,12,Cell02,17,4126,68.7,0.2476,delta
2,20210531,MKY0654,12,Cell03,16,2749,45.7,0.3498,delta
2,20210531,MKY0654,13,Cell01,12,2200,36.6,0.3278,delta
2,20210531,MKY0654,13,Cell02,13,3662,60.9,0.2133,delta
2,20210531,MKY0654,13,Cell03,15,3840,63.9,0.2347,delta
2,20210531,MKY0654,13,Cell04,14,3005,50.0,0.2800,delta
2,20210531,MKY0654,13,Cell05,17,3157,52.5,0.3236,delta
2,20210531,MKY0654,14,Cell01,13,3927,65.3,0.1989,delta
2,20210531,MKY0654,14,Cell02,20,4082,67.9,0.2944,delta
2,20210531,MKY0654,14,Cell03,15,3177,52.9,0.2837,delta
2,20210531,MKY0654,14,Cell04,22,3336,55.5,0.3963,delta
2,20210531,MKY0654,15,Cell01,32,4201,69.9,0.4577,delta
2,20210531,MKY0654,15,Cell02,22,4381,72.9,0.3018,delta
2,20210531,MKY0654,15,Cell03,11,3417,56.9,0.1934,delta
2,20210531,MKY4343R,01,Cell01,17,3045,50.7,0.3355,+R
2,20210531,MKY4343R,01,Cell02,21,3247,54.0,0.3886,+R
2,20210531,MKY4343R,02,Cell01,29,3211,53.4,0.5427,+R
2,20210531,MKY4343R,02,Cell02,20,3023,50.3,0.3976,+R
2,20210531,MKY4343R,03,Cell01,12,2627,43.7,0.2745,+R
2,20210531,MKY4343R,03,Cell02,24,3010,50.1,0.4791,+R
2,20210531,MKY4343R,03,Cell03,14,3096,51.5,0.2717,+R
2,20210531,MKY4343R,03,Cell04,12,2984,49.7,0.2417,+R
2,20210531,MKY4343R,04,Cell01,18,3044,50.7,0.3553,+R
2,20210531,MKY4343R,04,Cell02,18,2660,44.3,0.4066,+R
2,20210531,MKY4343R,05,Cell01,20,3039,50.6,0.3955,+R
2,20210531,MKY4343R,05,Cell03,27,4023,66.9,0.4033,+R
2,20210531,MKY4343R,05,Cell04,23,3583,59.6,0.3857,+R
2,20210531,MKY4343R,06,Cell01,21,3046,50.7,0.4143,+R
2,20210531,MKY4343R,06,Cell02,24,3747,62.4,0.3849,+R
2,20210531,MKY4343R,07,Cell01,23,3242,54.0,0.4263,+R
2,20210531,MKY4343R,07,Cell02,25,3223,53.6,0.4661,+R
2,20210531,MKY4343R,07,Cell03,19,3062,51.0,0.3729,+R
2,20210531,MKY4343R,08,Cell01,17,3149,52.4,0.3244,+R
2,20210531,MKY4343R,08,Cell02,18,2437,40.6,0.4439,+R
2,20210531,MKY4343R,08,Cell03,14,2523,42.0,0.3335,+R
2,20210531,MKY4343R,08,Cell04,19,3456,57.5,0.3304,+R
2,20210531,MKY4343R,09,Cell01,16,2598,43.2,0.3701,+R
2,20210531,MKY4343R,09,Cell02,19,3148,52.4,0.3627,+R
2,20210531,MKY4343R,09,Cell03, 9,3282,54.6,0.1648,+R
2,20210531,MKY4343R,10,Cell01,16,2925,48.7,0.3287,+R
2,20210531,MKY4343R,10,Cell02,19,2912,48.5,0.3921,+R
2,20210531,MKY4343R,10,Cell03, 9,3491,58.1,0.1549,+R
2,20210531,MKY4343R,11,Cell01,11,2579,42.9,0.2563,+R
2,20210531,MKY4343R,11,Cell02,13,2725,45.3,0.2867,+R
2,20210531,MKY4343R,11,Cell03,21,2482,41.3,0.5084,+R
2,20210531,MKY4343R,11,Cell04,18,2429,40.4,0.4453,+R
2,20210531,MKY4343R,12,Cell01,24,3047,50.7,0.4733,+R
2,20210531,MKY4343R,12,Cell02,20,3180,52.9,0.3779,+R
2,20210531,MKY4343R,12,Cell03,17,2552,42.5,0.4003,+R
2,20210531,MKY4343R,12,Cell04,13,2257,37.6,0.3461,+R
2,20210531,MKY4343R,13,Cell01,18,2865,47.7,0.3775,+R
2,20210531,MKY4343R,13,Cell02,24,3069,51.1,0.4699,+R
2,20210531,MKY4343R,13,Cell03,11,3034,50.5,0.2179,+R
2,20210531,MKY4343R,14,Cell01,21,3449,57.4,0.3659,+R
2,20210531,MKY4343R,14,Cell02,14,3271,54.4,0.2572,+R
2,20210531,MKY4343R,14,Cell03,15,2405,40.0,0.3748,+R
2,20210531,MKY4343R,15,Cell01,29,3517,58.5,0.4955,+R
2,20210531,MKY4343R,15,Cell02, 9,2745,45.7,0.1970,+R
2,20210531,MKY4343R,15,Cell03,18,2844,47.3,0.3803,+R
2,20210531,MKY4343R,15,Cell04,24,3025,50.3,0.4768,+R
2,20210531,MKY4343R,16,Cell01,13,2885,48.0,0.2708,+R
2,20210531,MKY4343R,16,Cell02,19,2928,48.7,0.3899,+R
2,20210531,MKY4343R,16,Cell03,13,3022,50.3,0.2585,+R
2,20210531,MKY4343R,17,Cell01,16,2870,47.8,0.3350,+R
2,20210531,MKY4343R,17,Cell02,15,3379,56.2,0.2668,+R
2,20210531,MKY4343R,17,Cell03, 8,3675,61.2,0.1308,+R
2,20210531,MKY4343R,18,Cell01,11,3098,51.6,0.2134,+R
2,20210531,MKY4343R,18,Cell02,21,3231,53.8,0.3906,+R
2,20210531,MKY4343R,18,Cell03,20,2705,45.0,0.4443,+R
2,20210531,MKY4343,01,Cell01,13,2719,45.2,0.2873,-R
2,20210531,MKY4343,01,Cell02,19,3068,51.1,0.3722,-R
2,20210531,MKY4343,02,Cell01,11,2980,49.6,0.2218,-R
2,20210531,MKY4343,02,Cell02,10,2919,48.6,0.2059,-R
2,20210531,MKY4343,02,Cell03,22,3209,53.4,0.4120,-R
2,20210531,MKY4343,02,Cell04,15,2762,46.0,0.3264,-R
2,20210531,MKY4343,03,Cell01,20,3187,53.0,0.3771,-R
2,20210531,MKY4343,03,Cell02,11,3112,51.8,0.2124,-R
2,20210531,MKY4343,03,Cell03,16,4883,81.3,0.1969,-R
2,20210531,MKY4343,04,Cell01,13,3104,51.7,0.2517,-R
2,20210531,MKY4343,04,Cell02,22,2967,49.4,0.4456,-R
2,20210531,MKY4343,04,Cell03,10,2947,49.0,0.2039,-R
2,20210531,MKY4343,04,Cell04, 5,2635,43.8,0.1140,-R
2,20210531,MKY4343,05,Cell01,15,3056,50.9,0.2950,-R
2,20210531,MKY4343,05,Cell02,14,3545,59.0,0.2373,-R
2,20210531,MKY4343,05,Cell03,13,2752,45.8,0.2839,-R
2,20210531,MKY4343,06,Cell01,27,3455,57.5,0.4696,-R
2,20210531,MKY4343,06,Cell02,21,3359,55.9,0.3757,-R
2,20210531,MKY4343,06,Cell03,16,3788,63.0,0.2538,-R
2,20210531,MKY4343,07,Cell01,16,2893,48.1,0.3323,-R
2,20210531,MKY4343,07,Cell02,10,2677,44.5,0.2245,-R
2,20210531,MKY4343,07,Cell03,14,2867,47.7,0.2934,-R
2,20210531,MKY4343,08,Cell01,13,2029,33.8,0.3850,-R
2,20210531,MKY4343,08,Cell02,16,3178,52.9,0.3025,-R
2,20210531,MKY4343,08,Cell03,10,2489,41.4,0.2414,-R
2,20210531,MKY4343,08,Cell04,26,3405,56.7,0.4589,-R
2,20210531,MKY4343,08,Cell05,20,2951,49.1,0.4073,-R
2,20210531,MKY4343,09,Cell01,15,2583,43.0,0.3490,-R
2,20210531,MKY4343,09,Cell02,21,2855,47.5,0.4420,-R
2,20210531,MKY4343,09,Cell03,19,3275,54.5,0.3486,-R
2,20210531,MKY4343,09,Cell04,26,3203,53.3,0.4878,-R
2,20210531,MKY4343,10,Cell01,20,2783,46.3,0.4319,-R
2,20210531,MKY4343,10,Cell02,18,3769,62.7,0.2870,-R
2,20210531,MKY4343,10,Cell03,17,3619,60.2,0.2823,-R
2,20210531,MKY4343,11,Cell01,14,3235,53.8,0.2601,-R
2,20210531,MKY4343,11,Cell02,11,3360,55.9,0.1967,-R
2,20210531,MKY4343,11,Cell03,10,3325,55.3,0.1807,-R
2,20210531,MKY4343,12,Cell01,21,3681,61.3,0.3428,-R
2,20210531,MKY4343,12,Cell02,15,4223,70.3,0.2134,-R
2,20210531,MKY4343,12,Cell03,10,3691,61.4,0.1628,-R
2,20210531,MKY4343,12,Cell04,10,3268,54.4,0.1839,-R
2,20210531,MKY4343,13,Cell01,21,3506,58.3,0.3599,-R
2,20210531,MKY4343,13,Cell02,11,2904,48.3,0.2276,-R
2,20210531,MKY4343,13,Cell03,21,3045,50.7,0.4144,-R
2,20210531,MKY4343,13,Cell04,18,2610,43.4,0.4144,-R
2,20210531,MKY4343,14,Cell01,12,3992,66.4,0.1806,-R
2,20210531,MKY4343,14,Cell02,18,3015,50.2,0.3588,-R
2,20210531,MKY4343,14,Cell03,11,3136,52.2,0.2108,-R
2,20210531,MKY4343,15,Cell01, 9,2944,49.0,0.1837,-R
2,20210531,MKY4343,15,Cell02,14,3279,54.6,0.2566,-R
2,20210531,MKY4343,15,Cell03, 9,3080,51.3,0.1756,-R
2,20210531,MKY4343,15,Cell04,19,2713,45.1,0.4208,-R
2,20210531,MKY4343,15,Cell05,11,3463,57.6,0.1909,-R
2,20210531,MKY4343,15,Cell06, 7,2571,42.8,0.1636,-R
3,20210604,MKY0140,01,Cell01,31,2429,40.4,0.7669,wt
3,20210604,MKY0140,01,Cell02,16,1943,32.3,0.4948,wt
3,20210604,MKY0140,01,Cell03,25,2307,38.4,0.6512,wt
3,20210604,MKY0140,01,Cell04,31,2970,49.4,0.6272,wt
3,20210604,MKY0140,01,Cell05,43,3246,54.0,0.7961,wt
3,20210604,MKY0140,02,Cell01,24,2545,42.4,0.5667,wt
3,20210604,MKY0140,02,Cell02,15,2088,34.7,0.4317,wt
3,20210604,MKY0140,02,Cell03,17,2426,40.4,0.4211,wt
3,20210604,MKY0140,02,Cell04,32,3293,54.8,0.5840,wt
3,20210604,MKY0140,03,Cell01,33,2899,48.2,0.6840,wt
3,20210604,MKY0140,03,Cell02,24,2362,39.3,0.6106,wt
3,20210604,MKY0140,03,Cell03,34,2943,49.0,0.6942,wt
3,20210604,MKY0140,03,Cell04,33,3323,55.3,0.5968,wt
3,20210604,MKY0140,03,Cell05,22,2420,40.3,0.5463,wt
3,20210604,MKY0140,04,Cell01,32,2663,44.3,0.7221,wt
3,20210604,MKY0140,04,Cell02,37,2848,47.4,0.7807,wt
3,20210604,MKY0140,04,Cell03,17,3177,52.9,0.3216,wt
3,20210604,MKY0140,04,Cell04,24,2665,44.3,0.5412,wt
3,20210604,MKY0140,04,Cell05,17,2237,37.2,0.4567,wt
3,20210604,MKY0140,05,Cell01,24,2667,44.4,0.5408,wt
3,20210604,MKY0140,05,Cell02,23,2870,47.8,0.4816,wt
3,20210604,MKY0140,05,Cell03,36,3414,56.8,0.6337,wt
3,20210604,MKY0140,05,Cell04,30,2163,36.0,0.8335,wt
3,20210604,MKY0140,06,Cell01,30,3105,51.7,0.5806,wt
3,20210604,MKY0140,06,Cell02,27,3300,54.9,0.4917,wt
3,20210604,MKY0140,06,Cell03,40,3098,51.6,0.7759,wt
3,20210604,MKY0140,07,Cell01,28,2646,44.0,0.6359,wt
3,20210604,MKY0140,07,Cell02,19,1984,33.0,0.5755,wt
3,20210604,MKY0140,07,Cell03,35,2829,47.1,0.7435,wt
3,20210604,MKY0140,08,Cell01,27,2750,45.8,0.5900,wt
3,20210604,MKY0140,08,Cell02,36,3149,52.4,0.6870,wt
3,20210604,MKY0140,08,Cell03,19,2622,43.6,0.4355,wt
3,20210604,MKY0140,08,Cell04,30,2528,42.1,0.7131,wt
3,20210604,MKY0140,08,Cell05,33,3236,53.9,0.6128,wt
3,20210604,MKY0140,09,Cell01,29,3072,51.1,0.5673,wt
3,20210604,MKY0140,09,Cell02,20,2488,41.4,0.4831,wt
3,20210604,MKY0140,09,Cell03,22,2857,47.5,0.4627,wt
3,20210604,MKY0140,09,Cell04,18,2656,44.2,0.4073,wt
3,20210604,MKY0140,09,Cell05,23,2295,38.2,0.6022,wt
3,20210604,MKY0140,10,Cell01,28,2533,42.2,0.6643,wt
3,20210604,MKY0140,10,Cell02,30,3182,53.0,0.5666,wt
3,20210604,MKY0140,10,Cell03, 6,1914,31.9,0.1884,wt
3,20210604,MKY0140,10,Cell04,24,2849,47.4,0.5062,wt
3,20210604,MKY0140,10,Cell05,29,2785,46.3,0.6257,wt
3,20210604,MKY0140,11,Cell01,33,4051,67.4,0.4895,wt
3,20210604,MKY0140,11,Cell02,26,2309,38.4,0.6767,wt
3,20210604,MKY0140,11,Cell03,27,2675,44.5,0.6065,wt
3,20210604,MKY0140,12,Cell01,28,2245,37.4,0.7495,wt
3,20210604,MKY0140,12,Cell02,26,2779,46.2,0.5622,wt
3,20210604,MKY0140,12,Cell03,31,2982,49.6,0.6247,wt
3,20210604,MKY0140,12,Cell04,28,3411,56.8,0.4933,wt
3,20210604,MKY0140,12,Cell4,28,3411,56.8,0.4933,wt
3,20210604,MKY0140,13,Cell01,28,3416,56.8,0.4926,wt
3,20210604,MKY0140,13,Cell02,31,2720,45.3,0.6849,wt
3,20210604,MKY0140,13,Cell03,14,1863,31.0,0.4516,wt
3,20210604,MKY0140,14,Cell01,25,3447,57.4,0.4358,wt
3,20210604,MKY0140,14,Cell02,31,2941,48.9,0.6334,wt
3,20210604,MKY0140,14,Cell03,24,3375,56.2,0.4273,wt
3,20210604,MKY0140,14,Cell04,26,3216,53.5,0.4858,wt
3,20210604,MKY0140,15,Cell01,29,2466,41.0,0.7067,wt
3,20210604,MKY0140,15,Cell02,24,2248,37.4,0.6416,wt
3,20210604,MKY0140,15,Cell03,32,3157,52.5,0.6091,wt
3,20210604,MKY0654,01,Cell01,13,2556,42.5,0.3056,delta
3,20210604,MKY0654,01,Cell02,11,2390,39.8,0.2766,delta
3,20210604,MKY0654,01,Cell03, 8,2545,42.4,0.1889,delta
3,20210604,MKY0654,01,Cell04,14,3435,57.2,0.2449,delta
3,20210604,MKY0654,02,Cell01,15,3126,52.0,0.2884,delta
3,20210604,MKY0654,02,Cell02,14,2604,43.3,0.3231,delta
3,20210604,MKY0654,02,Cell03, 5,2329,38.8,0.1290,delta
3,20210604,MKY0654,02,Cell04,20,3321,55.3,0.3619,delta
3,20210604,MKY0654,02,Cell05,15,2766,46.0,0.3259,delta
3,20210604,MKY0654,03,Cell01,26,3527,58.7,0.4430,delta
3,20210604,MKY0654,03,Cell02,13,3129,52.1,0.2497,delta
3,20210604,MKY0654,03,Cell03,21,3619,60.2,0.3487,delta
3,20210604,MKY0654,04,Cell01,13,2773,46.1,0.2817,delta
3,20210604,MKY0654,04,Cell02,13,2846,47.4,0.2745,delta
3,20210604,MKY0654,04,Cell03,10,3113,51.8,0.1930,delta
3,20210604,MKY0654,04,Cell04,21,2989,49.7,0.4222,delta
3,20210604,MKY0654,05,Cell01,11,3495,58.2,0.1891,delta
3,20210604,MKY0654,05,Cell02,10,1900,31.6,0.3163,delta
3,20210604,MKY0654,05,Cell03,15,3223,53.6,0.2797,delta
3,20210604,MKY0654,05,Cell04,22,2686,44.7,0.4922,delta
3,20210604,MKY0654,06,Cell01, 8,2490,41.4,0.1931,delta
3,20210604,MKY0654,06,Cell02,11,2855,47.5,0.2315,delta
3,20210604,MKY0654,06,Cell03,10,2187,36.4,0.2748,delta
3,20210604,MKY0654,07,Cell01,11,3385,56.3,0.1953,delta
3,20210604,MKY0654,07,Cell02, 8,2387,39.7,0.2014,delta
3,20210604,MKY0654,07,Cell03,12,2431,40.5,0.2966,delta
3,20210604,MKY0654,07,Cell04, 8,3469,57.7,0.1386,delta
3,20210604,MKY0654,08,Cell01, 8,2631,43.8,0.1827,delta
3,20210604,MKY0654,08,Cell02,18,3684,61.3,0.2936,delta
3,20210604,MKY0654,08,Cell03,16,3496,58.2,0.2750,delta
3,20210604,MKY0654,08,Cell04,21,2672,44.5,0.4723,delta
3,20210604,MKY0654,08,Cell05,19,2681,44.6,0.4259,delta
3,20210604,MKY0654,09,Cell01,16,2858,47.6,0.3364,delta
3,20210604,MKY0654,09,Cell02, 8,2365,39.4,0.2033,delta
3,20210604,MKY0654,09,Cell03,17,2621,43.6,0.3898,delta
3,20210604,MKY0654,10,Cell01,17,2204,36.7,0.4635,delta
3,20210604,MKY0654,10,Cell02,13,3023,50.3,0.2584,delta
3,20210604,MKY0654,10,Cell03,17,3423,57.0,0.2984,delta
3,20210604,MKY0654,10,Cell04,22,3163,52.6,0.4180,delta
3,20210604,MKY0654,11,Cell01,12,2949,49.1,0.2445,delta
3,20210604,MKY0654,11,Cell02,12,3356,55.8,0.2149,delta
3,20210604,MKY0654,11,Cell03,18,3034,50.5,0.3565,delta
3,20210604,MKY0654,12,Cell01,13,2920,48.6,0.2675,delta
3,20210604,MKY0654,12,Cell02,19,3079,51.2,0.3708,delta
3,20210604,MKY0654,12,Cell03,12,3067,51.0,0.2351,delta
3,20210604,MKY0654,13,Cell01,21,3350,55.7,0.3767,delta
3,20210604,MKY0654,13,Cell02,14,3019,50.2,0.2787,delta
3,20210604,MKY0654,13,Cell03,14,3447,57.4,0.2441,delta
3,20210604,MKY0654,14,Cell01,16,3382,56.3,0.2843,delta
3,20210604,MKY0654,14,Cell02,28,3945,65.6,0.4265,delta
3,20210604,MKY0654,14,Cell03,21,3540,58.9,0.3565,delta
3,20210604,MKY0654,14,Cell04,28,4443,73.9,0.3787,delta
3,20210604,MKY0654,15,Cell01,16,2658,44.2,0.3617,delta
3,20210604,MKY0654,15,Cell02,15,2971,49.4,0.3034,delta
3,20210604,MKY0654,15,Cell03,27,3541,58.9,0.4582,delta
3,20210604,MKY0654,15,Cell04,17,3009,50.1,0.3395,delta
3,20210604,MKY4343R,01,Cell01,14,2556,42.5,0.3291,+R
3,20210604,MKY4343R,01,Cell02,19,2379,39.6,0.4799,+R
3,20210604,MKY4343R,01,Cell03,17,2294,38.2,0.4453,+R
3,20210604,MKY4343R,01,Cell04,21,2765,46.0,0.4564,+R
3,20210604,MKY4343R,02,Cell01,27,2850,47.4,0.5693,+R
3,20210604,MKY4343R,02,Cell02,15,3106,51.7,0.2902,+R
3,20210604,MKY4343R,02,Cell03,15,2256,37.5,0.3996,+R
3,20210604,MKY4343R,03,Cell01,18,2697,44.9,0.4011,+R
3,20210604,MKY4343R,03,Cell02,16,2975,49.5,0.3232,+R
3,20210604,MKY4343R,03,Cell03,13,1758,29.3,0.4444,+R
3,20210604,MKY4343R,03,Cell04,30,3837,63.9,0.4698,+R
3,20210604,MKY4343R,04,Cell01,15,2372,39.5,0.3800,+R
3,20210604,MKY4343R,04,Cell02, 5,2151,35.8,0.1397,+R
3,20210604,MKY4343R,04,Cell03,26,3361,55.9,0.4649,+R
3,20210604,MKY4343R,05,Cell01, 9,2442,40.6,0.2215,+R
3,20210604,MKY4343R,05,Cell02,12,2445,40.7,0.2949,+R
3,20210604,MKY4343R,05,Cell03,15,2330,38.8,0.3869,+R
3,20210604,MKY4343R,05,Cell04,26,2956,49.2,0.5286,+R
3,20210604,MKY4343R,06,Cell01, 7,3082,51.3,0.1365,+R
3,20210604,MKY4343R,06,Cell02,10,2034,33.8,0.2954,+R
3,20210604,MKY4343R,06,Cell03,19,2405,40.0,0.4747,+R
3,20210604,MKY4343R,07,Cell01,14,3092,51.5,0.2721,+R
3,20210604,MKY4343R,07,Cell02,11,2681,44.6,0.2466,+R
3,20210604,MKY4343R,07,Cell03,22,2964,49.3,0.4460,+R
3,20210604,MKY4343R,08,Cell01,20,2489,41.4,0.4829,+R
3,20210604,MKY4343R,08,Cell02,21,3119,51.9,0.4046,+R
3,20210604,MKY4343R,08,Cell03,24,2378,39.6,0.6065,+R
3,20210604,MKY4343R,09,Cell01,15,2839,47.2,0.3175,+R
3,20210604,MKY4343R,09,Cell02,16,2833,47.1,0.3394,+R
3,20210604,MKY4343R,09,Cell03,18,2446,40.7,0.4422,+R
3,20210604,MKY4343R,10,Cell01,25,3002,50.0,0.5004,+R
3,20210604,MKY4343R,10,Cell02,21,3253,54.1,0.3879,+R
3,20210604,MKY4343R,10,Cell03,27,3139,52.2,0.5169,+R
3,20210604,MKY4343R,11,Cell01,19,2979,49.6,0.3833,+R
3,20210604,MKY4343R,11,Cell02,13,2900,48.3,0.2694,+R
3,20210604,MKY4343R,11,Cell03,24,3095,51.5,0.4660,+R
3,20210604,MKY4343R,12,Cell01,18,3069,51.1,0.3524,+R
3,20210604,MKY4343R,12,Cell02,19,2757,45.9,0.4141,+R
3,20210604,MKY4343R,12,Cell03,16,2817,46.9,0.3413,+R
3,20210604,MKY4343R,12,Cell04,25,3424,57.0,0.4388,+R
3,20210604,MKY4343R,12,Cell05,18,2320,38.6,0.4662,+R
3,20210604,MKY4343R,13,Cell01,15,3405,56.7,0.2647,+R
3,20210604,MKY4343R,13,Cell02,12,2632,43.8,0.2740,+R
3,20210604,MKY4343R,13,Cell03,23,3584,59.6,0.3856,+R
3,20210604,MKY4343R,14,Cell01,22,2743,45.6,0.4820,+R
3,20210604,MKY4343R,14,Cell02,19,3114,51.8,0.3667,+R
3,20210604,MKY4343R,14,Cell03,23,3311,55.1,0.4174,+R
3,20210604,MKY4343R,14,Cell04,11,2721,45.3,0.2429,+R
3,20210604,MKY4343R,15,Cell01,20,2620,43.6,0.4587,+R
3,20210604,MKY4343R,15,Cell02, 8,2336,38.9,0.2058,+R
3,20210604,MKY4343R,15,Cell03,13,2074,34.5,0.3767,+R
3,20210604,MKY4343,01,Cell01,17,2012,33.5,0.5077,-R
3,20210604,MKY4343,01,Cell02,19,2850,47.4,0.4006,-R
3,20210604,MKY4343,01,Cell03,21,3257,54.2,0.3875,-R
3,20210604,MKY4343,02,Cell01,14,3668,61.0,0.2294,-R
3,20210604,MKY4343,02,Cell02,22,2974,49.5,0.4445,-R
3,20210604,MKY4343,02,Cell03,19,2916,48.5,0.3915,-R
3,20210604,MKY4343,02,Cell04,19,2679,44.6,0.4262,-R
3,20210604,MKY4343,03,Cell01,15,2722,45.3,0.3311,-R
3,20210604,MKY4343,03,Cell02,15,2713,45.1,0.3322,-R
3,20210604,MKY4343,03,Cell03,20,2828,47.1,0.4250,-R
3,20210604,MKY4343,04,Cell01,20,2973,49.5,0.4043,-R
3,20210604,MKY4343,04,Cell02,14,2337,38.9,0.3600,-R
3,20210604,MKY4343,04,Cell03,11,2389,39.8,0.2767,-R
3,20210604,MKY4343,05,Cell01,19,2765,46.0,0.4129,-R
3,20210604,MKY4343,05,Cell02,23,2624,43.7,0.5267,-R
3,20210604,MKY4343,05,Cell03,17,2401,40.0,0.4255,-R
3,20210604,MKY4343,06,Cell01,18,2657,44.2,0.4071,-R
3,20210604,MKY4343,06,Cell02,25,2949,49.1,0.5094,-R
3,20210604,MKY4343,06,Cell03,29,3145,52.3,0.5541,-R
3,20210604,MKY4343,06,Cell04,16,2866,47.7,0.3355,-R
3,20210604,MKY4343,07,Cell01,16,3253,54.1,0.2956,-R
3,20210604,MKY4343,07,Cell02,14,2972,49.5,0.2831,-R
3,20210604,MKY4343,07,Cell03,16,2908,48.4,0.3306,-R
3,20210604,MKY4343,08,Cell01,27,2846,47.4,0.5701,-R
3,20210604,MKY4343,08,Cell02,17,2765,46.0,0.3695,-R
3,20210604,MKY4343,08,Cell03,11,3020,50.3,0.2189,-R
3,20210604,MKY4343,09,Cell01, 9,2861,47.6,0.1890,-R
3,20210604,MKY4343,09,Cell02,23,2921,48.6,0.4732,-R
3,20210604,MKY4343,09,Cell03,25,3093,51.5,0.4857,-R
3,20210604,MKY4343,09,Cell04,19,2688,44.7,0.4248,-R
3,20210604,MKY4343,10,Cell01,18,2859,47.6,0.3783,-R
3,20210604,MKY4343,10,Cell02,17,3298,54.9,0.3098,-R
3,20210604,MKY4343,10,Cell03,17,2694,44.8,0.3792,-R
3,20210604,MKY4343,11,Cell01,17,2942,49.0,0.3472,-R
3,20210604,MKY4343,11,Cell02,19,2868,47.7,0.3981,-R
3,20210604,MKY4343,11,Cell03,25,2925,48.7,0.5136,-R
3,20210604,MKY4343,11,Cell04,22,2948,49.1,0.4485,-R
3,20210604,MKY4343,12,Cell01,18,2566,42.7,0.4215,-R
3,20210604,MKY4343,12,Cell02,23,3515,58.5,0.3932,-R
3,20210604,MKY4343,12,Cell03, 7,2086,34.7,0.2017,-R
3,20210604,MKY4343,12,Cell04,21,2884,48.0,0.4376,-R
3,20210604,MKY4343,13,Cell01,16,3248,54.0,0.2960,-R
3,20210604,MKY4343,13,Cell02,23,3022,50.3,0.4574,-R
3,20210604,MKY4343,13,Cell03,14,2975,49.5,0.2828,-R
3,20210604,MKY4343,14,Cell01, 7,2568,42.7,0.1638,-R
3,20210604,MKY4343,14,Cell02,22,3142,52.3,0.4208,-R
3,20210604,MKY4343,14,Cell03,18,2416,40.2,0.4477,-R
3,20210604,MKY4343,15,Cell01,15,2727,45.4,0.3305,-R
3,20210604,MKY4343,15,Cell02,20,3018,50.2,0.3982,-R
3,20210604,MKY4343,15,Cell03,15,2670,44.4,0.3376,-R
