 ,Mean
1,102.000
2,101.480
3,101.680
4,101.200
5,100.840
6,101.360
7,101.840
8,101.640
9,101.440
10,100.800
11,102.000
12,102.000
13,102.240
14,102.320
15,102.360
16,102.160
17,101.920
18,102.360
19,102.480
20,102.840
21,103.200
22,103.160
23,103.160
24,103.320
25,103.120
26,102.920
27,103.400
28,104.360
29,104.120
30,103.160
31,104.080
32,102.640
33,101.960
34,103.320
35,103.400
36,103.000
37,102.320
38,102.840
39,103.280
40,104.000
41,103.960
42,103.240
43,103.640
44,104.360
45,103.920
46,104.000
47,104.200
48,102.480
49,102.200
50,102.720
51,104.720
52,102.640
53,103.720
54,102.760
55,101.800
56,104.640
57,103.600
58,103.760
59,104.680
60,103.080
61,102.520
62,103.480
63,102.360
64,103.160
65,102.000
66,102.600
67,102.640
68,102.520
69,102.560
70,102.640
71,102.360
72,102.200
73,102.920
74,103.160
75,104.400
76,104.360
77,103.840
78,103.160
79,103.040
80,103.000
81,103.800
82,102.960
83,103.160
84,104.280
85,103.520
86,105.320
87,104.880
88,103.160
89,102.320
90,103.120
91,102.760
92,103.840
93,103.960
94,104.200
95,103.640
96,103.720
97,103.280
