 ,Mean
1,100.320
2,100.720
3,100.800
4,100.760
5,100.400
6,100.320
7,99.880
8,99.920
9,100.280
10,100.240
11,100.560
12,100.920
13,99.840
14,99.960
15,101.080
16,100.400
17,100.200
18,100.360
19,100.480
20,99.680
21,99.960
22,100.120
23,100.240
24,100.680
25,100.080
26,99.960
27,100.000
28,100.200
29,100.000
30,100.120
31,100.600
32,100.160
33,100.280
34,99.920
35,100.640
36,100.480
37,100.320
38,100.400
39,99.920
40,100.160
41,100.560
42,100.000
43,100.560
44,100.600
45,100.040
46,100.160
47,100.120
48,99.840
49,100.120
50,100.200
51,100.560
52,99.800
53,100.240
54,99.720
55,100.600
56,99.840
57,100.280
58,99.880
59,100.000
60,99.920
61,100.240
62,100.400
63,100.040
64,100.320
65,99.640
66,100.520
67,99.840
68,100.360
69,100.520
70,99.600
71,100.200
72,100.120
73,100.400
74,100.160
75,100.480
76,100.280
77,100.440
78,99.960
79,100.160
80,99.880
81,100.000
82,100.600
83,100.240
84,99.960
85,99.640
86,100.400
87,99.720
88,99.840
89,100.240
90,100.280
91,100.160
92,100.600
93,100.320
94,100.360
95,100.440
96,100.120
97,99.880
