 ,Mean
1,107.306
2,107.606
3,106.854
4,107.017
5,107.593
6,107.610
7,108.285
8,108.767
9,108.745
10,108.929
11,109.389
12,109.579
13,109.709
14,110.010
15,109.347
16,108.921
17,108.749
18,109.585
19,109.557
20,109.003
21,108.895
22,108.918
23,109.173
24,108.615
25,108.975
26,109.746
27,109.939
28,109.805
29,109.208
30,109.482
31,109.360
32,109.315
33,109.375
34,109.531
35,109.500
36,109.188
37,109.961
38,110.308
39,109.537
40,110.128
41,109.026
42,109.732
43,109.474
44,109.583
45,109.313
46,109.898
47,109.269
48,109.451
49,109.923
50,109.561
51,109.354
52,109.987
53,109.367
54,109.078
55,109.167
56,110.315
57,110.058
58,110.528
59,109.358
60,110.425
61,109.921
62,110.002
63,109.640
64,110.405
65,109.709
66,110.639
67,109.683
68,109.686
69,109.954
70,110.223
71,110.173
72,109.644
73,110.037
74,109.675
75,110.470
76,110.669
77,110.447
78,111.185
79,111.298
80,111.594
81,111.971
82,111.494
83,111.610
84,110.880
85,111.424
86,111.147
87,112.016
88,111.818
89,111.944
90,111.833
91,111.940
92,111.330
93,111.363
94,111.538
95,110.886
96,110.924
97,111.436
