 ,Mean
1,102.400
2,101.400
3,101.880
4,101.520
5,101.600
6,102.320
7,101.280
8,101.440
9,101.240
10,101.600
11,101.520
12,101.600
13,102.440
14,101.480
15,100.840
16,101.400
17,101.680
18,101.080
19,101.960
20,101.400
21,101.160
22,101.320
23,101.560
24,101.160
25,101.800
26,101.120
27,100.360
28,101.560
29,101.640
30,101.120
31,101.880
32,101.280
33,102.280
34,102.000
35,102.320
36,102.600
37,102.080
38,102.360
39,103.040
40,102.600
41,103.080
42,102.800
43,102.360
44,103.000
45,102.520
46,103.080
47,103.440
48,103.640
49,102.800
50,102.400
51,103.000
52,103.280
53,103.320
54,103.160
55,103.560
56,103.280
57,102.480
58,102.720
59,103.080
60,102.720
61,103.320
62,103.760
63,103.000
64,104.880
65,104.080
66,103.840
67,103.920
68,103.840
69,103.520
70,102.760
71,104.200
72,104.080
73,104.640
74,104.320
75,104.240
76,104.880
77,104.960
78,104.960
79,104.320
80,104.920
81,104.920
82,104.560
83,104.360
84,105.320
85,105.040
86,104.520
87,105.120
88,104.560
89,105.120
90,104.800
91,104.280
92,104.440
93,104.080
94,103.600
95,104.400
96,104.240
97,103.720
