 ,Mean
1,100.800
2,101.440
3,101.080
4,100.800
5,101.240
6,101.240
7,100.880
8,101.120
9,101.240
10,101.960
11,101.240
12,101.200
13,101.000
14,100.520
15,100.960
16,101.680
17,100.880
18,101.080
19,102.080
20,100.560
21,101.160
22,100.920
23,100.360
24,101.080
25,100.800
26,101.240
27,100.760
28,100.720
29,100.200
30,101.040
31,100.840
32,100.840
33,100.920
34,102.320
35,101.320
36,101.720
37,100.760
38,100.960
39,101.160
40,100.800
41,101.720
42,101.480
43,101.720
44,101.320
45,102.800
46,102.120
47,103.120
48,101.760
49,102.880
50,102.880
51,102.960
52,103.200
53,103.120
54,103.920
55,103.680
56,102.520
57,103.440
58,104.480
59,104.400
60,103.560
61,104.440
62,103.800
63,104.320
64,102.840
65,104.560
66,103.080
67,103.440
68,103.320
69,104.080
70,102.200
71,103.240
72,103.760
73,102.320
74,102.840
75,103.120
76,103.800
77,104.480
78,104.280
79,104.520
80,104.400
81,104.800
82,104.440
83,104.760
84,104.360
85,105.720
86,104.120
87,104.360
88,103.440
89,104.480
90,103.520
91,104.680
92,103.840
93,104.680
94,104.800
95,103.560
96,104.520
97,104.240
