 ,Mean
1,103.360
2,104.240
3,104.360
4,103.000
5,102.720
6,102.640
7,102.240
8,102.960
9,103.160
10,102.600
11,102.920
12,102.840
13,103.280
14,103.880
15,104.120
16,103.920
17,103.400
18,102.760
19,102.400
20,103.080
21,102.440
22,103.240
23,102.600
24,103.040
25,102.560
26,102.680
27,103.000
28,102.240
29,103.000
30,103.040
31,103.160
32,104.240
33,103.000
34,103.520
35,103.520
36,103.200
37,103.640
38,102.880
39,103.400
40,103.200
41,104.160
42,103.160
43,105.120
44,104.200
45,105.160
46,102.640
47,103.320
48,103.120
49,103.120
50,103.120
51,103.640
52,104.200
53,104.320
54,104.760
55,102.600
56,103.640
57,104.200
58,104.800
59,105.120
60,104.880
61,105.040
62,104.280
63,104.160
64,104.000
65,103.040
66,103.400
67,102.880
68,102.920
69,103.160
70,103.320
71,103.800
72,103.240
73,103.720
74,104.200
75,106.440
76,104.760
77,104.800
78,104.280
79,105.720
80,105.240
81,104.960
82,105.440
83,105.720
84,105.920
85,106.440
86,106.960
87,105.600
88,107.080
89,108.480
90,105.840
91,106.000
92,105.320
93,105.520
94,104.880
95,106.040
96,105.000
97,105.800
