 ,Mean
1,100.440
2,100.280
3,100.720
4,100.880
5,100.800
6,100.440
7,100.800
8,100.520
9,100.120
10,100.640
11,100.160
12,100.960
13,100.680
14,101.320
15,100.720
16,100.360
17,100.440
18,100.480
19,100.160
20,100.200
21,100.360
22,100.600
23,100.400
24,100.280
25,100.000
26,100.560
27,100.320
28,100.800
29,100.520
30,99.840
31,100.440
32,100.440
33,100.200
34,100.360
35,100.440
36,100.240
37,100.720
38,100.040
39,99.760
40,100.120
41,100.240
42,100.440
43,100.520
44,99.920
45,101.000
46,100.760
47,100.520
48,100.280
49,100.600
50,100.360
51,100.560
52,100.720
53,100.120
54,100.320
55,100.160
56,100.400
57,100.080
58,100.200
59,99.960
60,100.400
61,100.120
62,101.120
63,99.960
64,100.240
65,100.520
66,100.840
67,100.680
68,100.760
69,100.120
70,100.400
71,100.360
72,99.680
73,100.960
74,100.200
75,100.520
76,100.560
77,100.160
78,100.040
79,100.400
80,100.760
81,100.560
82,100.600
83,101.040
84,100.720
85,100.800
86,100.760
87,100.680
88,100.040
89,100.520
90,100.240
91,100.440
92,100.800
93,100.000
94,100.160
95,100.360
96,100.600
97,100.800
