 ,Mean
1,102.190
2,101.853
3,101.781
4,101.610
5,101.629
6,101.652
7,101.665
8,101.653
9,101.627
10,101.733
11,101.819
12,101.898
13,101.859
14,101.831
15,101.764
16,101.953
17,101.914
18,101.945
19,102.031
20,101.982
21,102.278
22,102.093
23,102.081
24,102.166
25,102.206
26,102.115
27,102.149
28,101.981
29,102.100
30,102.143
31,102.225
32,102.402
33,102.568
34,102.678
35,102.716
36,102.983
37,102.815
38,103.255
39,103.445
40,103.430
41,103.651
42,103.728
43,103.923
44,104.242
45,104.451
46,104.390
47,104.287
48,104.445
49,104.716
50,104.742
51,104.778
52,105.096
53,105.069
54,105.465
55,105.436
56,105.685
57,105.318
58,105.310
59,105.449
60,105.572
61,105.982
62,106.107
63,106.038
64,105.936
65,106.536
66,106.542
67,106.208
68,106.148
69,106.264
70,106.586
71,106.919
72,106.921
73,107.806
74,107.331
75,107.937
76,108.048
77,108.215
78,108.472
79,108.434
80,107.695
81,107.665
82,108.083
83,107.274
84,107.739
85,107.591
86,108.088
87,108.012
88,108.434
89,108.416
90,108.608
91,109.183
92,109.173
93,109.265
94,109.563
95,109.389
96,109.889
97,110.506
