 ,Mean
1,101.815
2,101.742
3,101.711
4,101.671
5,101.674
6,101.630
7,101.521
8,101.614
9,101.649
10,101.642
11,101.768
12,101.886
13,101.970
14,102.070
15,102.054
16,102.307
17,102.395
18,102.693
19,102.802
20,102.897
21,103.303
22,103.318
23,103.263
24,103.718
25,103.802
26,103.965
27,103.999
28,104.249
29,104.353
30,104.762
31,104.684
32,104.796
33,105.398
34,105.405
35,106.004
36,106.057
37,106.309
38,107.170
39,106.881
40,107.481
41,107.618
42,107.788
43,107.758
44,108.018
45,108.245
46,108.543
47,109.206
48,109.498
49,109.811
50,110.121
51,110.118
52,110.854
53,111.445
54,110.685
55,110.712
56,110.713
57,110.824
58,111.053
59,111.132
60,111.673
61,111.132
62,111.066
63,111.565
64,111.601
65,111.710
66,111.380
67,111.837
68,111.731
69,111.365
70,111.189
71,112.145
72,111.939
73,111.394
74,111.674
75,111.945
76,111.092
77,111.599
78,110.904
79,111.196
80,111.189
81,111.357
82,111.010
83,110.651
84,111.336
85,111.505
86,110.411
87,111.060
88,111.139
89,111.183
90,111.219
91,110.922
92,111.170
93,111.984
94,112.926
95,112.034
96,111.553
97,111.582
