 ,Mean
1,103.038
2,103.309
3,103.394
4,103.718
5,103.604
6,103.508
7,103.611
8,103.635
9,103.650
10,103.541
11,103.734
12,103.804
13,103.644
14,103.696
15,103.954
16,103.968
17,103.816
18,103.859
19,103.990
20,103.784
21,103.619
22,103.736
23,103.763
24,104.063
25,103.747
26,104.216
27,103.953
28,104.143
29,104.031
30,103.973
31,104.064
32,103.624
33,103.982
34,103.505
35,103.881
36,103.895
37,104.240
38,104.264
39,104.250
40,104.115
41,104.314
42,104.104
43,104.141
44,104.159
45,104.204
46,104.641
47,104.613
48,104.029
49,104.383
50,104.409
51,104.617
52,104.511
53,104.600
54,104.473
55,103.980
56,104.525
57,104.506
58,104.200
59,104.000
60,104.251
61,104.443
62,104.431
63,104.492
64,104.373
65,104.395
66,104.418
67,104.761
68,104.332
69,104.045
70,104.170
71,104.620
72,104.639
73,104.126
74,104.420
75,104.747
76,104.663
77,104.511
78,104.859
79,104.557
80,104.326
81,104.753
82,104.604
83,104.429
84,104.604
85,104.430
86,104.818
87,104.475
88,104.422
89,104.634
90,104.118
91,104.197
92,104.784
93,104.736
94,104.804
95,104.696
96,104.788
97,104.826
