 ,Mean
1,106.040
2,105.320
3,105.720
4,104.920
5,105.520
6,104.840
7,105.480
8,104.880
9,105.000
10,106.040
11,106.800
12,104.760
13,105.760
14,104.840
15,106.000
16,106.400
17,106.480
18,105.920
19,107.080
20,107.240
21,104.320
22,104.960
23,105.680
24,105.440
25,105.280
26,106.280
27,104.960
28,106.120
29,106.840
30,105.600
31,105.960
32,105.760
33,103.720
34,105.040
35,104.800
36,105.440
37,105.400
38,104.120
39,104.160
40,105.080
41,106.160
42,104.960
43,106.400
44,106.000
45,105.200
46,105.120
47,104.200
48,106.080
49,104.080
50,105.040
51,106.320
52,104.400
53,104.560
54,105.440
55,104.400
56,105.000
57,105.080
58,105.400
59,105.680
60,104.600
61,104.240
62,105.240
63,104.720
64,104.720
65,105.280
66,104.960
67,104.080
68,104.520
69,105.960
70,104.960
71,105.440
72,104.760
73,105.000
74,105.520
75,104.800
76,104.480
77,104.280
78,104.720
79,106.000
80,104.920
81,104.840
82,104.680
83,105.360
84,105.760
85,105.800
86,106.360
87,105.720
88,104.720
89,104.680
90,106.160
91,104.880
92,105.560
93,104.560
94,104.960
95,105.000
96,106.440
97,105.600
