 ,Mean
1,102.375
2,102.144
3,101.892
4,101.902
5,101.733
6,101.862
7,101.848
8,101.778
9,101.811
10,101.875
11,101.996
12,102.076
13,101.989
14,102.250
15,102.234
16,102.437
17,102.642
18,102.603
19,102.849
20,102.781
21,103.000
22,103.110
23,103.196
24,103.088
25,103.593
26,103.774
27,104.209
28,104.029
29,104.601
30,104.335
31,104.876
32,104.722
33,104.648
34,105.252
35,104.759
36,104.896
37,105.000
38,105.489
39,105.358
40,105.194
41,105.424
42,105.494
43,105.767
44,105.541
45,105.707
46,105.189
47,105.516
48,105.610
49,106.414
50,105.752
51,105.847
52,106.135
53,106.244
54,106.076
55,106.589
56,106.405
57,105.839
58,105.877
59,106.680
60,106.715
61,106.397
62,106.119
63,106.772
64,107.011
65,107.414
66,107.139
67,107.376
68,107.501
69,107.300
70,107.452
71,107.840
72,109.147
73,109.120
74,110.792
75,111.226
76,111.446
77,111.822
78,111.442
79,111.972
80,112.589
81,113.421
82,113.033
83,113.597
84,113.662
85,114.273
86,113.398
87,112.899
88,113.301
89,112.181
90,111.716
91,111.704
92,111.975
93,111.596
94,111.107
95,110.437
96,110.359
97,110.245
