 ,Mean
1,106.902
2,106.790
3,105.590
4,105.318
5,105.152
6,104.902
7,104.778
8,104.830
9,104.750
10,104.951
11,105.089
12,105.271
13,105.098
14,104.992
15,105.457
16,105.652
17,105.682
18,105.371
19,105.559
20,105.690
21,105.760
22,105.424
23,105.778
24,105.855
25,106.175
26,105.812
27,105.792
28,105.642
29,105.678
30,106.142
31,105.958
32,105.943
33,105.647
34,105.446
35,106.037
36,105.492
37,106.141
38,106.183
39,105.739
40,106.014
41,105.720
42,106.047
43,106.499
44,106.407
45,106.451
46,105.901
47,106.227
48,106.017
49,105.964
50,106.227
51,105.980
52,106.235
53,105.667
54,106.285
55,106.008
56,105.893
57,106.625
58,106.302
59,105.992
60,105.696
61,105.905
62,105.715
63,106.113
64,105.761
65,105.920
66,105.489
67,105.843
68,105.450
69,105.958
70,106.017
71,105.481
72,106.144
73,106.458
74,106.415
75,106.341
76,105.769
77,105.820
78,105.951
79,105.584
80,106.007
81,105.935
82,105.685
83,106.159
84,106.212
85,105.878
86,105.557
87,105.949
88,106.272
89,106.075
90,105.869
91,106.264
92,106.304
93,105.946
94,105.783
95,106.078
96,106.016
97,105.668
