 ,Mean
1,102.082
2,101.652
3,101.651
4,101.478
5,101.543
6,101.438
7,101.406
8,101.382
9,101.475
10,101.344
11,101.321
12,101.396
13,101.361
14,101.657
15,101.525
16,101.499
17,101.409
18,101.489
19,101.491
20,101.629
21,101.546
22,101.725
23,101.701
24,101.609
25,101.830
26,101.945
27,101.682
28,101.788
29,101.751
30,101.928
31,101.888
32,102.165
33,102.316
34,102.307
35,102.169
36,102.501
37,102.536
38,102.526
39,102.820
40,102.772
41,102.916
42,103.102
43,103.141
44,103.341
45,103.367
46,103.514
47,103.414
48,103.934
49,103.949
50,104.208
51,104.336
52,104.307
53,104.588
54,104.872
55,105.038
56,105.312
57,105.706
58,105.656
59,105.473
60,105.864
61,105.596
62,106.225
63,106.149
64,106.444
65,107.038
66,106.875
67,106.767
68,106.731
69,107.175
70,107.389
71,107.186
72,107.495
73,107.002
74,107.462
75,107.500
76,107.685
77,107.300
78,107.301
79,107.596
80,107.826
81,107.691
82,108.138
83,108.164
84,108.424
85,108.621
86,109.044
87,108.155
88,107.786
89,108.109
90,107.956
91,107.762
92,108.167
93,108.081
94,108.694
95,108.449
96,108.641
97,108.280
