 ,Mean
1,102.600
2,101.600
3,102.080
4,103.240
5,102.280
6,103.360
7,102.400
8,102.120
9,102.480
10,102.520
11,102.280
12,102.080
13,103.560
14,103.880
15,103.440
16,103.080
17,104.120
18,104.080
19,104.640
20,103.760
21,102.920
22,103.320
23,104.120
24,103.960
25,103.800
26,104.560
27,103.440
28,103.080
29,102.880
30,103.600
31,103.960
32,104.000
33,103.920
34,102.280
35,102.240
36,102.160
37,102.240
38,101.240
39,103.000
40,102.880
41,103.640
42,103.000
43,103.440
44,104.080
45,104.720
46,104.120
47,103.880
48,104.320
49,105.560
50,103.400
51,103.800
52,103.600
53,103.960
54,104.480
55,104.160
56,105.720
57,103.640
58,104.640
59,104.920
60,104.920
61,103.560
62,104.520
63,106.080
64,104.000
65,104.920
66,104.200
67,104.840
68,104.480
69,103.960
70,104.560
71,104.120
72,103.960
73,103.480
74,104.560
75,104.960
76,104.600
77,104.160
78,104.280
79,105.440
80,104.720
81,105.960
82,105.200
83,104.960
84,106.160
85,105.480
86,106.360
87,106.200
88,106.520
89,105.680
90,106.160
91,106.680
92,106.160
93,105.520
94,105.400
95,105.000
96,106.040
97,106.120
