 ,Mean
1,106.746
2,106.973
3,107.280
4,107.424
5,107.557
6,107.700
7,107.000
8,107.235
9,108.223
10,107.050
11,107.390
12,107.028
13,108.477
14,107.490
15,107.353
16,107.045
17,107.998
18,108.204
19,107.180
20,107.094
21,106.614
22,107.064
23,107.243
24,107.422
25,107.414
26,107.375
27,107.174
28,107.409
29,107.233
30,107.203
31,107.724
32,107.398
33,107.970
34,107.852
35,107.989
36,107.565
37,107.693
38,108.337
39,108.074
40,107.777
41,108.070
42,107.949
43,107.968
44,108.195
45,107.877
46,107.845
47,107.252
48,107.623
49,108.117
50,108.317
51,107.970
52,107.642
53,107.382
54,107.309
55,107.509
56,108.254
57,107.553
58,107.485
59,108.227
60,107.578
61,107.025
62,107.558
63,107.878
64,108.145
65,108.011
66,108.255
67,107.377
68,107.882
69,108.086
70,108.080
71,108.970
72,108.385
73,107.871
74,107.790
75,108.754
76,107.865
77,108.355
78,108.097
79,108.620
80,108.495
81,108.266
82,108.964
83,108.236
84,108.564
85,108.875
86,109.032
87,109.012
88,109.526
89,109.134
90,109.496
91,108.564
92,109.287
93,109.470
94,109.401
95,108.767
96,109.214
97,109.244
