 ,Mean
1,104.984
2,104.579
3,104.387
4,104.402
5,104.176
6,103.958
7,104.786
8,105.180
9,105.419
10,106.044
11,105.768
12,106.478
13,106.280
14,106.597
15,106.765
16,106.614
17,106.682
18,106.341
19,107.058
20,107.252
21,106.839
22,107.292
23,106.689
24,107.128
25,107.589
26,107.068
27,106.367
28,107.004
29,107.082
30,106.721
31,106.610
32,107.136
33,107.041
34,107.079
35,106.717
36,107.514
37,106.950
38,107.131
39,107.213
40,107.396
41,107.144
42,106.098
43,105.622
44,106.596
45,106.742
46,106.699
47,106.045
48,105.437
49,105.694
50,105.644
51,105.331
52,105.115
53,105.200
54,105.592
55,105.671
56,105.062
57,104.892
58,105.380
59,105.222
60,105.979
61,105.736
62,105.284
63,104.966
64,105.374
65,105.444
66,105.378
67,105.522
68,104.996
69,105.499
70,106.196
71,106.758
72,106.158
73,106.083
74,106.599
75,106.109
76,106.659
77,106.915
78,106.742
79,106.739
80,107.398
81,107.116
82,107.412
83,107.656
84,107.704
85,106.794
86,107.563
87,107.254
88,107.674
89,107.779
90,107.872
91,106.578
92,107.752
93,107.359
94,107.828
95,107.645
96,107.174
97,107.339
