 ,Mean
1,103.000
2,102.920
3,103.040
4,102.160
5,102.320
6,102.920
7,103.320
8,102.080
9,101.920
10,101.920
11,103.160
12,102.680
13,103.240
14,103.120
15,102.680
16,103.240
17,102.720
18,102.800
19,103.000
20,102.960
21,103.960
22,103.200
23,103.320
24,103.560
25,104.480
26,104.320
27,103.280
28,104.880
29,103.760
30,104.920
31,104.200
32,104.440
33,105.200
34,105.280
35,104.640
36,105.680
37,103.600
38,104.520
39,105.440
40,106.120
41,106.240
42,108.520
43,106.400
44,106.360
45,105.640
46,105.560
47,107.040
48,105.480
49,105.240
50,106.840
51,106.240
52,104.400
53,106.440
54,105.640
55,105.800
56,105.480
57,104.720
58,105.320
59,104.000
60,104.760
61,105.680
62,103.800
63,104.160
64,105.800
65,106.840
66,105.720
67,105.400
68,104.760
69,106.320
70,106.400
71,104.880
72,105.640
73,106.320
74,106.960
75,105.960
76,106.360
77,106.840
78,104.840
79,106.280
80,106.320
81,105.640
82,106.240
83,106.400
84,107.400
85,107.120
86,105.440
87,106.040
88,105.560
89,105.960
90,107.320
91,104.800
92,106.880
93,107.840
94,104.880
95,104.240
96,106.720
97,107.280
