 ,Mean
1,104.560
2,103.320
3,103.040
4,102.920
5,103.560
6,103.760
7,103.560
8,103.960
9,103.440
10,103.880
11,104.080
12,103.920
13,104.560
14,105.160
15,105.040
16,105.160
17,106.040
18,105.560
19,104.920
20,104.760
21,104.960
22,105.760
23,105.560
24,104.600
25,105.880
26,104.280
27,104.080
28,104.640
29,103.960
30,104.240
31,104.800
32,104.800
33,104.240
34,104.400
35,105.160
36,104.640
37,104.800
38,104.880
39,104.960
40,104.200
41,104.880
42,105.080
43,104.560
44,104.840
45,105.560
46,105.000
47,105.080
48,105.400
49,104.160
50,105.800
51,105.120
52,105.080
53,105.440
54,104.720
55,104.800
56,105.520
57,104.720
58,104.960
59,105.280
60,105.120
61,104.840
62,104.120
63,104.680
64,104.840
65,105.760
66,105.040
67,108.360
68,105.880
69,105.000
70,104.640
71,104.640
72,105.280
73,105.000
74,104.440
75,104.960
76,105.080
77,104.600
78,105.040
79,105.120
80,104.840
81,105.400
82,105.960
83,107.000
84,105.720
85,106.480
86,105.800
87,107.480
88,107.320
89,106.960
90,107.640
91,107.120
92,106.560
93,107.280
94,108.200
95,107.280
96,107.160
97,108.000
