 ,Mean
1,100.720
2,100.440
3,99.400
4,100.320
5,100.000
6,100.440
7,100.840
8,100.440
9,100.440
10,100.360
11,100.240
12,100.400
13,100.560
14,99.960
15,100.080
16,100.720
17,100.720
18,100.200
19,100.320
20,100.400
21,100.600
22,100.840
23,100.120
24,100.000
25,100.280
26,100.360
27,100.680
28,100.560
29,100.120
30,100.280
31,100.280
32,100.040
33,100.320
34,100.240
35,99.920
36,100.880
37,100.320
38,100.360
39,99.960
40,99.880
41,99.960
42,100.120
43,100.320
44,100.640
45,99.920
46,100.000
47,100.760
48,99.880
49,100.440
50,100.200
51,100.960
52,100.080
53,101.040
54,100.120
55,100.240
56,99.960
57,100.160
58,99.720
59,100.200
60,100.600
61,100.120
62,100.240
63,100.440
64,99.920
65,99.960
66,100.040
67,100.120
68,100.160
69,100.440
70,99.360
71,100.200
72,100.320
73,100.240
74,100.320
75,100.360
76,99.800
77,100.040
78,99.880
79,100.160
80,100.280
81,100.080
82,100.960
83,100.320
84,100.720
85,99.880
86,99.960
87,100.120
88,99.880
89,100.280
90,100.640
91,99.760
92,99.800
93,100.120
94,99.760
95,100.440
96,100.840
97,100.400
