 ,Mean
1,103.560
2,103.240
3,102.920
4,103.040
5,102.120
6,102.360
7,102.760
8,102.640
9,103.000
10,102.880
11,103.200
12,103.480
13,103.600
14,102.760
15,102.400
16,102.920
17,103.560
18,102.600
19,102.760
20,101.880
21,102.040
22,103.160
23,103.240
24,102.440
25,101.880
26,102.760
27,103.200
28,103.640
29,103.920
30,103.120
31,103.080
32,102.440
33,102.280
34,103.160
35,102.560
36,103.000
37,102.880
38,103.960
39,102.920
40,103.760
41,104.240
42,103.200
43,104.480
44,103.680
45,104.320
46,103.960
47,103.800
48,103.280
49,103.480
50,103.480
51,103.480
52,103.680
53,103.760
54,104.560
55,103.960
56,104.840
57,105.960
58,105.400
59,103.960
60,102.760
61,102.720
62,102.280
63,103.440
64,104.480
65,103.400
66,103.520
67,104.240
68,104.120
69,104.560
70,105.080
71,104.480
72,104.760
73,104.520
74,105.120
75,104.080
76,104.440
77,104.320
78,104.880
79,105.120
80,106.040
81,105.720
82,105.600
83,106.960
84,104.720
85,105.920
86,105.600
87,105.120
88,105.280
89,105.520
90,106.320
91,105.320
92,105.040
93,105.560
94,105.840
95,105.920
96,105.640
97,107.480
