 ,Mean
1,113.081
2,114.229
3,113.979
4,115.721
5,114.201
6,113.421
7,114.366
8,114.622
9,114.129
10,114.644
11,113.529
12,114.331
13,113.441
14,114.953
15,114.097
16,112.469
17,114.513
18,112.748
19,114.260
20,113.984
21,114.042
22,115.042
23,112.960
24,113.459
25,113.604
26,112.947
27,113.405
28,113.292
29,114.197
30,113.294
31,113.172
32,112.842
33,113.105
34,111.352
35,112.040
36,113.579
37,113.774
38,113.934
39,112.590
40,113.308
41,113.377
42,113.408
43,114.261
44,113.187
45,112.280
46,114.500
47,113.276
48,112.906
49,113.229
50,113.147
51,113.335
52,112.697
53,112.899
54,113.883
55,112.796
56,113.275
57,113.426
58,113.744
59,113.154
60,113.858
61,114.125
62,112.254
63,113.537
64,113.449
65,113.409
66,114.052
67,113.270
68,112.710
69,114.192
70,114.177
71,113.261
72,112.614
73,114.866
74,113.619
75,112.832
76,112.963
77,113.996
78,113.229
79,113.413
80,113.597
81,113.009
82,113.043
83,113.515
84,113.771
85,113.908
86,112.764
87,112.915
88,113.314
89,113.555
90,113.580
91,112.803
92,112.819
93,113.352
94,113.600
95,114.100
96,112.775
97,113.197
