 ,Mean
1,103.480
2,102.280
3,101.840
4,101.480
5,101.920
6,101.840
7,101.480
8,101.600
9,101.760
10,101.320
11,102.320
12,101.400
13,102.000
14,102.080
15,101.720
16,101.360
17,101.360
18,101.640
19,102.040
20,101.320
21,101.760
22,102.640
23,101.760
24,101.920
25,101.560
26,101.880
27,100.960
28,101.000
29,101.360
30,101.360
31,101.680
32,101.440
33,101.800
34,102.080
35,102.240
36,102.000
37,101.400
38,101.680
39,101.920
40,103.400
41,102.520
42,102.760
43,103.200
44,103.640
45,103.880
46,103.680
47,104.200
48,104.800
49,104.200
50,104.000
51,103.800
52,103.640
53,104.480
54,103.760
55,104.440
56,103.480
57,104.520
58,104.800
59,104.640
60,104.040
61,105.040
62,104.560
63,105.200
64,103.760
65,105.240
66,103.560
67,104.960
68,103.920
69,103.720
70,104.840
71,105.080
72,104.920
73,104.240
74,104.560
75,104.120
76,104.560
77,104.800
78,104.000
79,104.280
80,105.400
81,104.760
82,104.960
83,105.560
84,104.280
85,106.160
86,105.360
87,107.200
88,105.320
89,105.080
90,104.440
91,103.800
92,106.280
93,103.720
94,105.680
95,105.440
96,104.200
97,104.000
