 ,Mean
1,102.608
2,102.544
3,102.415
4,102.416
5,102.316
6,102.199
7,102.232
8,102.243
9,102.224
10,102.226
11,102.334
12,102.226
13,102.094
14,102.290
15,102.435
16,102.686
17,102.402
18,102.559
19,102.881
20,103.032
21,103.262
22,103.554
23,103.472
24,103.797
25,103.906
26,104.329
27,104.496
28,104.763
29,105.025
30,105.366
31,105.610
32,106.124
33,106.257
34,106.912
35,106.681
36,106.525
37,107.068
38,107.610
39,106.951
40,107.645
41,109.429
42,108.608
43,109.762
44,109.869
45,108.132
46,107.996
47,112.409
48,110.362
49,112.302
50,111.287
51,110.698
52,111.263
53,109.539
54,109.574
55,111.916
56,113.514
57,113.367
58,112.768
59,113.435
60,111.781
61,111.576
62,112.514
63,113.602
64,112.398
65,114.883
66,112.404
67,114.174
68,115.435
69,113.942
70,112.373
71,114.433
72,114.290
73,115.865
74,114.018
75,115.027
76,114.597
77,115.057
78,116.226
79,116.182
80,117.991
81,117.718
82,119.189
83,118.776
84,119.661
85,119.650
86,120.028
87,121.722
88,121.482
89,120.648
90,121.060
91,123.778
92,123.179
93,124.248
94,123.537
95,123.495
96,122.048
97,121.105
