 ,Mean
1,101.486
2,101.321
3,101.231
4,101.153
5,101.084
6,101.095
7,101.044
8,101.097
9,101.125
10,101.084
11,101.148
12,101.163
13,101.221
14,101.206
15,101.117
16,101.225
17,101.289
18,101.368
19,101.319
20,101.314
21,101.554
22,101.609
23,101.690
24,101.624
25,101.948
26,102.010
27,101.971
28,102.072
29,102.110
30,102.337
31,102.365
32,102.385
33,102.630
34,102.629
35,102.702
36,103.066
37,102.864
38,103.027
39,102.968
40,103.304
41,103.162
42,103.462
43,103.657
44,103.537
45,103.469
46,104.025
47,103.695
48,103.942
49,103.900
50,104.106
51,104.047
52,104.279
53,104.254
54,104.408
55,104.309
56,104.977
57,104.579
58,104.807
59,105.111
60,104.998
61,105.182
62,105.966
63,105.506
64,105.927
65,106.239
66,106.627
67,106.163
68,106.721
69,106.932
70,107.008
71,107.213
72,107.452
73,107.847
74,107.309
75,107.484
76,107.681
77,107.642
78,107.674
79,107.885
80,107.638
81,108.016
82,108.078
83,108.272
84,107.981
85,108.346
86,107.727
87,107.856
88,107.665
89,107.475
90,107.127
91,107.501
92,107.340
93,107.307
94,107.110
95,106.870
96,106.691
97,106.482
