 ,Mean
1,105.960
2,104.920
3,104.200
4,103.280
5,103.280
6,103.400
7,103.920
8,103.480
9,102.840
10,103.800
11,105.000
12,104.880
13,104.280
14,104.760
15,104.120
16,104.200
17,103.760
18,105.120
19,105.520
20,103.320
21,105.160
22,103.080
23,102.640
24,102.680
25,103.520
26,103.160
27,102.800
28,102.760
29,103.480
30,104.400
31,102.120
32,103.480
33,102.520
34,103.160
35,103.520
36,104.480
37,103.800
38,102.920
39,104.640
40,103.760
41,104.120
42,103.160
43,104.280
44,103.920
45,103.760
46,103.640
47,104.480
48,104.680
49,104.320
50,104.360
51,105.520
52,104.800
53,106.080
54,106.320
55,106.000
56,105.440
57,104.240
58,104.000
59,104.320
60,105.440
61,105.120
62,105.800
63,105.280
64,105.120
65,105.520
66,104.360
67,105.160
68,105.480
69,105.600
70,105.080
71,103.960
72,105.680
73,105.320
74,105.000
75,105.000
76,104.880
77,105.560
78,106.040
79,104.880
80,104.360
81,105.480
82,105.520
83,106.480
84,106.000
85,107.720
86,106.440
87,108.800
88,107.440
89,106.880
90,108.120
91,109.000
92,106.400
93,106.200
94,106.040
95,105.480
96,106.960
97,106.600
