 ,Mean
1,100.680
2,99.760
3,100.520
4,99.840
5,100.600
6,100.000
7,100.040
8,100.160
9,99.520
10,100.240
11,100.320
12,99.840
13,100.080
14,100.040
15,100.000
16,100.200
17,100.160
18,100.240
19,100.200
20,99.520
21,99.640
22,100.120
23,99.840
24,100.200
25,100.240
26,100.000
27,100.040
28,99.880
29,100.240
30,100.200
31,100.480
32,100.160
33,100.360
34,100.400
35,100.400
36,100.000
37,100.520
38,100.080
39,100.200
40,100.160
41,99.880
42,100.360
43,100.280
44,100.240
45,99.800
46,100.760
47,100.400
48,100.480
49,99.720
50,100.200
51,100.960
52,100.320
53,99.800
54,100.280
55,100.560
56,100.320
57,100.520
58,100.000
59,100.800
60,100.200
61,100.040
62,100.080
63,100.200
64,100.480
65,100.480
66,100.600
67,100.160
68,100.000
69,100.400
70,99.880
71,99.920
72,100.040
73,100.360
74,100.400
75,99.880
76,100.560
77,99.720
78,100.520
79,100.680
80,100.160
81,100.440
82,100.240
83,99.920
84,99.760
85,100.520
86,100.320
87,100.800
88,100.480
89,99.960
90,100.160
91,99.960
92,100.160
93,100.600
94,100.440
95,100.240
96,100.240
97,100.440
