 ,Mean
1,105.200
2,105.040
3,105.440
4,105.520
5,104.840
6,104.840
7,105.400
8,104.840
9,105.640
10,105.040
11,104.560
12,105.680
13,104.920
14,106.320
15,105.800
16,105.320
17,105.560
18,105.520
19,105.160
20,106.520
21,104.960
22,104.520
23,104.680
24,104.480
25,105.320
26,105.920
27,105.560
28,103.680
29,103.560
30,103.480
31,103.840
32,104.880
33,104.480
34,104.640
35,104.400
36,104.400
37,103.520
38,105.240
39,105.080
40,104.040
41,105.640
42,104.640
43,103.480
44,105.280
45,104.200
46,104.680
47,104.000
48,105.200
49,104.560
50,104.240
51,105.000
52,104.720
53,105.280
54,104.840
55,104.360
56,105.200
57,104.680
58,104.760
59,105.320
60,105.920
61,106.040
62,104.080
63,104.080
64,105.280
65,105.040
66,105.000
67,105.440
68,105.000
69,105.320
70,105.280
71,105.040
72,106.480
73,105.200
74,105.320
75,104.480
76,103.840
77,105.000
78,104.640
79,105.000
80,105.000
81,104.400
82,104.040
83,104.600
84,104.200
85,104.000
86,105.960
87,104.920
88,105.320
89,104.520
90,105.200
91,104.920
92,105.760
93,104.880
94,105.240
95,105.360
96,104.440
97,105.400
