 ,Mean
1,104.061
2,104.394
3,104.518
4,104.708
5,104.997
6,105.194
7,104.855
8,105.570
9,105.774
10,105.985
11,105.844
12,105.973
13,105.755
14,105.902
15,105.476
16,106.063
17,105.618
18,105.557
19,105.559
20,105.949
21,105.797
22,105.781
23,106.098
24,105.530
25,105.838
26,105.701
27,105.667
28,105.904
29,106.081
30,106.184
31,105.837
32,106.145
33,106.146
34,106.146
35,106.020
36,106.252
37,105.797
38,105.847
39,105.978
40,105.886
41,105.893
42,106.142
43,106.139
44,106.507
45,106.056
46,106.010
47,106.008
48,105.979
49,106.156
50,105.906
51,105.857
52,105.469
53,106.260
54,106.005
55,105.837
56,106.098
57,106.202
58,105.890
59,106.593
60,106.136
61,105.919
62,106.484
63,105.955
64,106.454
65,106.738
66,105.890
67,106.198
68,106.144
69,106.327
70,106.879
71,106.473
72,106.899
73,106.621
74,106.597
75,106.490
76,106.860
77,107.063
78,106.367
79,107.008
80,107.091
81,106.412
82,106.691
83,106.744
84,106.660
85,107.206
86,107.208
87,106.999
88,106.963
89,107.012
90,107.100
91,107.165
92,107.001
93,106.814
94,106.647
95,106.959
96,107.115
97,107.004
