 ,Mean
1,106.040
2,104.760
3,104.880
4,105.320
5,104.680
6,105.520
7,106.440
8,106.920
9,106.160
10,107.120
11,104.560
12,107.920
13,108.040
14,108.880
15,107.720
16,106.640
17,104.720
18,105.920
19,103.560
20,105.160
21,105.680
22,104.680
23,106.840
24,105.440
25,105.920
26,106.800
27,107.680
28,108.160
29,108.200
30,105.880
31,106.040
32,106.760
33,105.280
34,104.400
35,104.560
36,104.320
37,107.800
38,106.000
39,103.600
40,106.000
41,105.520
42,106.360
43,107.120
44,106.960
45,106.480
46,107.600
47,106.320
48,106.360
49,106.120
50,107.800
51,106.080
52,104.520
53,106.040
54,106.400
55,105.400
56,106.520
57,107.040
58,106.560
59,106.360
60,105.200
61,106.320
62,106.400
63,108.040
64,105.280
65,107.600
66,105.560
67,105.600
68,105.120
69,105.880
70,107.480
71,106.920
72,106.520
73,105.720
74,106.600
75,107.240
76,108.960
77,105.960
78,107.600
79,105.800
80,105.720
81,106.560
82,108.240
83,106.640
84,106.760
85,106.400
86,106.760
87,105.760
88,105.080
89,107.560
90,107.480
91,106.480
92,107.800
93,108.080
94,106.640
95,106.680
96,105.680
97,107.560
