 ,Mean
1,103.666
2,103.218
3,103.194
4,103.175
5,103.037
6,103.113
7,103.332
8,103.280
9,103.726
10,103.993
11,103.992
12,104.147
13,104.089
14,104.268
15,104.304
16,104.336
17,104.221
18,104.093
19,103.978
20,104.284
21,104.349
22,104.426
23,104.535
24,104.536
25,104.611
26,104.870
27,104.882
28,104.853
29,105.235
30,105.333
31,104.995
32,105.115
33,105.166
34,105.285
35,105.187
36,105.142
37,105.293
38,105.645
39,105.645
40,105.527
41,105.679
42,106.154
43,105.749
44,106.513
45,106.711
46,107.217
47,107.027
48,107.643
49,107.543
50,108.215
51,109.012
52,108.635
53,108.744
54,108.795
55,108.944
56,110.245
57,110.116
58,109.680
59,109.760
60,110.355
61,110.865
62,111.432
63,111.848
64,113.033
65,112.597
66,113.478
67,115.113
68,114.416
69,114.903
70,115.751
71,116.464
72,116.165
73,116.416
74,116.421
75,117.345
76,116.764
77,118.238
78,117.786
79,117.641
80,118.077
81,117.795
82,118.358
83,120.179
84,119.042
85,118.769
86,118.661
87,118.156
88,117.662
89,117.381
90,117.391
91,117.552
92,117.959
93,116.849
94,117.359
95,116.401
96,116.018
97,116.128
