 ,Mean
1,100.560
2,100.600
3,100.480
4,100.120
5,100.080
6,100.400
7,100.400
8,100.240
9,100.800
10,100.800
11,100.640
12,100.720
13,100.200
14,99.240
15,100.080
16,100.280
17,100.360
18,100.960
19,100.560
20,100.720
21,101.000
22,100.240
23,99.920
24,101.520
25,99.920
26,100.560
27,100.360
28,100.760
29,100.520
30,100.240
31,100.400
32,100.680
33,100.080
34,100.080
35,100.440
36,99.680
37,100.120
38,100.240
39,99.880
40,100.400
41,100.160
42,100.760
43,100.360
44,100.440
45,99.800
46,100.160
47,100.240
48,100.440
49,100.440
50,100.640
51,100.320
52,100.600
53,100.720
54,100.400
55,100.720
56,99.920
57,100.200
58,100.480
59,100.600
60,100.480
61,100.600
62,100.640
63,99.920
64,100.480
65,100.560
66,100.040
67,100.680
68,99.640
69,100.560
70,100.640
71,100.480
72,100.520
73,100.640
74,100.400
75,100.080
76,99.960
77,100.160
78,100.640
79,100.920
80,100.320
81,100.600
82,100.840
83,100.320
84,100.320
85,99.720
86,100.840
87,99.720
88,100.240
89,100.240
90,100.800
91,100.400
92,100.800
93,100.520
94,99.880
95,99.760
96,100.360
97,99.880
