 ,Mean
1,100.840
2,100.280
3,100.520
4,100.600
5,100.280
6,100.200
7,99.920
8,100.280
9,100.400
10,100.480
11,100.200
12,99.840
13,100.080
14,100.480
15,100.480
16,101.120
17,99.560
18,100.080
19,100.080
20,100.080
21,100.160
22,100.520
23,99.960
24,100.320
25,100.040
26,100.240
27,100.280
28,100.800
29,100.160
30,100.600
31,100.400
32,99.640
33,99.560
34,100.440
35,100.600
36,100.240
37,100.000
38,100.360
39,100.720
40,100.280
41,100.440
42,100.520
43,101.000
44,101.120
45,100.360
46,100.160
47,100.240
48,100.160
49,99.480
50,100.040
51,100.840
52,100.680
53,100.120
54,100.400
55,100.400
56,99.920
57,100.600
58,100.400
59,100.120
60,100.440
61,100.360
62,100.200
63,99.960
64,100.600
65,99.760
66,99.320
67,100.080
68,100.520
69,99.960
70,100.160
71,100.120
72,100.920
73,100.680
74,100.400
75,100.480
76,100.560
77,100.200
78,100.280
79,100.680
80,100.800
81,100.240
82,100.160
83,100.520
84,100.240
85,100.400
86,100.240
87,100.120
88,101.080
89,100.040
90,100.160
91,100.560
92,100.640
93,100.480
94,100.560
95,100.240
96,100.680
97,100.320
