 ,Mean
1,102.283
2,101.971
3,102.048
4,101.994
5,102.038
6,101.922
7,101.932
8,101.886
9,102.065
10,101.907
11,102.151
12,102.215
13,102.273
14,102.329
15,102.367
16,102.395
17,102.468
18,102.486
19,102.740
20,102.883
21,103.048
22,103.629
23,103.634
24,103.774
25,103.598
26,104.282
27,104.298
28,104.211
29,104.297
30,104.006
31,104.067
32,104.298
33,104.203
34,104.277
35,104.409
36,104.643
37,104.402
38,104.511
39,104.806
40,104.585
41,104.941
42,104.875
43,105.242
44,105.528
45,104.996
46,105.006
47,105.238
48,105.532
49,105.943
50,105.421
51,106.088
52,106.184
53,106.351
54,106.490
55,105.651
56,105.485
57,104.861
58,104.806
59,104.884
60,104.895
61,105.539
62,105.283
63,106.104
64,105.982
65,106.058
66,106.154
67,106.106
68,106.081
69,106.726
70,106.744
71,107.230
72,107.471
73,106.812
74,107.328
75,106.508
76,107.257
77,107.774
78,107.794
79,107.667
80,108.569
81,108.612
82,109.471
83,110.574
84,110.593
85,111.460
86,110.823
87,111.059
88,111.532
89,113.074
90,112.159
91,112.049
92,112.755
93,112.667
94,112.131
95,112.660
96,112.876
97,113.279
