 ,Mean
1,100.320
2,100.120
3,100.360
4,100.000
5,100.280
6,100.320
7,100.560
8,100.400
9,100.240
10,100.400
11,100.560
12,99.640
13,99.920
14,100.000
15,100.280
16,100.120
17,100.280
18,100.120
19,100.160
20,100.320
21,100.480
22,100.800
23,100.200
24,99.840
25,100.840
26,100.400
27,100.520
28,100.000
29,100.440
30,100.920
31,100.960
32,101.200
33,100.480
34,100.480
35,100.840
36,100.560
37,100.800
38,100.120
39,100.600
40,100.560
41,100.120
42,100.000
43,100.040
44,100.560
45,100.840
46,100.440
47,100.200
48,99.640
49,100.240
50,100.320
51,100.960
52,100.280
53,100.720
54,100.560
55,100.400
56,101.160
57,101.000
58,100.560
59,100.520
60,99.880
61,100.240
62,99.920
63,100.120
64,100.920
65,100.320
66,100.160
67,100.360
68,100.480
69,100.600
70,100.600
71,100.520
72,100.800
73,100.240
74,100.440
75,101.200
76,100.160
77,99.520
78,100.280
79,100.320
80,100.760
81,100.760
82,100.120
83,100.320
84,100.480
85,100.760
86,100.440
87,100.440
88,100.240
89,100.480
90,100.080
91,101.160
92,100.800
93,100.600
94,100.600
95,100.400
96,100.240
97,100.320
