 ,Mean
1,106.606
2,106.220
3,106.293
4,105.990
5,106.451
6,107.098
7,107.461
8,107.635
9,108.591
10,107.754
11,108.367
12,108.193
13,108.529
14,107.645
15,108.179
16,108.070
17,108.126
18,107.656
19,107.844
20,108.627
21,108.286
22,107.861
23,107.723
24,106.974
25,106.789
26,107.166
27,106.997
28,106.400
29,106.349
30,106.089
31,105.779
32,105.668
33,105.363
34,105.711
35,106.180
36,106.748
37,105.791
38,106.707
39,106.080
40,106.452
41,106.267
42,106.368
43,107.245
44,106.757
45,106.945
46,106.757
47,106.599
48,107.221
49,106.858
50,106.853
51,107.080
52,107.149
53,107.536
54,107.386
55,106.807
56,107.496
57,107.546
58,107.947
59,107.525
60,108.460
61,107.834
62,108.605
63,108.539
64,109.251
65,108.759
66,108.764
67,108.460
68,108.752
69,108.178
70,109.228
71,108.923
72,109.758
73,109.657
74,108.570
75,108.931
76,109.251
77,109.873
78,108.834
79,109.467
80,109.447
81,109.153
82,109.708
83,109.659
84,109.985
85,110.019
86,110.060
87,109.975
88,110.094
89,109.973
90,109.721
91,110.299
92,110.395
93,110.289
94,110.157
95,110.135
96,109.982
97,109.595
