 ,Mean
1,100.600
2,100.240
3,100.360
4,100.800
5,100.440
6,100.720
7,100.520
8,100.120
9,99.760
10,100.040
11,100.040
12,100.520
13,100.360
14,99.960
15,100.720
16,100.320
17,100.680
18,100.320
19,100.080
20,100.960
21,100.280
22,100.120
23,99.800
24,99.760
25,100.600
26,100.120
27,99.640
28,100.720
29,100.480
30,99.880
31,100.480
32,100.040
33,99.720
34,99.840
35,100.440
36,100.440
37,100.920
38,99.520
39,100.320
40,100.280
41,100.480
42,100.160
43,100.360
44,100.520
45,100.760
46,100.600
47,100.040
48,100.600
49,100.280
50,100.640
51,100.400
52,100.120
53,100.200
54,100.920
55,100.320
56,99.680
57,100.640
58,100.760
59,100.400
60,99.840
61,99.920
62,100.120
63,100.760
64,99.840
65,99.880
66,100.240
67,100.720
68,100.320
69,100.480
70,99.800
71,100.360
72,99.720
73,101.280
74,100.160
75,99.760
76,99.880
77,100.440
78,100.240
79,100.000
80,100.360
81,100.040
82,100.320
83,100.200
84,100.080
85,99.880
86,100.400
87,100.520
88,99.720
89,100.120
90,100.480
91,100.760
92,100.200
93,100.120
94,100.360
95,100.880
96,100.560
97,100.080
