 ,Mean
1,105.200
2,104.920
3,103.640
4,102.960
5,103.120
6,102.320
7,103.120
8,102.080
9,102.680
10,102.800
11,102.760
12,104.800
13,105.960
14,104.120
15,104.920
16,103.560
17,105.680
18,105.120
19,105.840
20,105.680
21,103.920
22,104.320
23,102.800
24,103.600
25,103.200
26,105.040
27,105.480
28,102.280
29,103.920
30,105.240
31,103.920
32,102.120
33,103.000
34,102.680
35,103.960
36,103.920
37,102.960
38,103.680
39,103.000
40,103.040
41,103.560
42,102.920
43,103.640
44,103.520
45,102.720
46,104.360
47,103.680
48,103.120
49,102.560
50,103.680
51,102.160
52,104.320
53,102.880
54,103.160
55,103.320
56,104.040
57,102.760
58,103.200
59,103.200
60,104.000
61,102.680
62,103.840
63,103.560
64,103.040
65,103.720
66,105.160
67,103.040
68,104.000
69,103.080
70,104.680
71,102.760
72,102.640
73,104.200
74,104.120
75,104.640
76,104.240
77,104.960
78,105.560
79,104.440
80,104.040
81,104.320
82,103.800
83,104.920
84,104.320
85,103.280
86,104.400
87,104.640
88,104.680
89,106.840
90,105.960
91,105.440
92,103.160
93,103.800
94,105.480
95,105.440
96,105.600
97,104.400
