 ,Mean
1,101.160
2,100.480
3,100.400
4,100.000
5,100.320
6,99.920
7,100.480
8,100.520
9,99.960
10,100.080
11,100.160
12,100.880
13,99.920
14,100.080
15,100.880
16,100.600
17,100.520
18,100.760
19,100.920
20,100.080
21,100.440
22,100.680
23,100.280
24,100.360
25,100.800
26,100.240
27,100.800
28,100.280
29,99.760
30,100.120
31,100.640
32,100.600
33,100.680
34,100.720
35,100.920
36,100.760
37,99.920
38,100.480
39,100.840
40,100.840
41,100.960
42,100.560
43,101.000
44,99.680
45,100.560
46,100.280
47,100.760
48,100.800
49,100.840
50,101.080
51,100.400
52,101.040
53,100.800
54,100.040
55,100.280
56,100.840
57,100.520
58,100.560
59,100.520
60,100.520
61,100.320
62,100.440
63,100.880
64,100.560
65,100.720
66,100.800
67,100.560
68,100.080
69,99.960
70,100.160
71,100.400
72,100.400
73,100.160
74,100.840
75,101.040
76,100.320
77,101.200
78,100.640
79,100.760
80,100.800
81,100.920
82,100.440
83,100.400
84,100.560
85,100.240
86,99.920
87,101.000
88,100.400
89,100.800
90,100.280
91,99.720
92,100.480
93,100.880
94,100.640
95,100.680
96,100.640
97,100.480
