 ,Mean
1,100.840
2,100.720
3,100.160
4,100.080
5,101.000
6,100.880
7,100.320
8,100.160
9,100.760
10,100.200
11,100.520
12,100.280
13,100.680
14,99.920
15,100.760
16,100.000
17,100.920
18,100.120
19,100.800
20,100.400
21,100.640
22,100.280
23,100.240
24,100.840
25,100.760
26,100.680
27,100.320
28,100.120
29,99.920
30,100.640
31,100.040
32,100.000
33,100.480
34,100.440
35,100.800
36,100.360
37,100.400
38,100.680
39,100.800
40,100.160
41,100.200
42,100.520
43,100.720
44,100.400
45,100.520
46,100.560
47,100.640
48,100.240
49,100.400
50,100.480
51,100.520
52,100.800
53,100.080
54,100.480
55,100.200
56,100.880
57,100.240
58,101.120
59,101.000
60,100.840
61,100.840
62,100.400
63,100.520
64,100.440
65,100.760
66,100.200
67,100.360
68,100.360
69,100.720
70,100.880
71,100.120
72,100.280
73,100.360
74,100.600
75,100.440
76,100.760
77,100.640
78,100.960
79,100.680
80,100.560
81,100.720
82,101.000
83,100.440
84,100.680
85,100.800
86,100.520
87,100.880
88,100.000
89,100.480
90,100.440
91,101.120
92,99.960
93,100.800
94,101.000
95,100.520
96,101.000
97,100.960
