 ,Mean
1,104.560
2,104.278
3,104.094
4,104.280
5,104.383
6,104.303
7,105.207
8,105.576
9,105.838
10,106.299
11,106.316
12,106.573
13,105.711
14,105.889
15,105.489
16,105.346
17,105.460
18,105.113
19,105.140
20,105.318
21,105.369
22,105.886
23,105.564
24,104.986
25,105.414
26,105.486
27,105.513
28,105.535
29,104.755
30,105.041
31,105.419
32,105.873
33,105.441
34,105.494
35,105.454
36,105.483
37,105.435
38,105.645
39,105.424
40,105.117
41,105.267
42,105.556
43,105.603
44,105.202
45,105.133
46,105.797
47,105.288
48,105.651
49,106.037
50,105.481
51,105.450
52,105.624
53,105.309
54,105.286
55,105.178
56,105.449
57,105.078
58,105.578
59,105.558
60,105.656
61,105.858
62,105.685
63,105.663
64,105.394
65,105.883
66,105.711
67,105.496
68,105.338
69,105.796
70,106.020
71,105.762
72,105.428
73,106.199
74,106.180
75,106.229
76,105.712
77,105.863
78,106.122
79,105.962
80,106.450
81,106.268
82,106.431
83,106.201
84,106.286
85,106.269
86,105.697
87,105.879
88,105.911
89,106.373
90,105.805
91,107.120
92,106.865
93,106.541
94,106.186
95,106.601
96,106.544
97,106.510
