 ,Mean
1,100.720
2,100.160
3,100.880
4,100.240
5,99.720
6,99.920
7,100.280
8,100.080
9,99.920
10,100.080
11,100.160
12,100.360
13,99.640
14,100.400
15,100.280
16,100.640
17,100.680
18,100.040
19,100.560
20,100.560
21,100.280
22,100.960
23,100.240
24,100.160
25,100.640
26,100.000
27,100.640
28,100.720
29,99.920
30,100.400
31,99.360
32,100.000
33,99.960
34,100.000
35,100.600
36,100.280
37,100.200
38,101.000
39,100.240
40,100.200
41,99.960
42,100.440
43,100.400
44,100.640
45,100.640
46,100.120
47,100.400
48,99.480
49,100.320
50,100.680
51,100.320
52,100.800
53,100.400
54,100.200
55,100.480
56,100.800
57,100.160
58,100.040
59,100.160
60,99.880
61,99.880
62,99.760
63,100.080
64,100.720
65,100.080
66,99.760
67,100.200
68,99.800
69,100.720
70,99.840
71,99.880
72,100.280
73,100.600
74,100.200
75,100.640
76,100.520
77,100.640
78,100.600
79,100.440
80,99.600
81,100.600
82,100.040
83,100.000
84,100.280
85,100.960
86,100.160
87,99.880
88,100.000
89,100.120
90,100.560
91,100.240
92,100.200
93,100.240
94,99.960
95,100.400
96,100.560
97,100.280
