 ,Mean
1,102.293
2,102.103
3,102.055
4,101.966
5,101.838
6,101.880
7,101.878
8,101.873
9,102.025
10,102.086
11,102.111
12,102.236
13,102.316
14,102.496
15,102.384
16,102.657
17,102.882
18,103.149
19,103.464
20,103.492
21,103.852
22,103.959
23,104.083
24,104.408
25,104.455
26,104.662
27,104.646
28,104.985
29,105.082
30,105.541
31,105.577
32,105.689
33,106.349
34,106.407
35,106.976
36,106.975
37,107.284
38,108.124
39,107.603
40,108.506
41,108.306
42,109.012
43,108.372
44,108.882
45,109.407
46,109.677
47,110.274
48,110.625
49,111.260
50,111.451
51,111.889
52,112.387
53,112.806
54,112.224
55,112.005
56,112.598
57,112.492
58,112.564
59,112.652
60,112.896
61,112.477
62,112.683
63,113.143
64,113.429
65,113.391
66,113.236
67,113.194
68,113.231
69,113.242
70,113.120
71,113.626
72,113.267
73,113.127
74,113.205
75,112.967
76,112.486
77,113.121
78,112.924
79,112.673
80,112.886
81,112.880
82,112.812
83,112.592
84,113.139
85,113.167
86,112.375
87,112.809
88,112.872
89,112.491
90,112.506
91,112.444
92,112.702
93,113.670
94,114.612
95,114.045
96,113.254
97,113.135
