 ,Mean
1,108.035
2,108.016
3,108.344
4,108.391
5,108.364
6,107.750
7,107.535
8,107.677
9,107.475
10,107.673
11,107.967
12,108.249
13,107.353
14,107.153
15,107.118
16,107.345
17,107.975
18,106.844
19,106.945
20,107.387
21,107.365
22,106.980
23,106.499
24,106.844
25,106.382
26,106.225
27,105.644
28,106.406
29,106.134
30,105.717
31,106.329
32,106.239
33,106.577
34,106.119
35,105.786
36,105.768
37,105.706
38,106.240
39,106.161
40,105.834
41,105.977
42,105.633
43,105.782
44,105.554
45,105.944
46,105.497
47,105.750
48,105.347
49,105.812
50,105.727
51,106.266
52,106.597
53,106.236
54,105.792
55,106.234
56,106.364
57,105.980
58,105.538
59,105.829
60,106.016
61,105.659
62,105.808
63,105.914
64,106.221
65,105.942
66,105.582
67,106.673
68,105.967
69,106.199
70,105.844
71,105.946
72,105.947
73,105.586
74,105.690
75,105.983
76,106.582
77,106.256
78,106.165
79,106.654
80,105.978
81,106.400
82,106.297
83,106.226
84,106.461
85,106.046
86,106.574
87,106.472
88,106.411
89,106.313
90,106.985
91,106.365
92,106.251
93,106.606
94,106.847
95,106.856
96,106.912
97,107.529
