 ,Mean
1,100.120
2,100.920
3,100.480
4,100.040
5,100.200
6,99.880
7,100.320
8,100.640
9,100.040
10,101.040
11,100.120
12,100.520
13,99.880
14,100.000
15,100.440
16,100.480
17,99.960
18,100.120
19,100.280
20,101.240
21,100.800
22,100.160
23,100.440
24,100.320
25,100.120
26,101.040
27,100.640
28,99.640
29,100.640
30,100.840
31,100.240
32,99.640
33,100.000
34,100.680
35,100.360
36,100.360
37,100.520
38,100.760
39,100.400
40,100.200
41,100.320
42,100.200
43,100.720
44,100.720
45,100.760
46,101.120
47,101.160
48,100.600
49,100.520
50,100.760
51,101.000
52,100.080
53,100.920
54,101.240
55,99.880
56,100.760
57,100.720
58,100.920
59,100.360
60,100.280
61,100.800
62,100.240
63,100.120
64,100.400
65,100.160
66,99.840
67,100.480
68,100.600
69,99.920
70,100.560
71,100.960
72,100.680
73,100.360
74,100.360
75,100.560
76,100.320
77,100.480
78,100.360
79,100.240
80,100.520
81,100.920
82,100.200
83,100.760
84,100.560
85,100.320
86,100.600
87,100.560
88,100.640
89,100.960
90,100.720
91,100.440
92,100.760
93,100.200
94,100.600
95,101.120
96,100.040
97,100.440
