 ,Mean
1,101.631
2,101.499
3,101.402
4,101.246
5,101.257
6,101.213
7,101.130
8,101.211
9,101.129
10,101.248
11,101.210
12,101.250
13,101.227
14,101.335
15,101.271
16,101.385
17,101.353
18,101.377
19,101.534
20,101.421
21,101.510
22,101.517
23,101.543
24,101.569
25,101.791
26,101.879
27,101.929
28,101.874
29,101.913
30,102.124
31,102.272
32,102.362
33,102.477
34,102.665
35,102.828
36,102.852
37,102.850
38,102.826
39,103.138
40,103.215
41,103.469
42,103.467
43,103.814
44,104.056
45,103.665
46,103.914
47,104.158
48,104.139
49,104.425
50,104.068
51,104.090
52,104.210
53,104.380
54,104.775
55,104.917
56,105.129
57,104.867
58,104.932
59,105.137
60,104.959
61,105.205
62,105.007
63,104.748
64,104.939
65,105.104
66,105.223
67,105.634
68,105.056
69,105.111
70,105.135
71,105.802
72,105.740
73,105.603
74,106.049
75,106.228
76,106.407
77,106.540
78,106.783
79,106.579
80,106.847
81,107.134
82,106.889
83,106.747
84,107.132
85,106.754
86,106.543
87,106.632
88,106.423
89,106.035
90,106.116
91,105.784
92,105.827
93,105.531
94,105.597
95,105.608
96,105.385
97,105.163
