 ,Mean
1,101.960
2,102.320
3,102.200
4,102.480
5,101.880
6,102.080
7,102.160
8,101.480
9,101.400
10,102.440
11,102.600
12,102.440
13,102.840
14,103.720
15,103.480
16,102.960
17,102.960
18,102.680
19,103.080
20,102.520
21,102.720
22,101.920
23,102.360
24,102.400
25,102.400
26,102.800
27,102.080
28,102.560
29,102.840
30,102.800
31,102.640
32,102.720
33,102.920
34,103.080
35,102.760
36,103.480
37,104.120
38,103.000
39,103.560
40,104.120
41,103.760
42,103.000
43,102.920
44,103.320
45,103.360
46,102.720
47,102.880
48,103.160
49,103.640
50,103.840
51,103.800
52,104.680
53,102.920
54,103.560
55,102.360
56,102.360
57,103.040
58,102.440
59,102.080
60,102.360
61,102.280
62,102.760
63,102.720
64,103.040
65,103.160
66,103.600
67,102.960
68,102.920
69,103.280
70,103.480
71,104.600
72,103.200
73,104.280
74,102.640
75,103.760
76,103.760
77,104.200
78,103.360
79,105.000
80,105.600
81,105.600
82,105.960
83,104.520
84,106.240
85,105.480
86,105.720
87,106.320
88,107.240
89,106.960
90,106.040
91,107.120
92,107.720
93,105.720
94,107.760
95,106.320
96,106.360
97,106.120
