 ,Mean
1,111.519
2,110.512
3,110.464
4,110.228
5,109.975
6,109.684
7,110.324
8,109.464
9,109.972
10,110.535
11,109.876
12,110.088
13,110.909
14,111.955
15,111.122
16,111.726
17,110.682
18,110.408
19,110.040
20,111.080
21,111.354
22,110.995
23,111.578
24,110.923
25,111.649
26,111.322
27,110.452
28,111.552
29,111.738
30,111.605
31,111.852
32,110.320
33,110.309
34,110.316
35,110.504
36,111.277
37,110.766
38,110.374
39,110.317
40,110.554
41,110.811
42,111.223
43,110.779
44,111.206
45,110.504
46,111.625
47,111.125
48,111.379
49,111.617
50,111.189
51,112.232
52,111.149
53,110.394
54,109.953
55,109.936
56,109.591
57,110.297
58,110.723
59,111.283
60,110.986
61,112.284
62,112.033
63,111.293
64,112.245
65,111.890
66,110.364
67,110.099
68,110.902
69,111.597
70,110.627
71,112.156
72,112.467
73,111.860
74,112.188
75,112.258
76,112.166
77,111.581
78,111.851
79,112.845
80,111.755
81,110.955
82,111.947
83,111.960
84,111.670
85,111.287
86,112.683
87,111.632
88,111.782
89,112.695
90,110.851
91,111.268
92,111.238
93,111.521
94,112.666
95,111.910
96,111.995
97,110.439
