 ,Mean
1,104.400
2,104.680
3,104.000
4,103.760
5,103.080
6,102.880
7,104.320
8,104.040
9,102.840
10,104.120
11,103.800
12,104.120
13,104.200
14,103.480
15,104.400
16,104.280
17,103.440
18,103.360
19,103.680
20,104.200
21,104.440
22,103.560
23,104.200
24,104.440
25,105.080
26,104.760
27,101.520
28,102.160
29,102.360
30,103.360
31,104.360
32,103.040
33,103.480
34,103.880
35,105.400
36,105.200
37,104.880
38,106.400
39,104.840
40,105.760
41,105.760
42,104.360
43,106.200
44,106.040
45,105.760
46,105.760
47,104.440
48,105.360
49,105.360
50,104.360
51,105.040
52,105.480
53,104.640
54,106.960
55,105.640
56,105.160
57,104.960
58,104.480
59,104.960
60,104.320
61,104.240
62,104.600
63,104.280
64,105.440
65,104.760
66,105.040
67,104.360
68,104.520
69,104.080
70,104.800
71,104.200
72,103.520
73,104.160
74,104.040
75,104.320
76,103.960
77,104.120
78,104.400
79,105.000
80,103.080
81,104.040
82,104.400
83,104.480
84,103.840
85,104.680
86,105.560
87,105.880
88,106.360
89,105.320
90,106.280
91,106.040
92,105.200
93,105.320
94,105.760
95,105.960
96,107.880
97,106.000
