 ,Mean
1,102.680
2,102.480
3,102.440
4,101.840
5,101.840
6,101.920
7,101.720
8,102.320
9,102.360
10,102.240
11,102.200
12,102.280
13,102.960
14,102.600
15,102.920
16,102.600
17,102.800
18,102.120
19,102.320
20,102.400
21,102.880
22,103.040
23,103.080
24,102.880
25,102.640
26,103.520
27,102.600
28,103.440
29,102.600
30,104.040
31,104.240
32,103.160
33,103.160
34,104.040
35,103.760
36,104.400
37,103.480
38,104.640
39,103.720
40,104.400
41,104.720
42,106.040
43,106.200
44,106.000
45,105.840
46,106.080
47,106.040
48,104.320
49,104.720
50,103.760
51,104.880
52,104.520
53,105.320
54,104.040
55,103.680
56,105.720
57,104.960
58,104.320
59,103.840
60,104.480
61,105.240
62,104.960
63,104.560
64,103.760
65,105.040
66,103.960
67,104.240
68,104.000
69,105.480
70,104.200
71,104.880
72,105.760
73,106.520
74,104.880
75,105.920
76,105.560
77,105.200
78,106.160
79,106.200
80,106.480
81,105.640
82,106.320
83,105.920
84,107.080
85,105.800
86,106.520
87,106.840
88,107.160
89,105.480
90,106.840
91,107.120
92,108.040
93,106.560
94,108.000
95,107.840
96,108.160
97,107.560
