 ,Mean
1,102.320
2,102.480
3,102.800
4,102.400
5,102.040
6,101.640
7,102.400
8,102.040
9,102.200
10,102.040
11,103.320
12,102.480
13,102.920
14,102.160
15,102.320
16,101.920
17,103.840
18,102.120
19,102.640
20,103.040
21,103.000
22,102.520
23,102.760
24,102.800
25,102.360
26,102.880
27,102.880
28,102.880
29,102.440
30,101.120
31,101.600
32,100.400
33,100.840
34,100.720
35,100.600
36,101.400
37,101.520
38,101.640
39,101.600
40,101.040
41,101.200
42,101.200
43,101.040
44,101.280
45,101.040
46,101.520
47,101.560
48,102.200
49,101.600
50,101.440
51,101.680
52,101.240
53,100.880
54,102.480
55,102.000
56,101.960
57,101.520
58,101.120
59,101.400
60,101.520
61,101.560
62,101.280
63,101.840
64,102.200
65,101.400
66,101.360
67,102.360
68,101.720
69,103.000
70,102.560
71,102.120
72,103.040
73,103.000
74,102.240
75,101.760
76,102.440
77,101.760
78,101.680
79,102.400
80,102.600
81,103.320
82,102.400
83,102.360
84,103.160
85,102.840
86,102.320
87,103.040
88,101.600
89,102.520
90,101.960
91,102.320
92,102.720
93,102.120
94,103.480
95,102.000
96,102.720
97,103.040
