 ,Mean
1,100.120
2,99.760
3,100.400
4,100.520
5,100.040
6,99.640
7,99.760
8,100.440
9,99.960
10,99.880
11,99.640
12,100.520
13,99.960
14,100.720
15,100.040
16,99.960
17,99.680
18,100.640
19,100.000
20,99.680
21,100.760
22,100.040
23,99.480
24,100.160
25,100.200
26,100.120
27,100.360
28,100.440
29,99.560
30,100.160
31,100.120
32,100.040
33,100.280
34,100.440
35,100.160
36,100.200
37,99.480
38,99.960
39,99.920
40,100.280
41,99.880
42,99.480
43,100.280
44,100.440
45,100.600
46,100.080
47,99.960
48,100.120
49,100.520
50,100.240
51,99.400
52,100.360
53,100.640
54,100.880
55,100.120
56,100.680
57,100.160
58,99.920
59,100.080
60,100.280
61,100.400
62,99.840
63,100.160
64,99.960
65,100.280
66,100.240
67,99.640
68,99.600
69,99.800
70,100.120
71,99.560
72,100.080
73,99.640
74,99.640
75,100.760
76,99.920
77,100.640
78,99.800
79,99.880
80,100.160
81,100.360
82,100.480
83,100.720
84,100.560
85,99.880
86,100.240
87,100.360
88,100.160
89,100.320
90,99.800
91,100.080
92,99.960
93,99.680
94,100.240
95,100.040
96,100.240
97,99.960
