 ,Mean
1,108.540
2,108.369
3,106.841
4,108.204
5,107.699
6,108.111
7,108.195
8,108.069
9,108.341
10,108.422
11,108.184
12,108.098
13,107.890
14,108.376
15,107.576
16,108.964
17,107.888
18,108.164
19,108.902
20,107.958
21,108.591
22,108.874
23,109.417
24,109.478
25,109.559
26,109.884
27,109.395
28,109.933
29,109.590
30,110.090
31,110.744
32,109.861
33,110.296
34,110.629
35,110.117
36,110.410
37,110.520
38,110.347
39,109.523
40,109.973
41,110.451
42,109.359
43,109.992
44,109.689
45,110.511
46,110.974
47,110.331
48,109.967
49,110.169
50,109.735
51,109.808
52,110.769
53,109.711
54,109.285
55,110.656
56,109.400
57,110.021
58,110.264
59,109.332
60,109.667
61,109.329
62,110.334
63,109.777
64,109.612
65,110.359
66,110.379
67,110.381
68,111.333
69,110.309
70,110.681
71,111.379
72,112.074
73,110.143
74,111.376
75,110.872
76,111.522
77,110.678
78,111.576
79,111.643
80,110.821
81,111.336
82,111.103
83,111.398
84,111.093
85,111.294
86,111.074
87,112.129
88,111.926
89,111.046
90,111.872
91,112.192
92,111.849
93,111.110
94,111.479
95,111.397
96,111.011
97,110.422
