 ,Mean
1,100.240
2,100.560
3,100.600
4,100.560
5,99.840
6,99.920
7,100.480
8,100.160
9,99.960
10,100.560
11,100.080
12,100.640
13,100.360
14,100.000
15,99.600
16,100.240
17,100.360
18,100.320
19,100.400
20,100.440
21,100.240
22,100.000
23,99.880
24,100.440
25,100.360
26,99.600
27,99.880
28,100.240
29,100.360
30,100.400
31,100.400
32,100.880
33,100.600
34,99.840
35,100.960
36,100.520
37,100.400
38,100.280
39,100.080
40,100.400
41,100.240
42,100.520
43,100.720
44,99.640
45,100.560
46,99.960
47,99.880
48,100.200
49,100.600
50,99.600
51,100.760
52,99.600
53,100.240
54,100.280
55,100.320
56,100.440
57,100.560
58,101.320
59,100.680
60,100.400
61,99.800
62,100.880
63,101.080
64,100.240
65,100.600
66,101.160
67,100.400
68,100.480
69,100.560
70,100.280
71,100.480
72,100.720
73,101.040
74,100.680
75,100.320
76,100.840
77,99.880
78,99.640
79,100.840
80,100.400
81,101.240
82,100.280
83,100.520
84,99.960
85,100.640
86,100.840
87,100.480
88,100.720
89,100.360
90,100.560
91,100.120
92,100.360
93,100.440
94,100.160
95,100.080
96,100.160
97,100.320
