 ,Mean
1,112.050
2,112.191
3,111.970
4,111.926
5,112.219
6,112.488
7,110.446
8,111.471
9,112.413
10,112.497
11,112.262
12,113.029
13,111.725
14,111.884
15,111.591
16,111.287
17,112.003
18,111.947
19,111.671
20,111.562
21,111.913
22,111.450
23,111.675
24,111.396
25,111.249
26,112.865
27,112.200
28,111.820
29,111.695
30,111.258
31,111.835
32,111.765
33,112.651
34,111.974
35,111.543
36,111.050
37,111.870
38,111.080
39,112.734
40,112.861
41,111.753
42,111.033
43,111.596
44,111.800
45,112.376
46,111.872
47,113.606
48,112.034
49,111.663
50,113.601
51,112.656
52,112.786
53,112.327
54,112.908
55,112.498
56,113.407
57,112.094
58,112.771
59,112.659
60,112.031
61,111.249
62,111.836
63,111.515
64,112.340
65,112.721
66,112.253
67,112.180
68,112.949
69,112.276
70,112.057
71,113.055
72,112.755
73,111.877
74,113.120
75,112.881
76,113.532
77,112.300
78,113.330
79,112.911
80,112.553
81,112.261
82,112.449
83,111.071
84,113.006
85,113.362
86,112.815
87,112.697
88,112.919
89,113.225
90,113.310
91,112.967
92,112.983
93,113.679
94,113.161
95,112.899
96,113.065
97,113.376
