 ,Mean
1,102.800
2,103.520
3,103.080
4,102.720
5,102.200
6,102.920
7,102.280
8,102.880
9,102.880
10,102.240
11,102.800
12,103.320
13,102.120
14,102.920
15,102.840
16,103.040
17,102.320
18,103.440
19,103.400
20,102.640
21,102.520
22,102.800
23,102.720
24,103.120
25,103.400
26,103.600
27,102.920
28,104.000
29,103.560
30,105.120
31,104.480
32,106.360
33,105.640
34,106.200
35,104.960
36,105.920
37,106.480
38,103.440
39,103.840
40,104.440
41,102.960
42,105.320
43,105.800
44,105.240
45,105.800
46,104.640
47,106.320
48,105.760
49,106.720
50,106.400
51,105.480
52,106.840
53,107.560
54,106.080
55,105.840
56,107.080
57,110.560
58,107.240
59,104.800
60,104.680
61,107.720
62,109.080
63,107.680
64,108.680
65,107.240
66,108.200
67,107.840
68,108.680
69,107.800
70,107.280
71,107.080
72,107.520
73,107.800
74,107.160
75,106.800
76,107.040
77,107.720
78,108.160
79,107.680
80,106.560
81,106.800
82,107.920
83,107.400
84,109.200
85,108.840
86,107.280
87,109.960
88,110.440
89,109.080
90,108.680
91,107.920
92,107.720
93,106.480
94,108.680
95,105.800
96,107.400
97,107.880
